VBias,C
-3,3.98285E-10
-2.99,3.97563E-10
-2.98,3.98169E-10
-2.97,3.99952E-10
-2.96,4.00468E-10
-2.95,3.98651E-10
-2.94,4.00234E-10
-2.93,3.99807E-10
-2.92,3.98941E-10
-2.91,3.98236E-10
-2.9,3.97939E-10
-2.89,3.99547E-10
-2.88,4.00589E-10
-2.87,3.99855E-10
-2.86,3.99232E-10
-2.85,4.00114E-10
-2.84,3.99534E-10
-2.83,3.98115E-10
-2.82,3.9797E-10
-2.81,3.98576E-10
-2.8,3.98966E-10
-2.79,3.98874E-10
-2.78,3.9914E-10
-2.77,3.97587E-10
-2.76,3.99542E-10
-2.75,3.97392E-10
-2.74,3.97806E-10
-2.73,3.97235E-10
-2.72,3.99502E-10
-2.71,3.9975E-10
-2.7,3.97842E-10
-2.69,3.99256E-10
-2.68,3.9966E-10
-2.67,3.97421E-10
-2.66,3.96949E-10
-2.65,3.97721E-10
-2.64,3.99049E-10
-2.63,3.99449E-10
-2.62,3.98221E-10
-2.61,3.98631E-10
-2.6,3.98637E-10
-2.59,3.97839E-10
-2.58,3.97007E-10
-2.57,3.98369E-10
-2.56,3.98992E-10
-2.55,3.99435E-10
-2.54,3.97813E-10
-2.53,3.97568E-10
-2.52,3.9936E-10
-2.51,3.98131E-10
-2.5,3.98361E-10
-2.49,3.9695E-10
-2.48,3.97359E-10
-2.47,3.98648E-10
-2.46,3.97431E-10
-2.45,3.96865E-10
-2.44,3.97536E-10
-2.43,3.98495E-10
-2.42,3.99678E-10
-2.41,3.99431E-10
-2.4,3.9953E-10
-2.39,3.98641E-10
-2.38,3.97163E-10
-2.37,3.96921E-10
-2.36,3.98947E-10
-2.35,3.9849E-10
-2.34,3.98161E-10
-2.33,3.97539E-10
-2.32,3.97153E-10
-2.31,3.98522E-10
-2.3,3.98388E-10
-2.29,3.99816E-10
-2.28,3.99518E-10
-2.27,3.98811E-10
-2.26,3.98016E-10
-2.25,3.97801E-10
-2.24,3.9859E-10
-2.23,3.98925E-10
-2.22,3.99403E-10
-2.21,3.98791E-10
-2.2,3.98234E-10
-2.19,3.98472E-10
-2.18,3.97537E-10
-2.17,3.97186E-10
-2.16,3.96328E-10
-2.15,3.98413E-10
-2.14,3.97549E-10
-2.13,3.97635E-10
-2.12,3.98165E-10
-2.11,3.97279E-10
-2.1,3.97328E-10
-2.09,3.96994E-10
-2.08,3.97296E-10
-2.07,3.98546E-10
-2.06,3.98782E-10
-2.05,3.98616E-10
-2.04,3.98337E-10
-2.03,3.97913E-10
-2.02,3.97097E-10
-2.01,3.97516E-10
-2,3.96626E-10
-1.99,3.96818E-10
-1.98,3.97041E-10
-1.97,3.97483E-10
-1.96,3.98912E-10
-1.95,3.97894E-10
-1.94,3.977E-10
-1.93,3.97024E-10
-1.92,3.96501E-10
-1.91,3.97023E-10
-1.9,3.96566E-10
-1.89,3.96782E-10
-1.88,3.97317E-10
-1.87,3.97765E-10
-1.86,3.98453E-10
-1.85,3.98388E-10
-1.84,3.97539E-10
-1.83,3.97776E-10
-1.82,3.97149E-10
-1.81,3.9712E-10
-1.8,3.9719E-10
-1.79,3.97137E-10
-1.78,3.95853E-10
-1.77,3.9677E-10
-1.76,3.98251E-10
-1.75,3.97936E-10
-1.74,3.98056E-10
-1.73,3.97763E-10
-1.72,3.97541E-10
-1.71,3.97485E-10
-1.7,3.97032E-10
-1.69,3.96209E-10
-1.68,3.96518E-10
-1.67,4.00249E-10
-1.66,3.97883E-10
-1.65,3.9764E-10
-1.64,3.98395E-10
-1.63,3.97221E-10
-1.62,3.96828E-10
-1.61,3.97336E-10
-1.6,3.95834E-10
-1.59,3.95958E-10
-1.58,3.96199E-10
-1.57,3.97491E-10
-1.56,3.97458E-10
-1.55,3.97263E-10
-1.54,3.97057E-10
-1.53,3.97141E-10
-1.52,3.96558E-10
-1.51,3.95098E-10
-1.5,3.95205E-10
-1.49,3.95332E-10
-1.48,3.95071E-10
-1.47,3.96123E-10
-1.46,3.96471E-10
-1.45,3.95698E-10
-1.44,3.95681E-10
-1.43,3.95331E-10
-1.42,3.95183E-10
-1.41,3.96556E-10
-1.4,3.96129E-10
-1.39,3.96018E-10
-1.38,3.95164E-10
-1.37,3.95838E-10
-1.36,3.95786E-10
-1.35,3.96311E-10
-1.34,3.96612E-10
-1.33,3.97119E-10
-1.32,3.96224E-10
-1.31,3.95413E-10
-1.3,3.94848E-10
-1.29,3.96432E-10
-1.28,3.9574E-10
-1.27,3.95393E-10
-1.26,3.9412E-10
-1.25,3.91254E-10
-1.24,3.95561E-10
-1.23,3.95203E-10
-1.22,3.96533E-10
-1.21,3.95901E-10
-1.2,3.9531E-10
-1.19,3.96163E-10
-1.18,3.95066E-10
-1.17,3.95178E-10
-1.16,3.96243E-10
-1.15,3.94746E-10
-1.14,3.94587E-10
-1.13,3.9377E-10
-1.12,3.93538E-10
-1.11,3.94091E-10
-1.1,3.9466E-10
-1.09,3.93719E-10
-1.08,3.93453E-10
-1.07,3.93806E-10
-1.06,3.9452E-10
-1.05,3.9435E-10
-1.04,3.94989E-10
-1.03,3.93649E-10
-1.02,3.93237E-10
-1.01,3.94085E-10
-1,3.94E-10
-0.99,3.94397E-10
-0.98,3.94646E-10
-0.97,3.94348E-10
-0.96,3.94669E-10
-0.95,3.93079E-10
-0.94,3.94368E-10
-0.93,3.94085E-10
-0.92,3.94559E-10
-0.91,3.92801E-10
-0.9,3.92816E-10
-0.89,3.9241E-10
-0.88,3.92466E-10
-0.87,3.91733E-10
-0.86,3.92678E-10
-0.85,3.91908E-10
-0.84,3.92006E-10
-0.83,3.91236E-10
-0.82,3.91114E-10
-0.81,3.91543E-10
-0.8,3.92052E-10
-0.79,3.92545E-10
-0.78,3.92868E-10
-0.77,3.92999E-10
-0.76,3.91948E-10
-0.75,3.90631E-10
-0.74,3.91248E-10
-0.73,3.90615E-10
-0.72,3.91349E-10
