Setup title,"2-terminal dual Vsweep"
Application test name,"2-terminal dual Vsweep"
Test date,2/1/2023
Test time,17:02:39
Device ID,
Count,5
Flags,
Remarks,
Name,Port1,Port2,Vstart,Vstop1,Vstep1,Vstop2,Vstep2,IntegTime,HoldTime,DelayTime,Compliance,MinRange
Value,"SMU4:HR	HRSMU","SMU3:HR	HRSMU",0,1,0.01,-1,0.01,MEDIUM,0,0,0.0005,1nA
Name,Temp
Value,0
V1,I1
0,1.2E-12
0.01,8.4E-13
0.02,-1.73E-12
0.03,1.56E-12
0.04,-1.22E-12
0.05,2.55E-12
0.06,-1.81E-12
0.07,1.35E-12
0.08,-1.97E-12
0.09,9.3E-13
0.1,-1.83E-12
0.11,1.28E-12
0.12,-1.75E-12
0.13,1.45E-12
0.14,-1.69E-12
0.15,1.2E-12
0.16,-1.58E-12
0.17,1.62E-12
0.18,3.2E-13
0.19,-8.6E-13
0.2,-2.06E-12
0.21,2.14E-12
0.22,-1.22E-12
0.23,1.71E-12
0.24,-1.74E-12
0.25,1.25E-12
0.26,-2.37E-12
0.27,3.15E-12
0.28,-1.12E-12
0.29,1.8E-12
0.3,-2.1E-12
0.31,6.7E-13
0.32,-2.91E-12
0.33,2.11E-12
0.34,-1.69E-12
0.35,1.88E-12
0.36,-1.53E-12
0.37,7.4E-13
0.38,-1.3E-12
0.39,2.13E-12
0.4,-2.24E-12
0.41,2.99E-12
0.42,-3.1E-12
0.43,1.16E-12
0.44,-1.27E-12
0.45,2.09E-12
0.46,-1.28E-12
0.47,1.9E-12
0.48,-4.9E-13
0.49,1.48E-12
0.5,-2.28E-12
0.51,2.9E-13
0.52,-1.53E-12
0.53,1.19E-12
0.54,-1.12E-12
0.55,1.86E-12
0.56,-1.39E-12
0.57,2.39E-12
0.58,-1.35E-12
0.59,2.46E-12
0.6,-2.8E-12
0.61,1.24E-12
0.62,-5.8E-13
0.63,1.95E-12
0.64,-1.58E-12
0.65,1.67E-12
0.66,-1.16E-12
0.67,1.53E-12
0.68,-1.35E-12
0.69,2.79E-12
0.7,-1.98E-12
0.71,1.54E-12
0.72,-1.69E-12
0.73,3.3E-13
0.74,-2.43E-12
0.75,1.45E-12
0.76,-1.34E-12
0.77,1.88E-12
0.78,-1.92E-12
0.79,1.04E-12
0.8,-1.75E-12
0.81,1.55E-12
0.82,-1.22E-12
0.83,2.2E-13
0.84,-2.29E-12
0.85,9.9E-13
0.86,-1.34E-12
0.87,3.41E-12
0.88,-6.5E-13
0.89,9.1E-13
0.9,-3.14E-12
0.91,2.52E-12
0.92,-2.93E-12
0.93,2.56E-12
0.94,-1.45E-12
0.95,2.8E-13
0.96,-3.52E-12
0.97,1.47E-12
0.98,-7E-13
0.99,2.37E-12
1,-1.3E-12
0.99,2.57E-12
0.98,-1.49E-12
0.97,1.12E-12
0.96,-1.44E-12
0.95,1.15E-12
0.94,-1.17E-12
0.93,8E-14
0.92,-9.1E-13
0.91,7.3E-13
0.9,-1.61E-12
0.89,6.9E-13
0.88,-2.81E-12
0.87,1.3E-12
0.86,-1.36E-12
0.85,1.33E-12
0.84,-1.03E-12
0.83,3.5E-13
0.82,-2.05E-12
0.81,1.32E-12
0.8,-1.83E-12
0.79,1.42E-12
0.78,-2.31E-12
0.77,1.66E-12
0.76,-8.9E-13
0.75,1.89E-12
0.74,-1.65E-12
0.73,1.02E-12
0.72,-2.28E-12
0.71,1.97E-12
0.7,-1.74E-12
0.69,1.08E-12
0.68,-2.41E-12
0.67,1.15E-12
0.66,-2.34E-12
0.65,-5.4E-13
0.64,-1.9E-12
0.63,7E-13
0.62,-1.39E-12
0.61,3.03E-12
0.6,-2.15E-12
0.59,1.26E-12
0.58,-2.4E-12
0.57,1.89E-12
0.56,-5.8E-13
0.55,-3.3E-13
0.54,-2.09E-12
0.53,1.42E-12
0.52,-6.5E-13
0.51,1.38E-12
0.5,-1.75E-12
0.49,1.02E-12
0.48,-1.09E-12
0.47,1.99E-12
0.46,-9.6E-13
0.45,-7.9E-13
0.44,-1.85E-12
0.43,1.89E-12
0.42,-2.53E-12
0.41,3.8E-13
0.4,-7.6E-13
0.39,9.1E-13
0.38,-5.2E-13
0.37,1.1E-13
0.36,-2.7E-12
0.35,1.31E-12
0.34,-1.16E-12
0.33,1.4E-12
0.32,-1.82E-12
0.31,4.9E-13
0.3,-9.2E-13
0.29,1.69E-12
0.28,-1.98E-12
0.27,9.4E-13
0.26,-7.6E-13
0.25,1.34E-12
0.24,-1.52E-12
0.23,-7E-14
0.22,-1.14E-12
0.21,2.33E-12
0.2,-6.5E-13
0.19,1.91E-12
0.18,-2.09E-12
0.17,1.4E-12
