Setup title,"2-terminal dual Vsweep"
Application test name,"2-terminal dual Vsweep"
Test date,2/1/2023
Test time,17:01:42
Device ID,
Count,3
Flags,
Remarks,
Name,Port1,Port2,Vstart,Vstop1,Vstep1,Vstop2,Vstep2,IntegTime,HoldTime,DelayTime,Compliance,MinRange
Value,"SMU4:HR	HRSMU","SMU3:HR	HRSMU",0,1,0.01,-1,0.01,MEDIUM,0,0,0.0005,1nA
Name,Temp
Value,0
V1,I1
0,4E-13
0.01,1.29E-12
0.02,-1.39E-12
0.03,1.61E-12
0.04,-6.9E-13
0.05,7.5E-13
0.06,-1.49E-12
0.07,2.14E-12
0.08,-1.33E-12
0.09,-3.9E-13
0.1,-3E-14
0.11,1.26E-12
0.12,-8.8E-13
0.13,1.62E-12
0.14,-1.24E-12
0.15,4.2E-13
0.16,-5.5E-13
0.17,6.8E-13
0.18,-1.35E-12
0.19,1.03E-12
0.2,-1.1E-13
0.21,5.4E-13
0.22,-7.2E-13
0.23,1.68E-12
0.24,-8E-13
0.25,3.9E-13
0.26,-1.9E-13
0.27,9.9E-13
0.28,-1.54E-12
0.29,8.4E-13
0.3,-3.1E-13
0.31,1.26E-12
0.32,-8.1E-13
0.33,1.08E-12
0.34,-1.75E-12
0.35,-6E-13
0.36,-1.5E-12
0.37,1.54E-12
0.38,-3.1E-13
0.39,6.7E-13
0.4,-1.15E-12
0.41,1.1E-12
0.42,-1.26E-12
0.43,1.31E-12
0.44,-2.3E-13
0.45,2.2E-13
0.46,-1.08E-12
0.47,1.9E-12
0.48,-9.9E-13
0.49,1.53E-12
0.5,-4.7E-13
0.51,8.8E-13
0.52,-1.74E-12
0.53,1.41E-12
0.54,-1.17E-12
0.55,-3.1E-13
0.56,-8.8E-13
0.57,1.88E-12
0.58,-9.5E-13
0.59,9.8E-13
0.6,-2.4E-13
0.61,7.6E-13
0.62,-9.5E-13
0.63,7E-14
0.64,-2.1E-13
0.65,9E-13
0.66,-4.2E-13
0.67,1.37E-12
0.68,-1.29E-12
0.69,6.9E-13
0.7,-8.4E-13
0.71,2.02E-12
0.72,-2.15E-12
0.73,1.16E-12
0.74,-1.55E-12
0.75,1.03E-12
0.76,-6.7E-13
0.77,8.2E-13
0.78,-3.7E-13
0.79,7.2E-13
0.8,-1.31E-12
0.81,1.02E-12
0.82,-1.53E-12
0.83,1.27E-12
0.84,-1.48E-12
0.85,7.7E-13
0.86,-1E-12
0.87,2.4E-12
0.88,-9.8E-13
0.89,2.6E-13
0.9,-3.3E-13
0.91,7E-13
0.92,-6.4E-13
0.93,1.78E-12
0.94,-6.6E-13
0.95,5.6E-13
0.96,-1.46E-12
0.97,1.57E-12
0.98,-7.4E-13
0.99,3.6E-13
1,-5.4E-13
0.99,2.3E-12
0.98,-3.8E-13
0.97,2.8E-13
0.96,-8.1E-13
0.95,2.27E-12
0.94,-8.8E-13
0.93,5.8E-13
0.92,-4.8E-13
0.91,-7.5E-13
0.9,-1.34E-12
0.89,1.81E-12
0.88,-8E-13
0.87,4.3E-13
0.86,-1.88E-12
0.85,9.2E-13
0.84,-1.55E-12
0.83,7.5E-13
0.82,-3.5E-13
0.81,4.2E-13
0.8,-1.81E-12
0.79,4.4E-13
0.78,-1.19E-12
0.77,6.9E-13
0.76,-2.17E-12
0.75,1.98E-12
0.74,-1.7E-12
0.73,1.38E-12
0.72,-1.62E-12
0.71,2.31E-12
0.7,5E-14
0.69,3.7E-13
0.68,-9.4E-13
0.67,1.24E-12
0.66,-2.7E-12
0.65,1.04E-12
0.64,-1.7E-12
0.63,2.23E-12
0.62,-2E-12
0.61,1E-14
0.6,-5.8E-13
0.59,9.2E-13
0.58,-2.08E-12
0.57,2.6E-13
0.56,-1.41E-12
0.55,-3E-13
0.54,-6E-13
0.53,1.02E-12
0.52,-6.5E-13
0.51,4E-13
0.5,-1.59E-12
0.49,1.46E-12
0.48,-1.3E-13
0.47,-2.1E-13
0.46,-8E-13
0.45,1.57E-12
0.44,-8.8E-13
0.43,-5E-14
0.42,-3E-13
0.41,1.13E-12
0.4,-1.76E-12
0.39,1.54E-12
0.38,-6.3E-13
0.37,9.5E-13
0.36,-1.66E-12
0.35,6.7E-13
0.34,-8.5E-13
0.33,5.3E-13
0.32,-2.61E-12
0.31,1.03E-12
0.3,-7.4E-13
0.29,2.02E-12
0.28,-1.2E-12
0.27,9.4E-13
0.26,-8.2E-13
0.25,2.8E-13
0.24,-1.65E-12
0.23,1.31E-12
0.22,-1.17E-12
0.21,3.2E-13
0.2,-2.13E-12
0.19,6.1E-13
0.18,-3.3E-13
0.17,9E-13
0.16,-2.24E-12
0.15,1.35E-12
