Setup title,"I/V Sweep_0_2_light"
-0.85,-0.000200039
-0.84,-0.000200039
-0.83,-0.000200039
-0.82,-0.000200039
-0.81,-0.000200039
-0.8,-0.00020004
-0.79,-0.000200039
-0.78,-0.00020004
-0.77,-0.000200039
-0.76,-0.000200039
-0.75,-0.000200039
-0.74,-0.00020004
-0.73,-0.00020004
-0.72,-0.00020004
-0.71,-0.00020004
-0.7,-0.000200039
-0.69,-0.00020004
-0.68,-0.00020004
-0.67,-0.00020004
-0.66,-0.00020004
-0.65,-0.000200039
-0.64,-0.00020004
-0.63,-0.00020004
-0.62,-0.000200041
-0.61,-0.00020004
-0.6,-0.00020004
-0.59,-0.00020004
-0.58,-0.00020004
-0.57,-0.00020004
-0.56,-0.00020004
-0.55,-0.00020004
-0.54,-0.00020004
-0.53,-0.000197213
-0.52,-0.000185169
-0.51,-0.00017731
-0.5,-0.000169478
-0.49,-0.000160802
-0.48,-0.000152994
-0.47,-0.00014726
-0.46,-0.000139126
-0.45,-0.000132061
-0.44,-0.000124566
-0.43,-0.000117286
-0.42,-0.000110722
-0.41,-0.000104953
-0.4,-9.92518E-05
-0.39,-9.44153E-05
-0.38,-8.87286E-05
-0.37,-8.35056E-05
-0.36,-7.80622E-05
-0.35,-7.3117E-05
-0.34,-6.88738E-05
-0.33,-6.49692E-05
-0.32,-6.12736E-05
-0.31,-5.76493E-05
-0.3,-5.41984E-05
-0.29,-5.03876E-05
-0.28,-4.67851E-05
-0.27,-4.36569E-05
-0.26,-4.06808E-05
-0.25,-3.79497E-05
-0.24,-3.53027E-05
-0.23,-3.2777E-05
-0.22,-3.04716E-05
-0.21,-2.83467E-05
-0.2,-2.64156E-05
-0.19,-2.44331E-05
-0.18,-2.23517E-05
-0.17,-2.05068E-05
-0.16,-1.87836E-05
-0.15,-1.69582E-05
-0.14,-1.54166E-05
-0.13,-1.38142E-05
-0.12,-1.24638E-05
-0.11,-1.10446E-05
-0.1,-9.8157E-06
-0.09,-8.67499E-06
-0.08,-7.61435E-06
-0.07,-6.25256E-06
-0.06,-5.14939E-06
-0.05,-4.20798E-06
-0.04,-3.31111E-06
-0.03,-2.50371E-06
-0.02,-1.67708E-06
-0.01,-8.31608E-07
0,4.1936E-09
