Setup title,"I/V Sweep_0_2_light"
0.26,2.43424E-05
0.25,2.39175E-05
0.24,2.1772E-05
0.23,2.08793E-05
0.22,2.03788E-05
0.21,1.93367E-05
0.2,1.73407E-05
0.19,1.70039E-05
0.18,1.60427E-05
0.17,1.54144E-05
0.16,1.3755E-05
0.15,1.30647E-05
0.14,1.24164E-05
0.13,1.0912E-05
0.12,9.68402E-06
0.11,9.08055E-06
0.1,8.1269E-06
0.09,7.17372E-06
0.08,6.31988E-06
0.07,5.52269E-06
0.06,5.06111E-06
0.05,4.10571E-06
0.04,3.13693E-06
0.03,2.38567E-06
0.02,1.68763E-06
0.01,9.10087E-07
0,5.0403E-09
