Setup title,"I/V Sweep_0_2_light"
0.31,2.7774E-05
0.3,3.25185E-05
0.29,3.14626E-05
0.28,3.04632E-05
0.27,2.88473E-05
0.26,2.86462E-05
0.25,2.73134E-05
0.24,2.52905E-05
0.23,2.41051E-05
0.22,2.35231E-05
0.21,2.34043E-05
0.2,2.21948E-05
0.19,2.02829E-05
0.18,1.90324E-05
0.17,1.71435E-05
0.16,1.62814E-05
0.15,1.49413E-05
0.14,1.35156E-05
0.13,1.26694E-05
0.12,1.25878E-05
0.11,1.1458E-05
0.1,1.04999E-05
0.09,9.32563E-06
0.08,8.227E-06
0.07,7.02618E-06
0.06,6.38077E-06
0.05,5.61612E-06
0.04,4.4157E-06
0.03,3.29321E-06
0.02,2.11252E-06
0.01,1.0722E-06
0,3.2227E-09
