Setup title,"I/V Sweep_light_part2_0_2V"
Classic test name,"I/V Sweep"
Test date,3/15/2023
Test time,17:19:52
Device ID,
Count,2
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU4:HR,SMU3:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU4:HR,SMU3:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,0
Measurement.Primary.Stop,2
Measurement.Primary.Step,0.01
Measurement.Primary.Compliance,0.0002
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,0,0
Measurement.Bias.Compliance,0.0002,0.1
Measurement.Monitor.Unit,SMU4:HR,SMU3:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
0,-2.9E-13
0.01,-4.5E-13
0.02,-1E-14
0.03,-5E-14
0.04,-2.5E-13
0.05,-2.1E-13
0.06,1.2E-13
0.07,-6E-14
0.08,-3.1E-13
0.09,-1E-13
0.1,1.5E-13
0.11,-2E-14
0.12,-2E-13
0.13,3E-14
0.14,1.1E-13
0.15,1.9E-13
0.16,4E-14
0.17,2.7E-13
0.18,3E-14
0.19,-1.1E-13
0.2,1.1E-13
0.21,6E-14
0.22,-8E-14
0.23,-3E-14
0.24,2E-14
0.25,1.4E-13
0.26,-1E-14
0.27,-1.9E-13
0.28,-2.3E-13
0.29,1.8E-13
0.3,2E-14
0.31,6E-14
0.32,2.4E-13
0.33,-7E-14
0.34,1.1E-13
0.35,2.2E-13
0.36,6E-14
0.37,-1E-13
0.38,2.6E-13
0.39,3.3E-13
0.4,1.6E-13
0.41,-7E-14
0.42,1.3E-13
0.43,4.9E-13
0.44,2.7E-13
0.45,1E-14
0.46,9E-14
0.47,4E-13
0.48,3.1E-13
0.49,3E-14
0.5,1.3E-13
0.51,3E-13
0.52,2.2E-13
0.53,2.6E-13
0.54,4.7E-13
0.55,2.7E-13
0.56,2.5E-13
0.57,4.1E-13
0.58,3.8E-13
0.59,3.6E-13
0.6,2.4E-13
0.61,5.4E-13
0.62,5.7E-13
0.63,1.6E-13
0.64,5.5E-13
0.65,6.4E-13
0.66,4.3E-13
0.67,3.9E-13
0.68,6.3E-13
0.69,6.3E-13
0.7,5.3E-13
0.71,3.7E-13
0.72,5.1E-13
0.73,5E-13
0.74,5.3E-13
0.75,4.4E-13
0.76,6.4E-13
0.77,6.6E-13
0.78,5.4E-13
0.79,5.4E-13
0.8,7.4E-13
0.81,8.2E-13
0.82,6.8E-13
0.83,7.9E-13
0.84,6.6E-13
0.85,8E-13
0.86,7E-13
0.87,7.9E-13
0.88,8.7E-13
0.89,7.7E-13
0.9,8.9E-13
0.91,1.14E-12
0.92,1.05E-12
0.93,8.6E-13
0.94,1.01E-12
0.95,1.2E-12
0.96,1.18E-12
0.97,1.04E-12
0.98,1.1E-12
0.99,1.32E-12
1,1.39E-12
1.01,1.23E-12
1.02,1.3E-12
1.03,1.42E-12
1.04,1.41E-12
1.05,1.35E-12
1.06,1.48E-12
1.07,1.69E-12
1.08,1.72E-12
1.09,1.68E-12
1.1,1.84E-12
1.11,2.01E-12
1.12,2.16E-12
1.13,1.77E-12
1.14,2.02E-12
1.15,2.12E-12
1.16,2.11E-12
1.17,2.2E-12
1.18,2.55E-12
1.19,2.49E-12
1.2,2.36E-12
1.21,2.74E-12
1.22,3E-12
1.23,2.73E-12
1.24,2.72E-12
1.25,2.76E-12
1.26,2.51E-12
1.27,2.69E-12
1.28,2.66E-12
1.29,2.64E-12
1.3,3.3E-12
1.31,3.36E-12
1.32,3.07E-12
1.33,3.4E-12
1.34,3.72E-12
1.35,3.69E-12
1.36,3.65E-12
1.37,4.05E-12
1.38,4.49E-12
1.39,4.42E-12
1.4,4.4E-12
1.41,5.3E-12
1.42,5.22E-12
1.43,5.04E-12
1.44,5.22E-12
1.45,4.94E-12
1.46,5.04E-12
1.47,5.22E-12
1.48,5.38E-12
1.49,5.61E-12
1.5,5.55E-12
1.51,6.01E-12
1.52,6.7E-12
1.53,7.22E-12
1.54,7.69E-12
1.55,8.51E-12
1.56,8.55E-12
1.57,7.35E-12
1.58,7.79E-12
1.59,7.87E-12
1.6,8.38E-12
1.61,9.59E-12
1.62,9.72E-12
1.63,9.8E-12
1.64,1.287E-11
1.65,1.24E-11
1.66,1.413E-11
1.67,1.515E-11
1.68,1.58E-11
1.69,1.203E-11
1.7,1.373E-11
1.71,1.26E-11
1.72,1.269E-11
1.73,1.305E-11
1.74,1.383E-11
1.75,1.463E-11
1.76,1.549E-11
1.77,1.585E-11
1.78,1.504E-11
1.79,1.548E-11
1.8,1.591E-11
1.81,1.76E-11
1.82,1.882E-11
1.83,1.889E-11
1.84,1.709E-11
1.85,1.699E-11
1.86,1.757E-11
1.87,1.956E-11
1.88,2.095E-11
1.89,1.962E-11
1.9,1.925E-11
1.91,1.928E-11
1.92,1.973E-11
1.93,2.082E-11
1.94,2.22E-11
1.95,2.565E-11
1.96,2.706E-11
1.97,2.388E-11
1.98,2.959E-11
1.99,3.525E-11
2,3.222E-11
2,2.998E-11
1.99,2.815E-11
1.98,2.694E-11
1.97,2.566E-11
1.96,2.476E-11
1.95,2.329E-11
1.94,2.486E-11
1.93,2.213E-11
1.92,2.195E-11
1.91,2.108E-11
1.9,2.106E-11
1.89,2.194E-11
1.88,2.24E-11
1.87,2.265E-11
1.86,2.179E-11
1.85,2.126E-11
1.84,2.185E-11
1.83,2.133E-11
1.82,1.893E-11
1.81,2.024E-11
1.8,1.978E-11
1.79,1.874E-11
1.78,1.772E-11
1.77,1.684E-11
1.76,1.645E-11
1.75,1.52E-11
1.74,1.451E-11
1.73,1.427E-11
1.72,1.445E-11
1.71,1.334E-11
1.7,1.284E-11
1.69,1.251E-11
1.68,1.284E-11
1.67,1.555E-11
1.66,1.165E-11
1.65,1.163E-11
1.64,1.219E-11
1.63,1.145E-11
1.62,1.022E-11
1.61,9.43E-12
1.6,9.77E-12
1.59,1.043E-11
1.58,9.06E-12
1.57,8.32E-12
1.56,7.09E-12
1.55,6.36E-12
1.54,5.9E-12
1.53,6.15E-12
1.52,6.28E-12
1.51,7.68E-12
1.5,9.3E-12
1.49,8.39E-12
1.48,9.61E-12
1.47,4.45E-12
1.46,3.77E-12
1.45,3.69E-12
1.44,5.43E-12
1.43,5.36E-12
1.42,5E-12
1.41,5.38E-12
1.4,5.34E-12
1.39,4.45E-12
1.38,4.59E-12
1.37,4.52E-12
1.36,4.31E-12
1.35,4.21E-12
1.34,3.78E-12
1.33,3.73E-12
1.32,3.68E-12
1.31,3.57E-12
1.3,3.12E-12
1.29,3.18E-12
1.28,3E-12
1.27,2.84E-12
1.26,2.8E-12
1.25,2.5E-12
1.24,2.33E-12
1.23,2.33E-12
1.22,2.23E-12
1.21,2.16E-12
1.2,2.13E-12
1.19,1.97E-12
1.18,1.97E-12
1.17,1.97E-12
1.16,2.06E-12
1.15,1.81E-12
1.14,1.64E-12
1.13,1.75E-12
1.12,1.54E-12
1.11,1.45E-12
1.1,1.52E-12
1.09,1.51E-12
1.08,1.4E-12
1.07,1.37E-12
1.06,1.43E-12
1.05,1.39E-12
1.04,1.41E-12
1.03,1.41E-12
1.02,1.31E-12
1.01,1.51E-12
1,1.5E-12
0.99,1.36E-12
0.98,1.41E-12
0.97,1.29E-12
0.96,1.18E-12
0.95,1.11E-12
0.94,1.05E-12
0.93,9.6E-13
0.92,1.03E-12
0.91,9.3E-13
0.9,8.7E-13
0.89,8.9E-13
0.88,9.6E-13
0.87,8E-13
0.86,7.5E-13
0.85,7.7E-13
0.84,8.2E-13
0.83,8.1E-13
0.82,7.8E-13
0.81,7.1E-13
0.8,6.8E-13
0.79,6.9E-13
0.78,5.5E-13
0.77,6.3E-13
0.76,6E-13
0.75,6.6E-13
0.74,6.6E-13
0.73,5.9E-13
0.72,5.9E-13
0.71,4.8E-13
0.7,5.6E-13
0.69,5.4E-13
0.68,5E-13
0.67,5.1E-13
0.66,4.4E-13
0.65,4.6E-13
0.64,5.1E-13
0.63,3.8E-13
0.62,4.2E-13
0.61,3.6E-13
0.6,5E-13
0.59,5E-13
0.58,3E-13
0.57,3.8E-13
0.56,2.3E-13
0.55,3.7E-13
0.54,2.6E-13
0.53,3E-13
0.52,3E-13
0.51,2.7E-13
0.5,1.9E-13
0.49,2.8E-13
0.48,2.9E-13
0.47,1.5E-13
0.46,1.6E-13
0.45,2.5E-13
0.44,1.8E-13
0.43,1.4E-13
0.42,1.3E-13
