Setup title,"I/V Sweep_0_2_light"
0.37,2.02208E-05
0.36,1.92924E-05
0.35,1.84343E-05
0.34,1.75505E-05
0.33,1.68246E-05
0.32,1.60051E-05
0.31,1.51693E-05
0.3,1.4508E-05
0.29,1.37375E-05
0.28,1.29732E-05
0.27,1.22423E-05
0.26,1.15667E-05
0.25,1.09733E-05
0.24,1.02773E-05
0.23,9.66031E-06
0.22,9.13399E-06
0.21,8.48463E-06
0.2,7.92282E-06
0.19,7.37072E-06
0.18,6.83324E-06
0.17,6.33236E-06
0.16,5.84649E-06
0.15,5.37717E-06
0.14,4.91335E-06
0.13,4.46341E-06
0.12,4.07375E-06
0.11,3.64351E-06
0.1,3.24902E-06
0.09,2.8728E-06
0.08,2.51635E-06
0.07,2.18088E-06
0.06,1.84197E-06
0.05,1.52005E-06
0.04,1.21126E-06
0.03,9.10537E-07
0.02,6.07549E-07
0.01,3.01819E-07
0,1.6339E-09
