Setup title,"I/V Sweep_0_2_light"
0.3,2.22852E-05
0.29,2.16705E-05
0.28,2.05919E-05
0.27,1.94635E-05
0.26,1.80332E-05
0.25,1.67637E-05
0.24,1.68268E-05
0.23,1.48256E-05
0.22,1.49222E-05
0.21,1.40395E-05
0.2,1.34993E-05
0.19,1.2493E-05
0.18,1.10764E-05
0.17,1.00966E-05
0.16,9.67552E-06
0.15,8.52309E-06
0.14,8.11472E-06
0.13,7.98781E-06
0.12,7.34483E-06
0.11,6.65598E-06
0.1,5.92712E-06
0.09,4.96397E-06
0.08,4.62885E-06
0.07,4.2265E-06
0.06,3.56956E-06
0.05,2.87529E-06
0.04,2.29162E-06
0.03,1.70594E-06
0.02,1.12254E-06
0.01,5.33791E-07
0,2.8693E-09
