Setup title,"I/V Sweep_0_2_light"
0.36,1.98341E-05
0.35,1.8887E-05
0.34,1.80363E-05
0.33,1.71106E-05
0.32,1.63779E-05
0.31,1.56773E-05
0.3,1.4821E-05
0.29,1.40078E-05
0.28,1.33786E-05
0.27,1.26605E-05
0.26,1.19712E-05
0.25,1.12048E-05
0.24,1.04927E-05
0.23,9.81307E-06
0.22,9.22089E-06
0.21,8.58647E-06
0.2,8.03935E-06
0.19,7.46424E-06
0.18,6.9581E-06
0.17,6.47932E-06
0.16,5.94773E-06
0.15,5.46885E-06
0.14,5.01302E-06
0.13,4.56945E-06
0.12,4.16606E-06
0.11,3.7496E-06
0.1,3.38595E-06
0.09,2.96048E-06
0.08,2.61274E-06
0.07,2.28818E-06
0.06,1.95192E-06
0.05,1.62747E-06
0.04,1.2848E-06
0.03,9.50976E-07
0.02,6.32296E-07
0.01,3.14689E-07
0,1.4924E-09
