Setup title,"I/V Sweep_0_2_light"
0.49,3.76524E-05
0.48,3.64627E-05
0.47,3.54034E-05
0.46,3.43303E-05
0.45,3.33254E-05
0.44,3.23055E-05
0.43,3.13143E-05
0.42,3.04127E-05
0.41,2.94092E-05
0.4,2.84794E-05
0.39,2.75102E-05
0.38,2.66803E-05
0.37,2.575E-05
0.36,2.48959E-05
0.35,2.40778E-05
0.34,2.31583E-05
0.33,2.23053E-05
0.32,2.12745E-05
0.31,2.06205E-05
0.3,1.98854E-05
0.29,1.89455E-05
0.28,1.82057E-05
0.27,1.74602E-05
0.26,1.65877E-05
0.25,1.57031E-05
0.24,1.49331E-05
0.23,1.41416E-05
0.22,1.3443E-05
0.21,1.27058E-05
0.2,1.19981E-05
0.19,1.13011E-05
0.18,1.0549E-05
0.17,9.81913E-06
0.16,9.20267E-06
0.15,8.59488E-06
0.14,8.04702E-06
0.13,7.38641E-06
0.12,6.75736E-06
0.11,6.17864E-06
0.1,5.60111E-06
0.09,4.99994E-06
0.08,4.41511E-06
0.07,3.8274E-06
0.06,3.27442E-06
0.05,2.74598E-06
0.04,2.20166E-06
0.03,1.6495E-06
0.02,1.09545E-06
0.01,5.47054E-07
0,-7.491E-09
