Time,I1
0.04421,2.03429E-09
0.25364,1.39447E-09
0.46068,1.06981E-09
0.66068,8.4886E-10
0.86068,6.9712E-10
1.06064,6.0164E-10
1.26068,5.2398E-10
1.46063,4.6962E-10
1.66064,4.25E-10
1.86068,3.8546E-10
2.06068,3.5714E-10
2.26064,3.3067E-10
2.46068,3.0577E-10
2.6607,2.8595E-10
2.86083,2.6837E-10
3.06068,2.5145E-10
3.26068,2.3819E-10
3.46064,2.2685E-10
3.66068,2.1441E-10
3.86064,2.0394E-10
4.06068,1.9422E-10
4.26064,1.8551E-10
4.46068,1.7926E-10
4.66064,1.7135E-10
4.86068,1.6452E-10
5.06064,1.5906E-10
5.26068,1.5183E-10
5.46064,1.4573E-10
5.66085,1.4155E-10
5.86085,1.3615E-10
6.06068,1.3023E-10
6.26063,1.2761E-10
6.46068,1.2365E-10
6.66063,1.24E-10
6.86068,1.2161E-10
7.06068,1.1967E-10
7.26063,1.1543E-10
7.46068,1.1389E-10
7.66063,1.1223E-10
7.86063,1.0815E-10
8.06068,1.0463E-10
8.26063,1.0294E-10
8.46068,1.0042E-10
8.66068,9.935E-11
8.86078,9.679E-11
9.06063,9.398E-11
9.26063,9.101E-11
9.46068,8.783E-11
9.66064,8.631E-11
9.86068,8.575E-11
10.06063,8.287E-11
