Time,I1
0.03346,4.08304E-09
0.75068,7.9025E-10
1.50495,3.2108E-10
2.25068,2.4802E-10
3.00069,1.9743E-10
3.75068,1.6655E-10
4.50069,1.3091E-10
5.2523,1.1289E-10
6.0036,1.006E-10
6.755,7.874E-11
7.5063,6.996E-11
8.25064,5.853E-11
9.00068,5.673E-11
9.75064,5.045E-11
10.50064,4.402E-11
11.2523,3.884E-11
12.00226,3.784E-11
12.75365,-5.18E-12
13.50496,6.88E-12
14.25635,1.17E-11
15.00064,1.451E-11
15.75069,1.238E-11
16.50069,1.728E-11
17.25064,1.248E-11
18.00226,1.254E-11
18.75365,1.455E-11
19.50365,1.072E-11
20.255,1.266E-11
21.00631,1.351E-11
21.75064,7.16E-12
22.50069,1.179E-11
23.25064,1.178E-11
24.00069,4.76E-12
24.7523,6.42E-12
25.5023,6.31E-12
26.2536,1.029E-11
27.00496,3.6E-12
27.75635,6.53E-12
28.50064,-2.81E-12
29.25064,3.23E-12
30.00064,2.81E-12
30.75069,-5.9E-13
31.5023,3.4E-13
32.25226,8.42E-12
33.00365,4.78E-12
33.75496,2.491E-11
34.50635,2.76E-11
35.25064,2.262E-11
36.00064,2.289E-11
36.75069,2.019E-11
37.50069,1.908E-11
38.2523,1.015E-11
39.00271,1.52E-11
39.75365,1.621E-11
40.505,9.24E-12
41.25635,1.053E-11
42.00069,1.033E-11
42.75064,1.124E-11
43.50068,8.14E-12
44.25064,1.326E-11
45.0023,2.31E-12
45.75365,3.72E-12
46.50365,9.19E-12
47.25495,1.32E-12
48.00631,1.174E-11
48.75069,1.25E-12
49.50069,1.181E-11
50.25068,1.015E-11
51.00069,8.01E-12
51.75225,5.79E-12
52.5036,-2.9E-13
53.25496,6.28E-12
54.00631,1.159E-11
54.75064,7.1E-12
55.50064,1.57E-12
56.25069,2.43E-12
57.00095,-6.56E-11
57.7523,-3.027E-11
58.50365,-2.793E-11
59.255,-2.132E-11
60.00064,-1.666E-11
60.75064,-3.89E-12
61.50069,-1.592E-11
62.25068,-4.07E-12
63.0023,-7.28E-12
63.75365,4.5E-13
64.50495,-4.1E-12
65.255,-1.55E-12
66.00064,2.1E-12
66.75069,2.459E-11
67.50065,2.365E-11
68.25064,1.255E-11
69.0023,-2.712E-11
69.75364,-1.157E-11
70.5036,-6.52E-12
71.255,-4.96E-12
72.00069,-5.08E-12
72.75068,-7.36E-12
73.50064,7.1E-13
74.25069,-5.82E-12
75.00091,2.697E-11
75.7523,1.532E-11
76.50361,2.033E-11
77.25496,2.194E-11
78.00635,-3.236E-11
78.75068,-1.185E-11
79.50064,-7.62E-12
80.25069,-2.28E-12
81.00064,-8.89E-12
81.7523,-5.1E-12
82.50365,-6.87E-12
83.25496,-7.19E-12
84.00635,2.1E-13
84.75069,-7.99E-12
85.50064,2.03E-12
86.25069,4.7E-13
87.00064,7E-13
87.7523,6.2E-13
88.5036,-1.32E-12
89.255,-1.4E-12
90.00069,1.74E-12
90.75069,-4.99E-12
91.50069,7.8E-13
92.25064,-1.76E-12
93.0023,-2.74E-12
93.7536,-2.38E-12
94.5063,4.2E-12
95.25068,6E-13
96.00064,-5.1E-12
96.75064,3.02E-12
97.50226,1.23E-12
98.25365,3.62E-12
99.00496,-4.96E-12
99.75064,-7.51E-12
100.50069,2.56E-12
101.25069,1.41E-12
102.00095,-3.92E-12
102.75361,4.46E-12
103.505,5.51E-12
104.25635,-4.64E-12
105.00069,4.25E-12
105.75064,3.76E-12
106.50069,3.86E-12
107.2523,3.44E-12
108.00365,1.26E-12
108.755,-5.82E-12
109.50064,-5.45E-12
110.25064,8.57E-12
111.00069,6.14E-12
111.7523,4.64E-12
112.50364,3.4E-12
113.25495,1.67E-12
114.00635,3.82E-12
114.75068,4.71E-12
115.50064,-4.1E-13
116.25064,-1.72E-12
117.0023,-4.02E-12
117.7536,3.3E-13
118.50635,-1.97E-12
119.25069,2.38E-12
120.00064,-2.31E-12
120.75069,-1.66E-12
121.5023,1.36E-12
122.25365,-4.02E-12
123.00496,-2.22E-12
123.75635,4.16E-12
124.50069,-5.04E-12
125.25064,-6.54E-12
126.00069,3.22E-12
126.75226,2.28E-12
127.50365,2.56E-12
128.255,-5.07E-12
129.00064,-3.12E-12
129.75064,1.8E-13
130.50068,4.56E-12
131.25068,7.4E-13
132.00226,-1.79E-12
132.75365,1.32E-12
133.50495,4.05E-12
134.25064,-4E-14
135.00069,1.7E-12
135.75068,-1.39E-12
136.50064,-6.5E-13
137.25225,1.79E-12
138.00365,-1E-13
138.755,9.6E-13
139.50064,-1.09E-12
140.25069,-4.7E-13
141.00069,1.4E-13
141.75069,-6E-14
142.50226,2.95E-12
143.25365,2.2E-12
144.00635,-3.28E-12
144.75064,-9E-14
145.50069,-5.4E-13
146.25069,2.62E-12
147.0023,3.52E-12
147.75365,1.75E-12
148.50496,-1.3E-13
149.25069,-2.24E-12
150.00069,1.341E-11
150.75064,-2.07E-12
151.50091,2.1E-13
152.25365,1.06E-12
153.005,2.08E-12
153.7563,-3.27E-12
154.50069,1.26E-12
