Time,I1
0.04396,2.13595E-09
0.25068,1.21653E-09
0.45495,9.3357E-10
0.70068,7.3657E-10
0.90229,6.272E-10
1.10225,5.421E-10
1.35364,4.6098E-10
1.60229,4.0275E-10
1.80229,3.6478E-10
2.00225,3.3043E-10
2.20229,3.0576E-10
2.40225,2.8527E-10
2.60229,2.6563E-10
2.80229,2.4941E-10
3.00225,2.3519E-10
3.20225,2.2261E-10
3.40229,2.117E-10
3.60225,2.0067E-10
3.85229,1.8951E-10
4.10225,1.8E-10
4.30229,1.718E-10
4.50229,1.6344E-10
4.70229,1.5911E-10
4.90225,1.5213E-10
5.10225,1.4601E-10
5.30225,1.4247E-10
5.50229,1.3731E-10
5.70229,1.3221E-10
5.90094,1.2882E-10
6.1009,1.2499E-10
6.30088,1.2132E-10
6.5009,1.1789E-10
6.70063,1.1432E-10
6.90067,1.1069E-10
7.10063,1.0774E-10
7.30068,1.0503E-10
7.50063,1.0362E-10
7.70068,9.914E-11
7.90063,9.691E-11
8.10068,9.577E-11
8.30063,9.205E-11
8.50068,9.016E-11
8.70063,8.915E-11
8.90067,8.654E-11
9.10068,8.882E-11
9.30092,8.658E-11
9.50096,8.548E-11
9.70068,8.425E-11
9.90063,8.285E-11
10.10063,8.059E-11
10.30063,7.694E-11
10.50068,7.596E-11
10.70068,7.569E-11
10.90068,7.416E-11
11.10068,7.286E-11
11.30068,7.053E-11
11.50064,6.878E-11
11.70068,6.872E-11
11.90064,6.688E-11
12.10068,6.643E-11
12.30085,6.41E-11
12.50092,6.276E-11
12.70063,6.256E-11
12.90064,6.13E-11
13.10068,5.916E-11
13.30064,5.755E-11
13.50068,5.668E-11
13.70064,5.611E-11
13.90068,5.292E-11
14.10064,5.352E-11
14.30064,5.153E-11
14.50068,5.101E-11
14.70068,5.038E-11
14.90064,4.904E-11
15.10068,4.81E-11
15.30078,4.815E-11
15.50091,4.651E-11
15.70063,4.513E-11
15.90063,4.476E-11
16.10068,4.438E-11
16.30064,4.356E-11
16.50064,4.421E-11
16.70068,4.193E-11
16.90068,4.205E-11
17.10068,4.096E-11
17.3063,3.926E-11
17.55653,3.989E-11
17.8065,3.864E-11
18.05635,3.94E-11
18.30631,3.841E-11
18.5552,3.748E-11
18.80521,3.685E-11
19.05499,3.602E-11
19.305,3.391E-11
19.55524,3.396E-11
19.80524,3.355E-11
20.05495,3.407E-11
20.30495,3.406E-11
20.55519,3.434E-11
20.80388,3.353E-11
21.0536,3.192E-11
21.30364,3.219E-11
21.55382,3.105E-11
21.80389,3.111E-11
22.05365,3.187E-11
22.30364,3.114E-11
22.55386,2.994E-11
22.80376,3.091E-11
23.0536,2.972E-11
23.30364,2.657E-11
23.55251,2.612E-11
23.75229,2.575E-11
23.95225,2.356E-11
24.15229,2.494E-11
24.35229,2.638E-11
24.55229,2.677E-11
24.75229,2.676E-11
24.95229,2.591E-11
25.15229,2.585E-11
25.35229,2.342E-11
25.55229,2.285E-11
25.75225,2.506E-11
25.95094,2.475E-11
26.1509,2.284E-11
26.35063,2.406E-11
26.55077,2.418E-11
26.7508,2.472E-11
26.95068,2.204E-11
27.15068,2.085E-11
27.35063,2.158E-11
27.55068,2.153E-11
27.75068,2.048E-11
27.95063,2.272E-11
28.15068,2.236E-11
28.35063,2.247E-11
28.55068,2.018E-11
28.75063,2.074E-11
28.95068,1.878E-11
29.15063,1.898E-11
29.35068,1.826E-11
