Time,I1
0.03633,2.53022E-09
0.25206,1.35662E-09
0.45067,1.04166E-09
0.65068,8.3336E-10
0.85064,6.938E-10
1.05064,5.92E-10
1.25068,5.1589E-10
1.45068,4.5289E-10
1.65064,4.0983E-10
1.85064,3.7165E-10
2.05068,3.4094E-10
2.25068,3.1362E-10
2.45068,2.9076E-10
2.65068,2.7246E-10
2.85068,2.5604E-10
3.05068,2.416E-10
3.25203,2.2901E-10
3.45068,2.1698E-10
3.65068,2.0704E-10
3.85068,1.9609E-10
4.05068,1.8663E-10
4.25064,1.7822E-10
4.45068,1.6993E-10
4.65094,1.6176E-10
4.85094,1.558E-10
5.05225,1.5004E-10
5.25225,1.4537E-10
5.45229,1.3969E-10
5.65229,1.3538E-10
5.85229,1.3172E-10
6.05225,1.2682E-10
6.25252,1.2367E-10
6.45246,1.1895E-10
6.65225,1.1477E-10
6.85229,1.1269E-10
7.0536,1.0984E-10
7.3036,1.0664E-10
7.5536,1.0375E-10
7.8036,1.0031E-10
8.0536,9.564E-11
8.30365,9.341E-11
8.55365,9.095E-11
8.805,8.944E-11
9.055,8.687E-11
9.30496,8.428E-11
9.55496,8.09E-11
9.80507,8.115E-11
10.05495,7.849E-11
10.305,7.642E-11
10.5563,7.438E-11
10.80631,7.324E-11
11.05635,7.192E-11
11.30064,6.894E-11
11.50064,6.844E-11
11.70068,6.798E-11
11.90064,6.61E-11
12.10068,6.51E-11
12.30064,6.368E-11
12.50196,6.332E-11
12.70064,6.235E-11
12.90068,6.263E-11
13.10064,6.116E-11
13.30068,5.941E-11
13.50068,5.849E-11
13.70064,5.714E-11
13.90068,5.663E-11
14.10068,5.516E-11
14.30068,5.443E-11
14.50068,5.325E-11
14.70068,5.297E-11
14.90068,5.086E-11
15.10068,5.022E-11
15.30068,4.933E-11
15.50197,4.796E-11
15.70068,4.787E-11
15.90064,4.885E-11
16.10064,4.659E-11
16.30064,4.738E-11
16.50064,4.668E-11
16.70225,4.585E-11
16.9023,4.417E-11
17.1023,4.444E-11
17.3023,4.434E-11
17.5023,4.209E-11
17.70225,4.179E-11
17.9023,4.077E-11
18.10365,3.994E-11
18.35365,3.958E-11
18.6036,4.065E-11
18.85361,3.963E-11
19.10365,3.832E-11
19.35496,3.773E-11
19.605,3.761E-11
19.85496,3.763E-11
20.105,3.718E-11
20.355,3.631E-11
20.60631,3.487E-11
20.85631,3.427E-11
21.10631,3.36E-11
21.35069,3.352E-11
21.55068,3.33E-11
21.75068,3.192E-11
21.95068,3.232E-11
22.15064,3.325E-11
22.35068,3.162E-11
22.55064,3.17E-11
22.75068,3.055E-11
22.95068,3.008E-11
23.15064,3.075E-11
23.35068,2.887E-11
23.55068,2.925E-11
23.75196,2.967E-11
23.95064,2.916E-11
24.15068,2.765E-11
24.35064,2.698E-11
24.55068,2.854E-11
24.75068,2.774E-11
24.95064,2.648E-11
25.15068,2.672E-11
25.35068,2.655E-11
25.55064,2.542E-11
25.7509,2.622E-11
25.95225,2.581E-11
26.15229,2.51E-11
26.3523,2.533E-11
26.55225,2.437E-11
26.75227,2.45E-11
26.95254,2.266E-11
27.1536,2.313E-11
27.40361,2.178E-11
27.65365,2.185E-11
27.90365,2.212E-11
28.15515,2.011E-11
28.405,2.165E-11
28.65514,2.207E-11
28.90514,1.999E-11
29.15715,2.125E-11
29.40635,2.158E-11
29.65718,2.161E-11
29.90068,1.983E-11
30.10064,2.067E-11
30.30064,1.765E-11
30.50068,1.962E-11
30.70068,1.871E-11
30.90068,1.806E-11
31.10064,1.84E-11
31.30068,1.902E-11
31.50068,1.005E-11
31.70068,1.076E-11
31.90064,1.116E-11
32.10068,1.063E-11
32.30068,9.25E-12
32.50196,1.024E-11
32.70068,9.97E-12
32.90068,1.104E-11
33.10064,8.59E-12
33.30068,9.9E-12
33.50064,9.25E-12
33.70068,1.006E-11
33.9023,9.67E-12
34.10225,9.09E-12
34.30229,8.13E-12
34.5023,1.126E-11
34.70225,1.166E-11
34.9036,9.68E-12
35.15365,9.14E-12
35.40365,9.25E-12
35.65361,1.041E-11
35.90365,1.045E-11
36.15521,8.95E-12
36.40512,8.23E-12
36.655,9.3E-12
36.90521,6.56E-12
37.15785,9.02E-12
37.40717,8.77E-12
37.65065,8.71E-12
37.85068,8.86E-12
38.05064,1.107E-11
38.25068,9.92E-12
38.45068,9.25E-12
38.65064,8.25E-12
38.85068,8.13E-12
39.05064,9.61E-12
39.25228,8.56E-12
39.45068,9.23E-12
39.65068,8.31E-12
39.85068,8.61E-12
40.05064,4.74E-12
40.25068,7.85E-12
40.45064,1.004E-11
40.65068,8.04E-12
40.85064,8.89E-12
41.05068,1.066E-11
41.25225,8.83E-12
41.45244,1.035E-11
41.6523,9.25E-12
41.85225,6.66E-12
42.0523,9.84E-12
42.2523,9.47E-12
42.45365,8.91E-12
42.70497,9.72E-12
42.95492,1.035E-11
43.205,1.126E-11
43.45496,1.02E-11
43.70497,1.019E-11
