Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,121
Base Time Seconds,1682784671
Base Time Fractional,.089662080
Base Time,04/29/2023 16:11:11.089662080
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,-2.195516208303e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,-0.5000005364418,Volt DC,1,T,2W,F,F,04/29/2023,16:11:11,.089662080
2,-2.169605431845e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,-0.4899907112122,Volt DC,1,T,2W,F,F,04/29/2023,16:11:11,.173499320
3,-2.142516314052e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,-0.4799800813198,Volt DC,1,T,2W,F,F,04/29/2023,16:11:11,.257303220
4,-2.116645009664e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,-0.4699714779854,Volt DC,1,T,2W,F,F,04/29/2023,16:11:11,.341126960
5,-2.089416557283e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,-0.4599994719028,Volt DC,1,T,2W,F,F,04/29/2023,16:11:11,.424945240
6,-2.063004467345e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,-0.4499874114990,Volt DC,1,T,2W,F,F,04/29/2023,16:11:11,.508727960
7,-2.035530451394e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,-0.4399783313274,Volt DC,1,T,2W,F,F,04/29/2023,16:11:11,.592529280
8,-2.008571391343e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,-0.4299990534782,Volt DC,1,T,2W,F,F,04/29/2023,16:11:11,.676350620
9,-1.981043169508e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,-0.4199910759926,Volt DC,1,T,2W,F,F,04/29/2023,16:11:11,.760141760
10,-1.954566141649e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,-0.4099807739258,Volt DC,1,T,2W,F,F,04/29/2023,16:11:11,.843932140
