Setup title,"I/V-t Sampling_250s_dark_-5V"
32.41063,-0.00100002
32.42064,-0.00100001
32.43174,-0.00100001
32.44068,-0.00100001
32.45069,-0.00100002
32.4616,-0.001
32.47069,-0.001
32.48068,-0.00100001
32.4908,-0.00100001
32.50064,-0.001
32.51065,-0.001
32.52063,-0.00100001
32.53064,-0.00100001
32.54122,-0.00100002
32.55064,-0.00100003
32.56065,-0.00100001
32.57198,-0.00100001
32.58065,-0.001
32.59068,-0.00100002
32.60089,-0.00100002
32.61069,-0.00100001
32.6207,-0.00100002
32.63063,-0.00100002
32.64065,-0.001
32.65089,-0.00100001
32.66064,-0.00100003
32.67068,-0.00100003
32.68184,-0.001
32.69064,-0.00100003
32.70068,-0.001
32.71158,-0.001
32.72065,-0.00100003
32.73068,-0.00100003
32.74083,-0.00100002
32.75065,-0.00100003
32.7607,-0.00100001
32.77063,-0.00100003
32.78065,-0.00100001
32.79128,-0.00100002
32.80068,-0.00100003
32.81069,-0.00100001
32.82197,-0.00100001
32.83069,-0.00100001
32.84068,-0.00100002
32.85088,-0.001
32.86065,-0.001
32.87065,-0.00100003
32.88067,-0.00100003
32.89069,-0.00100001
32.9009,-0.001
32.91068,-0.001
32.92069,-0.00100001
32.9318,-0.00100003
32.94065,-0.00100002
32.95068,-0.00100003
32.96159,-0.00100003
32.97069,-0.00100001
32.98068,-0.001
32.99081,-0.00100001
33.0007,-0.00100001
33.01069,-0.00100001
33.02063,-0.001
33.03065,-0.00100002
33.04125,-0.00100003
33.05069,-0.00100002
33.06068,-0.00100002
33.07203,-0.00100001
33.08065,-0.00100001
33.09068,-0.00100002
33.10087,-0.00100002
33.11064,-0.00100001
33.12069,-0.00100001
33.13065,-0.00100002
33.14065,-0.00100002
33.15082,-0.00100002
33.16065,-0.00100002
33.17068,-0.001
33.18177,-0.00100001
33.19065,-0.00100002
33.20068,-0.00100001
33.21159,-0.00100003
33.22065,-0.00100002
33.23068,-0.001
33.24082,-0.00100001
33.25068,-0.00100001
33.2607,-0.00100001
33.27067,-0.001
33.28068,-0.00100001
33.29122,-0.001
33.30063,-0.00100003
33.31068,-0.00100002
33.32205,-0.001
33.33065,-0.00100001
33.34068,-0.00100002
33.35087,-0.001
33.36069,-0.00100001
33.3707,-0.00100001
33.38063,-0.00100001
33.39069,-0.001
33.40094,-0.00100003
33.41064,-0.00100002
33.42069,-0.00100003
33.43178,-0.00100001
33.44069,-0.00100001
33.45068,-0.001
33.46153,-0.001
33.47065,-0.00100001
33.48069,-0.00100002
33.49079,-0.00100001
33.50069,-0.00100002
33.51065,-0.001
33.52067,-0.00100001
33.53069,-0.00100002
33.54104,-0.00100001
33.55069,-0.001
33.56068,-0.00100003
33.572,-0.001
33.58069,-0.00100002
33.59068,-0.00100001
33.60083,-0.00100003
33.6107,-0.00100002
33.6207,-0.00100002
33.63067,-0.001
33.64065,-0.001
33.65065,-0.00100003
33.66065,-0.00100002
33.67065,-0.001
33.68176,-0.00100002
33.69065,-0.001
33.70068,-0.00100001
33.71159,-0.00100002
33.72069,-0.00100001
33.73094,-0.001
33.74081,-0.00100001
33.75069,-0.00100001
33.76069,-0.001
33.77067,-0.001
33.78065,-0.00100002
33.79097,-0.00100001
33.80069,-0.00100001
33.81068,-0.00100002
33.82196,-0.00100002
33.83065,-0.00100003
33.84064,-0.00100003
33.85088,-0.00100001
33.86065,-0.00100001
33.87066,-0.00100003
33.88067,-0.00100002
33.89065,-0.00100002
33.90065,-0.00100003
33.91065,-0.00100002
33.92065,-0.00100001
33.93177,-0.00100003
33.94065,-0.00100001
33.95068,-0.001
33.96157,-0.00100002
33.97069,-0.00100001
33.98065,-0.00100001
33.99084,-0.00100001
34.00069,-0.00100001
34.01065,-0.00100002
34.02069,-0.00100001
34.03065,-0.001
34.04128,-0.00100001
34.05069,-0.00100001
34.06064,-0.001
34.07197,-0.00100003
34.08065,-0.00100001
34.09064,-0.001
34.10087,-0.00100001
34.11065,-0.00100003
34.12087,-0.00100001
34.13067,-0.00100001
34.14069,-0.00100001
34.15088,-0.00100003
34.16063,-0.00100002
34.17065,-0.001
34.18156,-0.00100001
34.19069,-0.00100003
34.20068,-0.00100002
34.21154,-0.00100001
34.22069,-0.001
34.23064,-0.00100001
34.24083,-0.00100001
34.25069,-0.001
34.26066,-0.001
34.27067,-0.00100001
34.28065,-0.001
34.29123,-0.00100002
34.30064,-0.00100001
34.31064,-0.00100003
34.322,-0.00100002
34.33064,-0.00100002
34.34068,-0.00100001
34.35086,-0.00100002
34.36069,-0.00100002
34.37073,-0.00100002
34.38063,-0.001
34.39068,-0.001
34.40093,-0.00100003
34.41067,-0.00100001
34.42068,-0.00100001
34.43174,-0.00100001
34.44064,-0.00100001
34.45065,-0.00100001
34.46153,-0.00100002
34.47069,-0.00100003
34.48064,-0.00100002
34.49081,-0.00100002
34.50064,-0.00100002
34.51069,-0.001
34.52067,-0.00100002
34.53064,-0.00100002
34.54097,-0.001
34.55065,-0.00100002
34.56068,-0.00100001
34.572,-0.00100001
34.58069,-0.00100002
34.59068,-0.00100001
34.60085,-0.00100002
34.61069,-0.001
34.6207,-0.00100002
34.63063,-0.001
34.64069,-0.00100001
34.65078,-0.00100001
34.66064,-0.001
34.67064,-0.00100002
34.68177,-0.00100001
34.69065,-0.00100002
34.70068,-0.001
34.71154,-0.00100001
34.72065,-0.00100001
34.73068,-0.00100001
34.74081,-0.00100001
34.75065,-0.00100003
34.76076,-0.00100001
34.77067,-0.00100001
34.78069,-0.001
34.79124,-0.00100002
34.80065,-0.00100002
34.81064,-0.001
34.82069,-0.00100003
34.83064,-0.00100002
34.84065,-0.001
34.85085,-0.00100001
34.86069,-0.00100001
34.87065,-0.00100003
34.88067,-0.00100001
34.89065,-0.00100001
34.90075,-0.00100002
34.91064,-0.00100002
34.92068,-0.00100002
34.93176,-0.00100002
34.94069,-0.001
34.95068,-0.00100003
34.96159,-0.00100001
34.97065,-0.00100002
34.98064,-0.00100002
34.99083,-0.00100001
35.00065,-0.00100003
35.01093,-0.00100001
35.02069,-0.00100003
35.0307,-0.00100003
35.04101,-0.00100001
35.05069,-0.001
35.06064,-0.00100002
35.07195,-0.00100001
35.08069,-0.00100003
35.09068,-0.00100003
35.10087,-0.001
35.11069,-0.00100002
35.12069,-0.001
35.13063,-0.00100001
35.14069,-0.00100003
35.15085,-0.00100001
35.16068,-0.001
35.17064,-0.00100001
35.18155,-0.00100001
35.19069,-0.00100001
35.20064,-0.00100002
35.21156,-0.00100002
35.22069,-0.00100003
35.23068,-0.00100001
35.24082,-0.001
35.2507,-0.00100001
35.26065,-0.00100001
35.27069,-0.00100002
35.28069,-0.00100003
35.29097,-0.00100003
35.30069,-0.00100001
35.31065,-0.00100002
35.32222,-0.00100001
35.33069,-0.001
35.34064,-0.00100002
35.35083,-0.00100001
35.36069,-0.001
35.3707,-0.00100001
35.38067,-0.00100001
35.39069,-0.00100003
35.40079,-0.00100001
35.41068,-0.00100002
35.42068,-0.00100002
35.43148,-0.00100002
35.44069,-0.00100001
35.45068,-0.00100001
35.46158,-0.00100002
35.47065,-0.00100003
35.4808,-0.00100001
35.49081,-0.00100001
35.50069,-0.00100001
35.51069,-0.00100003
35.52063,-0.00100001
35.53065,-0.00100002
35.54102,-0.001
35.55064,-0.001
35.56069,-0.001
35.57223,-0.00100002
35.58069,-0.00100001
35.59068,-0.00100002
35.60086,-0.00100002
35.61065,-0.00100003
35.62069,-0.00100002
35.63067,-0.00100003
35.64069,-0.00099999
35.65092,-0.00100001
35.66064,-0.00100001
35.67065,-0.00100003
35.68172,-0.00100001
35.69069,-0.001
35.70068,-0.00100002
35.71154,-0.00100002
35.72065,-0.00100001
35.73068,-0.00100002
35.74081,-0.001
35.7507,-0.00100001
35.76079,-0.00100003
35.77069,-0.00100002
35.78068,-0.00100001
35.79122,-0.00100001
35.80065,-0.00100003
35.81068,-0.00100001
35.82222,-0.001
35.83065,-0.00100002
35.84068,-0.00099999
35.85087,-0.00100002
35.86068,-0.00100002
35.87065,-0.00100003
35.88067,-0.00100003
35.89065,-0.00100001
35.9009,-0.001
35.91069,-0.001
35.92068,-0.00100002
35.93173,-0.00100001
35.94064,-0.00100001
35.95068,-0.00100001
35.96153,-0.00100002
35.97065,-0.00100001
35.98068,-0.00100001
35.99089,-0.00100002
36.00069,-0.00100001
36.01069,-0.00100002
36.02067,-0.00100003
36.03069,-0.00100002
36.04124,-0.00100003
36.05068,-0.00100001
36.06064,-0.00100003
36.0722,-0.00100002
36.08064,-0.001
36.09064,-0.001
36.10081,-0.00100001
36.11072,-0.001
36.12065,-0.00100002
36.13067,-0.00100002
36.14069,-0.00100002
36.15093,-0.00100001
36.16064,-0.001
36.17069,-0.001
36.18151,-0.00100003
36.19069,-0.00100003
36.20068,-0.00100002
36.21155,-0.00100003
36.22069,-0.00100002
36.23068,-0.00100002
36.24081,-0.00100003
36.25065,-0.00100001
36.26065,-0.00100001
36.27067,-0.00100001
36.28065,-0.001
36.29121,-0.00100002
36.30064,-0.00100001
36.31068,-0.001
36.32201,-0.001
36.33065,-0.00100001
36.34068,-0.001
36.35083,-0.00100002
36.36069,-0.00100003
36.3707,-0.001
36.38063,-0.00100002
36.39065,-0.00100002
36.40089,-0.00100003
36.41064,-0.00100001
36.42069,-0.00100002
36.43174,-0.001
36.44069,-0.00100001
36.45064,-0.00100002
36.46159,-0.00100001
36.47069,-0.001
36.48068,-0.00100001
36.49081,-0.00100002
36.50065,-0.00100001
36.51069,-0.001
36.52069,-0.00100002
36.53065,-0.00100001
36.54118,-0.00100001
36.55064,-0.00100001
36.56068,-0.00100003
36.5722,-0.001
36.58069,-0.00100002
36.59068,-0.001
36.6008,-0.00100003
36.61065,-0.001
36.62069,-0.00100001
36.63067,-0.00100001
36.64069,-0.00100001
36.65079,-0.00100002
36.66069,-0.00100002
36.67064,-0.001
36.68178,-0.001
36.69064,-0.001
36.70068,-0.00100001
36.71159,-0.00100002
36.72065,-0.00100001
36.73068,-0.001
36.74076,-0.00100001
36.75065,-0.00100001
36.76069,-0.00100002
36.77067,-0.00100003
36.78065,-0.00100002
36.79123,-0.001
36.80068,-0.001
36.81064,-0.00100002
36.82221,-0.00100001
36.83069,-0.00100001
36.84068,-0.00100001
36.85082,-0.00100003
36.86068,-0.00100002
36.87069,-0.00100001
36.88067,-0.00100002
36.89065,-0.00100001
36.90089,-0.00100001
36.91064,-0.001
36.92069,-0.001
36.9315,-0.001
36.94065,-0.001
36.95068,-0.00100001
36.9616,-0.00100001
36.97065,-0.00100002
36.98064,-0.00100001
36.99082,-0.00100001
37.00069,-0.00100002
37.01065,-0.00100002
37.02067,-0.00100001
37.03069,-0.00100002
37.04096,-0.00100001
37.05069,-0.00100003
37.06068,-0.00100001
37.07197,-0.00100001
37.08065,-0.00100002
37.09068,-0.001
37.1008,-0.00100003
37.11069,-0.001
37.12065,-0.00100001
37.13063,-0.00100001
37.14069,-0.00100002
37.15093,-0.001
37.16064,-0.00100003
37.17068,-0.00100001
37.18178,-0.00100002
37.19065,-0.00100001
37.20068,-0.00100002
37.21154,-0.00100001
37.22069,-0.00100002
37.23064,-0.00100001
37.24081,-0.00100003
37.25064,-0.00100001
37.26065,-0.00100003
37.27063,-0.00100003
37.28068,-0.00100002
37.29122,-0.00100002
37.30067,-0.00100002
37.31069,-0.00100001
37.32221,-0.00100003
37.33069,-0.00100001
37.34064,-0.00100001
37.35085,-0.00100002
37.36065,-0.00100001
37.37065,-0.001
37.38067,-0.00100003
37.39065,-0.00100002
37.4009,-0.00100001
37.41068,-0.00100001
37.42068,-0.00100002
37.43177,-0.001
37.44069,-0.00100001
37.45068,-0.00100002
37.46154,-0.00100002
37.47069,-0.00100002
37.48064,-0.00100001
37.49089,-0.001
37.5007,-0.00100002
37.5109,-0.001
37.52064,-0.00100002
37.53068,-0.00100003
37.54125,-0.00100003
37.55069,-0.001
37.56068,-0.001
37.57225,-0.00100001
37.58064,-0.001
37.59068,-0.00100001
37.60081,-0.00100002
37.61069,-0.001
37.62069,-0.001
37.63067,-0.00100001
37.64069,-0.00100001
37.65089,-0.001
37.66064,-0.00100002
37.67069,-0.00100002
37.68148,-0.00100001
37.69064,-0.00100002
37.70064,-0.00100001
37.71154,-0.00100002
37.72065,-0.00100003
37.73068,-0.00100002
37.74081,-0.00100002
37.75069,-0.001
37.76065,-0.001
37.77067,-0.00100002
37.78069,-0.00100001
37.79101,-0.00100002
37.80069,-0.00100001
37.81064,-0.001
37.82192,-0.00100002
37.83065,-0.00100001
37.84068,-0.001
37.85083,-0.00100003
37.86069,-0.00100001
37.87065,-0.00100003
37.88063,-0.00100002
37.89069,-0.00100002
37.90089,-0.00100002
37.91068,-0.00100003
37.92069,-0.001
37.93179,-0.00100001
37.94068,-0.00100002
37.95068,-0.00100001
37.96154,-0.00100002
37.97069,-0.00100003
37.9809,-0.001
37.99081,-0.00100001
38.00069,-0.00100003
38.0109,-0.00100002
38.02069,-0.00100001
38.03065,-0.00100001
38.04121,-0.00100002
38.05069,-0.00100002
38.06064,-0.00100002
38.07196,-0.00100002
38.08065,-0.00100002
38.09068,-0.00100001
38.10085,-0.00100002
38.11068,-0.001
38.12065,-0.00100001
38.13063,-0.001
38.1407,-0.00100003
38.15094,-0.00099999
38.16064,-0.00100001
38.17068,-0.001
38.18177,-0.00100001
38.19069,-0.00100002
38.20064,-0.00100001
38.21158,-0.00100001
38.22069,-0.00100001
38.23064,-0.00100001
38.24089,-0.00100002
38.25065,-0.001
38.2609,-0.00100001
38.27064,-0.00100003
38.28064,-0.00100002
38.29097,-0.001
38.30069,-0.00100003
38.31068,-0.001
38.3223,-0.001
38.33065,-0.00100001
38.34068,-0.001
38.35084,-0.00100002
38.36069,-0.00100002
38.37069,-0.00100003
38.38067,-0.001
38.39069,-0.00100003
38.40089,-0.00100003
38.41068,-0.00100001
38.42069,-0.00100001
38.43149,-0.00100001
38.44065,-0.00100002
38.45064,-0.00100001
38.46157,-0.00100003
38.47069,-0.00100001
38.48064,-0.00100001
38.49081,-0.001
38.50065,-0.00100002
38.51069,-0.00100001
38.52063,-0.001
38.53069,-0.00100001
38.54099,-0.00100003
38.55069,-0.001
38.56064,-0.00100001
38.57192,-0.00100001
38.58069,-0.001
38.59068,-0.00100003
38.60082,-0.00100003
38.61069,-0.001
38.62069,-0.00100001
38.63067,-0.00100001
38.64069,-0.00100002
38.65093,-0.00100002
38.66064,-0.00100003
38.67064,-0.00100001
38.68176,-0.00100001
38.69069,-0.001
38.70068,-0.00100002
38.71154,-0.001
38.72065,-0.00100003
38.73068,-0.001
38.74088,-0.001
38.75065,-0.00100003
38.76069,-0.00100003
38.77067,-0.00100003
38.78069,-0.00100003
38.79092,-0.001
38.80069,-0.00100002
38.81068,-0.00100003
38.82235,-0.00100002
38.83065,-0.00100001
38.84068,-0.00100002
38.85083,-0.001
38.86069,-0.00100002
38.87065,-0.00100001
38.88067,-0.00100002
38.89065,-0.00100001
38.90083,-0.00100002
38.91068,-0.00100001
38.92069,-0.00100001
38.93173,-0.001
38.94064,-0.00100001
38.95064,-0.00100002
38.96154,-0.00100002
38.97065,-0.00100002
38.98068,-0.001
38.99081,-0.001
39.00069,-0.00100001
39.01069,-0.001
39.02067,-0.00100002
39.03069,-0.001
39.04127,-0.00100003
39.05064,-0.001
39.06068,-0.00100001
39.0723,-0.001
39.08065,-0.00100002
39.09068,-0.00100001
39.10085,-0.00100002
39.11069,-0.00100003
39.12065,-0.00100001
39.13067,-0.00100002
39.14065,-0.00100002
39.15089,-0.00100001
39.16068,-0.001
39.17069,-0.00100002
39.18144,-0.00100002
39.19064,-0.00100002
39.20069,-0.00100001
39.21158,-0.00100002
39.22069,-0.001
39.23068,-0.00100001
39.24081,-0.00100002
39.25064,-0.001
39.26069,-0.00100001
39.27063,-0.00100001
39.28068,-0.00100001
39.29121,-0.00100001
39.30064,-0.00100001
39.31065,-0.00100002
39.32196,-0.00100002
39.33069,-0.00100003
39.34064,-0.00100002
39.35081,-0.00100001
39.36064,-0.001
39.3707,-0.00100001
39.38067,-0.00100001
39.39064,-0.00100001
39.40093,-0.00100001
39.41067,-0.00100002
39.42064,-0.00100002
39.43179,-0.00100003
39.44068,-0.00100002
39.45069,-0.00100001
39.4615,-0.001
39.47065,-0.001
39.48092,-0.00100001
39.49089,-0.00100003
39.50064,-0.00100001
39.51065,-0.00100002
39.52069,-0.00100003
39.53068,-0.00100001
39.5412,-0.00100002
39.55067,-0.00100002
39.56068,-0.00100001
39.57231,-0.00100002
39.58069,-0.001
39.59064,-0.00100002
39.60079,-0.00100002
39.61068,-0.00100002
39.6207,-0.00100002
39.63063,-0.00100001
39.64069,-0.00100001
39.65085,-0.00100001
39.66068,-0.001
39.67068,-0.00100003
39.68172,-0.00100002
39.69069,-0.00100002
39.70064,-0.00100001
39.71153,-0.00100003
39.72069,-0.00100002
39.73068,-0.00100002
39.74089,-0.00100002
39.75068,-0.00100002
39.76065,-0.00100001
39.77065,-0.00100002
39.78068,-0.001
39.79094,-0.00100002
39.80065,-0.00100001
39.81064,-0.00100002
39.82191,-0.00100001
39.83068,-0.00100002
39.84068,-0.00100001
39.85084,-0.00100002
39.86068,-0.001
39.87069,-0.00100001
39.88067,-0.001
39.89068,-0.001
39.90091,-0.00100002
39.91067,-0.00100003
39.92064,-0.00100001
39.93172,-0.001
39.94069,-0.00100002
39.95068,-0.00100002
39.96155,-0.001
39.97069,-0.00100002
39.98068,-0.00100001
39.99081,-0.00100002
40.00069,-0.00100003
40.0107,-0.00100002
40.02067,-0.00100001
40.03069,-0.001
40.04118,-0.00100002
40.05068,-0.001
40.06068,-0.00100001
40.07196,-0.001
40.08069,-0.00100001
40.09064,-0.00100001
40.10081,-0.001
40.11071,-0.00100002
40.12065,-0.001
40.13063,-0.00100002
40.14069,-0.00100001
40.1509,-0.00100002
40.16069,-0.00100001
40.17064,-0.00100002
40.18172,-0.001
40.19069,-0.00100002
40.20064,-0.00100002
40.21149,-0.00100001
40.22069,-0.00100001
40.23068,-0.00100002
40.24089,-0.00100001
40.25069,-0.00100002
40.26065,-0.00100003
40.27063,-0.001
40.28069,-0.00100001
40.29115,-0.00100001
40.30064,-0.00100001
40.31064,-0.001
40.32209,-0.00100001
40.33068,-0.00100001
40.34069,-0.00100001
40.35082,-0.00100001
40.36065,-0.00100003
40.37068,-0.001
40.38069,-0.001
40.39064,-0.00100002
40.40084,-0.00100003
40.41063,-0.001
40.42068,-0.00100002
40.43174,-0.001
40.44065,-0.00100002
40.45068,-0.00100002
40.46154,-0.00100001
40.47065,-0.001
40.48068,-0.00100002
40.49089,-0.00100001
40.50069,-0.00100003
40.51069,-0.00100001
40.52069,-0.00100002
40.53065,-0.00100001
40.54093,-0.00100003
40.55069,-0.00100003
40.56068,-0.00100001
40.57228,-0.001
40.58067,-0.00100001
40.59068,-0.00100002
40.60079,-0.00100001
40.61065,-0.00100003
40.6207,-0.001
40.63063,-0.001
40.64065,-0.00100001
40.65087,-0.001
40.66068,-0.001
40.67064,-0.00100003
40.68186,-0.00100001
40.69069,-0.00100002
40.70064,-0.00100002
40.71154,-0.00100002
40.72068,-0.001
40.73069,-0.00100001
40.74087,-0.00100002
40.75069,-0.001
40.76065,-0.00100001
40.77067,-0.00100001
40.78069,-0.00100001
40.79119,-0.00100001
40.80064,-0.00100002
40.81064,-0.001
40.82228,-0.00100001
40.83065,-0.00100002
40.84069,-0.00100001
40.85084,-0.00100001
40.86073,-0.00100002
40.8707,-0.001
40.88067,-0.00100002
40.89069,-0.00100002
40.90082,-0.00100001
40.91069,-0.00100003
40.92064,-0.00100002
40.93173,-0.001
40.94064,-0.00100001
40.95072,-0.00100002
40.96154,-0.00100001
40.97065,-0.00100001
40.98064,-0.00100003
40.99086,-0.00100003
41.00069,-0.001
41.0109,-0.00100002
41.02064,-0.00100002
41.03064,-0.00100002
41.04122,-0.00100001
41.05069,-0.00100003
41.06064,-0.00100003
41.07232,-0.00100003
41.08069,-0.00100002
41.09068,-0.00100002
41.10082,-0.00100001
41.11073,-0.001
41.12065,-0.00100002
41.13067,-0.00100001
41.14069,-0.00100002
41.15092,-0.00100001
41.16068,-0.001
41.17065,-0.00100002
41.18142,-0.001
41.19068,-0.00100001
41.20065,-0.00100002
41.21151,-0.00100001
41.22069,-0.001
41.23076,-0.00100003
41.24081,-0.00100003
41.25065,-0.00100003
41.26065,-0.00100002
41.27067,-0.00100001
41.28069,-0.001
41.29118,-0.00100003
41.30068,-0.00100001
41.31068,-0.00100002
41.3223,-0.00100002
41.33064,-0.001
41.34064,-0.00100002
41.35078,-0.00100001
41.36069,-0.001
41.37069,-0.00100003
41.38067,-0.00100001
41.39065,-0.00100001
41.40088,-0.00100003
41.41068,-0.00100003
41.42069,-0.00100001
41.43176,-0.00100002
41.44064,-0.00100001
41.45064,-0.00100001
41.46152,-0.001
41.47069,-0.00100002
41.48093,-0.00100002
41.49089,-0.00100001
41.50065,-0.00100001
41.51065,-0.00100002
41.52063,-0.00100001
41.53069,-0.00100001
41.54121,-0.00100002
41.55069,-0.00100002
41.56068,-0.00100001
41.57225,-0.001
41.58069,-0.001
41.59084,-0.00100002
41.60078,-0.00100002
41.61069,-0.00100002
41.6207,-0.00100001
41.63067,-0.00100002
41.64069,-0.00100001
41.65093,-0.00100001
41.66068,-0.001
41.67069,-0.001
41.68175,-0.001
41.69069,-0.001
41.70068,-0.00100001
41.71147,-0.00100002
41.72069,-0.00100002
41.73064,-0.00100001
41.7409,-0.00100002
41.75069,-0.00100001
41.76069,-0.00100001
41.77067,-0.00100001
41.78069,-0.00100002
41.79117,-0.00100001
41.80064,-0.00100002
41.81068,-0.00100003
41.82209,-0.00100002
41.83065,-0.00100001
41.84068,-0.001
41.8508,-0.00100002
41.86069,-0.00100001
41.87069,-0.001
41.88067,-0.00100001
41.89065,-0.00100002
41.9009,-0.00100001
41.91063,-0.00100001
41.92065,-0.00100003
41.93175,-0.00100003
41.94064,-0.00100002
41.95068,-0.001
41.96151,-0.00100001
41.97065,-0.00100002
41.98068,-0.00100001
41.99089,-0.00100001
42.00069,-0.001
42.01065,-0.00100001
42.02067,-0.00100003
42.03069,-0.001
42.04123,-0.00100003
42.05068,-0.00100002
42.06068,-0.00100001
42.07232,-0.00100002
42.08069,-0.00100001
42.09068,-0.001
42.10084,-0.00100002
42.11069,-0.00100002
42.12065,-0.00100003
42.13067,-0.00100002
42.14069,-0.00100002
42.15092,-0.001
42.16064,-0.00100002
42.17065,-0.00100003
42.18142,-0.001
42.19065,-0.00100001
42.20064,-0.00100002
42.21155,-0.00100002
42.22069,-0.00100002
42.23079,-0.00100001
42.24089,-0.00100001
42.25069,-0.00100003
42.26069,-0.00100002
42.27063,-0.00100001
42.28069,-0.001
42.29091,-0.00100003
42.30069,-0.00100002
42.31068,-0.00100003
42.3223,-0.00100001
42.33064,-0.00100002
42.34068,-0.00100001
42.3508,-0.00100003
42.36068,-0.00100001
42.37069,-0.00100002
42.38067,-0.001
42.39069,-0.00100002
42.40087,-0.001
42.41069,-0.00100001
42.42068,-0.00100001
42.43143,-0.00100002
42.44065,-0.00100001
42.45064,-0.00100002
42.46154,-0.00100001
42.47065,-0.00100001
42.48076,-0.001
42.49081,-0.00100003
42.50069,-0.00100001
42.51065,-0.00100001
42.52067,-0.00100002
42.53065,-0.00100002
42.54115,-0.00100002
42.55069,-0.001
42.56068,-0.00100001
42.57223,-0.00100002
42.58069,-0.00100001
42.59068,-0.00100001
42.60078,-0.001
42.61065,-0.00100001
42.62065,-0.00100001
42.63067,-0.00100001
42.64069,-0.00100003
42.65088,-0.001
42.66063,-0.00100002
42.67069,-0.001
42.68173,-0.00100001
42.69069,-0.00100001
42.70068,-0.00100002
42.71149,-0.00100003
42.72065,-0.001
42.73068,-0.00100001
42.74076,-0.00100001
42.75065,-0.00100001
42.76069,-0.00100002
42.77067,-0.00100001
42.78065,-0.00100002
42.79096,-0.00100002
42.80069,-0.00100001
42.81069,-0.00100002
42.82231,-0.00100001
42.83069,-0.00100001
42.84064,-0.001
42.85079,-0.00100002
42.86069,-0.00100001
42.87065,-0.00100001
42.88067,-0.001
42.89069,-0.001
42.90093,-0.001
42.91064,-0.00100002
42.92069,-0.00100001
42.93169,-0.00100001
42.94064,-0.00100002
42.95068,-0.00100002
42.96147,-0.001
42.97069,-0.00100003
42.98064,-0.00100002
42.99089,-0.00100003
43.00065,-0.00100001
43.01069,-0.00100002
43.02067,-0.00100002
43.03065,-0.001
43.04117,-0.00100002
43.05069,-0.00100002
43.06068,-0.00100002
43.07206,-0.00100002
43.08069,-0.00100001
43.09076,-0.00100002
43.10077,-0.001
43.11065,-0.00100003
43.12065,-0.00100001
43.13067,-0.001
43.14065,-0.00100003
43.15089,-0.00100003
43.16068,-0.00100003
43.17069,-0.00100002
43.18174,-0.00100002
43.19064,-0.00100002
43.20068,-0.00100002
43.21153,-0.00100003
43.22069,-0.001
43.23068,-0.00100003
43.24088,-0.00100002
43.25069,-0.00100001
43.26065,-0.00100001
43.27065,-0.001
43.28069,-0.00100001
43.29095,-0.00100001
43.30069,-0.001
43.31065,-0.00100001
43.32226,-0.00100002
43.33069,-0.00100001
43.34068,-0.00100002
43.35076,-0.00100002
43.36065,-0.00100001
43.37069,-0.00100002
43.38063,-0.00100001
43.39065,-0.00100003
43.40089,-0.00100003
43.41068,-0.00100002
43.42069,-0.00100002
43.43145,-0.001
43.44069,-0.00100001
43.45068,-0.00100001
43.46152,-0.00100001
43.47069,-0.001
43.48064,-0.00100002
43.49089,-0.00100003
43.50069,-0.00100001
43.51065,-0.00100001
43.52067,-0.00100001
43.53065,-0.00100002
43.5409,-0.00100002
43.55069,-0.00100001
43.56068,-0.001
43.57229,-0.00100002
43.58069,-0.00100002
43.59068,-0.001
43.60077,-0.00100003
43.61065,-0.00100002
43.62069,-0.00100001
43.63063,-0.00100001
43.64069,-0.001
43.65093,-0.001
43.66063,-0.001
43.67069,-0.00100001
43.68171,-0.001
43.69069,-0.00100001
43.70068,-0.00100001
43.71146,-0.00100002
43.72069,-0.001
43.73064,-0.00100002
43.74081,-0.00100003
43.75069,-0.00100002
43.76065,-0.00100001
43.77063,-0.00100001
43.78065,-0.00100003
43.79116,-0.00100001
43.80064,-0.00100002
43.81068,-0.00100001
43.822,-0.001
43.83069,-0.00100003
43.84064,-0.00100002
43.85077,-0.00100002
43.86068,-0.00100001
43.87065,-0.00100003
43.88067,-0.00100001
43.89069,-0.00100001
43.90073,-0.001
43.91064,-0.00100002
43.92068,-0.00100001
43.93168,-0.00100001
43.94063,-0.00100002
43.95065,-0.00100002
43.9615,-0.00100002
43.97065,-0.00100002
43.98064,-0.001
43.99089,-0.00100002
44.00068,-0.00100003
44.01065,-0.00100002
44.02067,-0.00100002
44.03069,-0.00100002
44.04114,-0.001
44.05069,-0.00100003
44.06068,-0.001
44.07229,-0.00100003
44.08067,-0.00100002
44.09068,-0.00100003
44.10078,-0.001
44.11068,-0.00100001
44.12065,-0.00100002
44.13067,-0.00100001
44.14069,-0.00100001
44.15091,-0.001
44.16069,-0.00100003
44.17068,-0.00100002
44.18169,-0.00100001
44.19067,-0.00100001
44.20068,-0.001
44.21151,-0.00100001
44.22065,-0.001
44.23068,-0.00100002
44.24088,-0.00100002
44.25068,-0.00100003
44.26094,-0.00100002
44.27067,-0.001
44.28065,-0.00100001
44.29116,-0.00100002
44.30065,-0.00100002
44.31064,-0.001
44.32224,-0.00100003
44.33067,-0.00100001
44.34068,-0.00100001
44.3508,-0.00100003
44.36068,-0.00100001
44.37069,-0.00100002
44.38063,-0.00100003
44.39065,-0.00100001
44.40087,-0.00100001
44.41065,-0.00100002
44.42068,-0.00100001
44.43144,-0.00100003
44.44069,-0.00100002
44.45068,-0.00100002
