Setup title,"I/V-t Sampling_250s_dark_-5V"
0.52067,-0.00100003
0.53068,-0.00100001
0.54124,-0.00100001
0.55063,-0.00100002
0.56065,-0.00100001
0.57207,-0.00100002
0.58069,-0.00100001
0.59068,-0.00100003
0.60085,-0.00100002
0.61068,-0.00100001
0.62069,-0.00100001
0.63067,-0.001
0.64068,-0.001
0.65065,-0.001
0.66068,-0.001
0.67069,-0.00100001
0.68204,-0.001
0.69069,-0.00100003
0.70064,-0.00100002
0.71081,-0.00100001
0.72064,-0.001
0.73089,-0.00100002
0.74068,-0.00100003
0.75069,-0.00100002
0.76079,-0.00100002
0.77064,-0.00100002
0.78068,-0.00100001
0.79123,-0.001
0.80068,-0.00100001
0.81069,-0.00100004
0.82207,-0.00100001
0.83064,-0.001
0.84068,-0.00100001
0.85087,-0.00100002
0.86068,-0.00100002
0.87065,-0.00100002
0.88067,-0.001
0.89068,-0.00100002
0.90092,-0.00100002
0.91068,-0.001
0.92069,-0.00100002
0.93204,-0.001
0.94069,-0.00100001
0.95064,-0.00100001
0.96082,-0.00100003
0.97064,-0.00100002
0.98069,-0.00100002
0.99063,-0.00100001
1.00126,-0.00100001
1.01067,-0.001
1.02067,-0.00100002
1.03068,-0.00100003
1.04149,-0.001
1.05067,-0.001
1.06068,-0.001
1.07213,-0.001
1.08064,-0.00100003
1.09065,-0.00100002
1.10083,-0.001
1.11064,-0.001
1.12065,-0.001
1.13067,-0.001
1.14068,-0.00100001
1.15093,-0.00100001
1.16063,-0.001
1.17068,-0.001
1.18202,-0.001
1.19063,-0.00100002
1.20069,-0.00100001
1.21079,-0.00100002
1.22069,-0.00100001
1.23068,-0.00100001
1.24065,-0.00100002
1.25064,-0.00100001
1.2607,-0.00100002
1.27067,-0.001
1.28064,-0.001
1.29125,-0.00100002
1.30068,-0.00100001
1.31065,-0.00100002
1.32208,-0.00100001
1.33065,-0.00100003
1.34068,-0.00100001
1.35084,-0.001
1.36068,-0.00100001
1.37069,-0.00100002
1.38068,-0.001
1.39065,-0.001
1.40092,-0.00100001
1.41065,-0.001
1.42064,-0.00100001
1.43184,-0.00100001
1.44068,-0.00100001
1.45069,-0.00100003
1.46085,-0.00099999
1.47068,-0.001
1.48069,-0.00100001
1.49068,-0.00100001
1.50065,-0.00100002
1.51068,-0.00100001
1.52063,-0.00100001
1.53065,-0.00100002
1.54154,-0.00100001
1.55065,-0.001
1.56064,-0.00100001
1.57215,-0.00100001
1.58069,-0.00100002
1.59068,-0.00100001
1.60083,-0.00100002
1.61068,-0.00100003
1.62069,-0.00100002
1.63063,-0.001
1.64068,-0.00100002
1.6509,-0.001
1.66067,-0.001
1.67065,-0.00100001
1.68177,-0.00100002
1.69069,-0.00100001
1.70068,-0.00100003
1.7108,-0.00100002
1.72064,-0.00100001
1.73065,-0.00100002
1.74067,-0.00100003
1.75065,-0.00100002
1.76068,-0.001
1.77069,-0.00100001
1.78068,-0.00100001
1.79155,-0.00100001
1.80067,-0.001
1.81069,-0.00100003
1.82207,-0.001
1.83068,-0.00100002
1.84065,-0.00099999
1.85088,-0.00100002
1.86069,-0.00100001
1.8707,-0.00100003
1.88067,-0.00100002
1.89065,-0.00100001
1.90065,-0.00100002
1.91065,-0.00100002
1.92068,-0.001
1.93187,-0.00100001
1.94068,-0.00100002
1.95069,-0.00100001
1.96084,-0.00100002
1.97065,-0.00100001
1.98069,-0.00100001
1.99063,-0.00100003
2.00127,-0.00100001
2.0107,-0.001
2.02067,-0.001
2.0307,-0.00100002
2.04154,-0.001
2.05068,-0.001
2.06064,-0.00100002
2.0721,-0.00100001
2.08068,-0.001
2.09065,-0.00100002
2.10083,-0.00100003
2.11069,-0.00100003
2.1207,-0.00100002
2.13067,-0.001
2.14069,-0.001
2.1507,-0.00100003
2.16065,-0.00100001
2.17068,-0.001
2.18185,-0.00100001
2.19069,-0.00100001
2.20068,-0.001
2.21081,-0.00100002
2.22065,-0.00100003
2.23065,-0.00100001
2.24063,-0.001
2.25065,-0.00100001
2.26074,-0.00100003
2.27067,-0.00100001
2.28069,-0.001
2.29147,-0.00100003
2.30068,-0.00100003
2.31064,-0.00100002
2.32215,-0.00100002
2.33069,-0.00100002
2.34068,-0.00100002
2.35085,-0.00100001
2.36065,-0.001
2.37069,-0.001
2.38067,-0.00100002
2.39069,-0.00100002
2.40069,-0.00100001
2.41069,-0.00100001
2.42064,-0.00100001
2.43186,-0.00100002
2.44065,-0.00100001
2.45068,-0.00100002
2.46078,-0.00100002
2.47065,-0.001
2.48065,-0.00100003
2.49063,-0.00100001
2.50069,-0.00100001
2.51087,-0.00100002
2.52067,-0.00100001
2.5307,-0.00100001
2.54154,-0.001
2.55068,-0.00100003
2.56068,-0.001
2.57208,-0.00100002
2.58065,-0.00100001
2.59068,-0.001
2.60081,-0.00100001
2.61064,-0.00100001
2.62069,-0.00100002
2.63067,-0.00100002
2.64069,-0.00100001
2.65088,-0.00100002
2.66069,-0.00100002
2.67068,-0.00100002
2.68185,-0.00100001
2.69065,-0.00100001
2.70068,-0.00100001
2.71084,-0.00100001
2.72069,-0.00100002
2.73065,-0.00100003
2.74063,-0.00100002
2.75078,-0.00100002
2.76067,-0.00100002
2.77067,-0.00100003
2.7807,-0.00100001
2.79152,-0.00100002
2.80064,-0.00100003
2.81068,-0.001
2.82215,-0.00100001
2.83064,-0.00100001
2.84092,-0.00100002
2.8509,-0.00100001
2.86065,-0.00100002
2.87065,-0.001
2.88067,-0.00100001
2.89069,-0.00100001
2.90065,-0.00100001
2.91069,-0.00100001
2.92068,-0.00100001
2.93186,-0.001
2.94069,-0.00100001
2.95068,-0.001
2.96081,-0.00100001
2.97069,-0.001
2.98065,-0.00100003
2.99067,-0.001
3.00065,-0.001
3.01065,-0.001
3.02063,-0.00100001
3.03083,-0.00100001
3.04148,-0.00100001
3.05064,-0.001
3.06068,-0.00100003
3.07211,-0.00100001
3.08065,-0.00100003
3.09068,-0.00100001
3.10084,-0.00100003
3.11069,-0.00100002
3.1207,-0.00100002
3.13063,-0.00100002
3.14069,-0.001
3.15065,-0.00100002
3.16069,-0.001
3.17064,-0.00100002
3.18181,-0.00100002
3.19069,-0.00100002
3.20064,-0.00100003
3.21081,-0.00100002
3.22065,-0.00100001
3.23069,-0.00100003
3.24067,-0.00100001
3.25069,-0.00100002
3.26072,-0.00100003
3.27063,-0.00100001
3.28065,-0.00100002
3.29152,-0.00100001
3.30069,-0.00100003
3.31068,-0.00100002
3.3221,-0.00100001
3.33068,-0.00100001
3.34064,-0.00100001
3.35084,-0.00100001
3.3607,-0.00100001
3.37065,-0.00100001
3.38063,-0.00100001
3.39069,-0.001
3.40089,-0.00100002
3.41069,-0.00100002
3.42064,-0.00100001
3.43185,-0.001
3.44064,-0.001
3.45065,-0.00100003
3.4608,-0.00100002
3.47065,-0.00100001
3.48068,-0.001
3.49065,-0.00100002
3.50122,-0.00100001
3.51076,-0.00100001
3.52067,-0.00100001
3.53064,-0.00100002
3.54152,-0.00100003
3.55063,-0.00100002
3.56068,-0.00100001
3.57208,-0.00100002
3.58069,-0.00100001
3.59068,-0.001
3.60083,-0.00100001
3.61068,-0.00100002
3.62065,-0.00100001
3.63067,-0.00100002
3.64069,-0.001
3.65088,-0.00100003
3.66064,-0.00100001
3.67064,-0.00100002
3.68188,-0.00100001
3.69063,-0.00100001
3.70065,-0.00100002
3.71077,-0.00100002
3.72069,-0.00100003
3.73064,-0.00100001
3.74064,-0.001
3.75126,-0.00100002
3.76071,-0.00100002
3.77067,-0.00100001
3.78068,-0.00100002
3.7915,-0.00100002
3.80063,-0.001
3.81068,-0.00100001
3.82209,-0.00100002
3.83063,-0.00100002
3.84065,-0.00100001
3.85081,-0.00100001
3.86069,-0.00100002
3.87068,-0.00100002
3.88064,-0.001
3.89068,-0.00100001
3.90067,-0.00100001
3.91063,-0.00100002
3.92069,-0.00100001
3.93191,-0.00100001
3.94064,-0.001
3.95068,-0.001
3.96086,-0.00100001
3.97068,-0.001
3.98069,-0.00100001
3.99063,-0.001
4.00127,-0.001
4.01078,-0.001
4.02067,-0.00100003
4.03065,-0.00100001
4.04152,-0.00100001
4.05068,-0.00100002
4.06068,-0.00100003
4.0721,-0.00100002
4.08069,-0.00100001
4.09068,-0.00100001
4.10083,-0.00100001
4.11064,-0.00100002
4.12065,-0.001
4.13067,-0.00100002
4.14065,-0.00100004
4.15072,-0.00100001
4.16069,-0.00100001
4.17064,-0.00100002
4.18175,-0.00100001
4.19068,-0.00100002
4.20069,-0.001
4.21079,-0.001
4.22065,-0.00100002
4.23064,-0.00100003
4.24069,-0.001
4.25064,-0.00100002
4.2607,-0.00100001
4.27067,-0.00100002
4.28068,-0.00100002
4.2915,-0.001
4.30063,-0.00100001
4.31068,-0.001
4.32213,-0.00100001
4.33068,-0.00100003
4.34065,-0.00100001
4.3509,-0.00100001
4.36065,-0.00100001
4.37064,-0.00100001
4.38068,-0.00100001
4.39068,-0.00100001
4.40069,-0.00100001
4.41064,-0.00100002
4.42064,-0.00100001
4.43175,-0.001
4.44068,-0.00100002
4.45064,-0.00100003
4.46083,-0.00100001
4.47064,-0.001
4.48065,-0.00100002
4.49067,-0.00100001
4.50065,-0.00100002
4.51086,-0.00100003
4.52064,-0.00100003
4.53064,-0.001
4.5415,-0.00100002
4.55063,-0.00100002
4.56064,-0.00100001
4.57214,-0.00100001
4.58067,-0.00100001
4.59069,-0.00100002
4.60082,-0.00100001
4.61069,-0.00100002
4.62068,-0.00100002
4.63064,-0.00100001
4.64065,-0.00100001
4.6509,-0.00100001
4.66069,-0.001
4.67068,-0.00100002
4.68181,-0.00100002
4.69064,-0.00100003
4.70064,-0.00100002
4.71081,-0.00100002
4.72068,-0.00100002
4.73069,-0.001
4.74067,-0.00100001
4.75069,-0.00100002
4.76068,-0.00100001
4.77069,-0.00100002
4.78064,-0.00100002
4.79151,-0.00100002
4.80067,-0.00100002
4.81068,-0.001
4.82064,-0.00100001
4.83064,-0.001
4.84069,-0.00100001
4.85083,-0.00100001
4.86065,-0.00100001
4.87068,-0.00100001
4.88064,-0.001
4.89065,-0.00100002
4.9009,-0.00100002
4.91065,-0.00100002
4.92064,-0.001
4.93184,-0.00100003
4.94069,-0.00100001
4.95064,-0.00100003
4.9608,-0.001
4.97069,-0.00100002
4.98092,-0.00100001
4.99068,-0.00100002
5.00068,-0.00100001
5.01094,-0.00100001
5.02063,-0.00100003
5.03064,-0.001
5.04151,-0.001
5.05067,-0.00100001
5.06068,-0.00100002
5.07214,-0.00100002
5.08069,-0.00100001
5.09068,-0.00100002
5.10082,-0.00100001
5.11068,-0.00100001
5.12065,-0.00100002
5.13067,-0.00100003
5.14065,-0.001
5.15087,-0.00100003
5.16069,-0.00100002
5.17068,-0.00100001
5.18177,-0.001
5.19063,-0.00100001
5.20068,-0.00100003
5.21081,-0.00100003
5.22063,-0.00100001
5.23069,-0.00100002
5.24067,-0.00100002
5.25069,-0.00100002
5.26069,-0.001
5.27069,-0.00100001
5.28065,-0.00100002
5.29153,-0.001
5.30068,-0.00100001
5.31064,-0.00100002
5.3221,-0.00100002
5.33064,-0.001
5.34068,-0.001
5.35084,-0.00100001
5.36064,-0.001
5.37065,-0.00100002
5.38067,-0.00100001
5.39069,-0.001
5.40064,-0.00100001
5.41069,-0.00100001
5.42064,-0.00100002
5.4318,-0.00100002
5.44069,-0.00100001
5.45068,-0.00100002
5.46082,-0.00100002
5.47064,-0.00100002
5.48065,-0.001
5.49067,-0.00100003
5.50069,-0.00100001
5.51071,-0.00100001
5.52064,-0.00100001
5.53068,-0.00100003
5.5415,-0.001
5.55068,-0.00100001
5.56065,-0.00100001
5.5721,-0.00100001
5.58069,-0.00100001
5.59064,-0.00100001
5.60081,-0.00100003
5.61071,-0.00100001
5.62065,-0.00100002
5.63067,-0.001
5.64069,-0.001
5.65068,-0.00100002
5.66069,-0.00100001
5.67068,-0.00100003
5.68183,-0.00100001
5.69063,-0.00100001
5.70069,-0.00100002
5.71081,-0.00100003
5.72065,-0.00100002
5.73068,-0.001
5.74064,-0.001
5.75068,-0.001
5.76093,-0.00100001
5.77067,-0.001
5.78068,-0.00100002
5.79151,-0.00100001
5.80067,-0.00100001
5.81068,-0.001
5.82209,-0.00100001
5.83063,-0.00100002
5.84065,-0.00100001
5.85081,-0.00100001
5.86069,-0.00100001
5.87064,-0.00100003
5.88064,-0.00100002
5.89064,-0.00100003
5.90084,-0.001
5.91063,-0.00100001
5.92068,-0.001
5.9318,-0.00100003
5.94063,-0.001
5.95069,-0.00100001
5.96078,-0.001
5.97069,-0.00100001
5.98068,-0.00100002
5.99064,-0.00100002
6.00068,-0.001
6.01086,-0.001
6.02063,-0.00100002
6.03068,-0.001
6.0415,-0.00100002
6.05067,-0.00100001
6.06069,-0.00100001
6.0721,-0.00100001
6.08065,-0.00100002
6.09068,-0.001
6.1008,-0.00100002
6.11064,-0.00100003
6.12065,-0.001
6.13067,-0.00100001
6.14065,-0.001
6.15064,-0.001
6.16065,-0.00100001
6.17068,-0.001
6.18179,-0.00100001
6.19063,-0.00100002
6.20065,-0.00100001
6.21081,-0.00100001
6.22069,-0.00100001
6.23064,-0.00100002
6.24064,-0.00100001
6.25068,-0.00100002
6.26076,-0.00100001
6.27067,-0.00100002
6.28064,-0.00100001
6.29146,-0.00100002
6.30067,-0.00100003
6.31068,-0.00100002
6.3221,-0.001
6.33063,-0.001
6.34069,-0.00100003
6.3508,-0.00100002
6.36069,-0.001
6.37064,-0.00100002
6.38064,-0.00100001
6.39064,-0.001
6.40065,-0.00100002
6.41064,-0.001
6.42064,-0.00100002
6.43183,-0.001
6.44064,-0.00100002
6.45068,-0.00100001
6.46081,-0.001
6.47068,-0.00100001
6.48069,-0.00100001
6.49063,-0.00100003
6.50069,-0.00100003
6.51064,-0.00100001
6.52068,-0.00100001
6.53064,-0.00100001
6.54125,-0.00100002
6.55064,-0.00100001
6.56069,-0.001
6.57205,-0.00100001
6.58068,-0.00100003
6.59068,-0.001
6.60081,-0.00100003
6.61067,-0.00100001
6.62065,-0.00100001
6.63067,-0.00100002
6.64069,-0.00100001
6.65068,-0.00100002
6.66064,-0.00100001
6.67064,-0.00100001
6.68186,-0.00100002
6.69068,-0.00100001
6.70069,-0.00100001
6.71078,-0.001
6.72065,-0.001
6.73068,-0.00100001
6.74068,-0.00100002
6.75068,-0.00100003
6.76082,-0.00100002
6.77067,-0.001
6.78068,-0.00100001
6.79151,-0.00100002
6.80067,-0.001
6.81064,-0.00100002
6.82208,-0.00100001
6.83064,-0.00100001
6.84065,-0.00100001
6.85084,-0.00100001
6.86069,-0.00100001
6.87068,-0.001
6.88068,-0.001
6.89064,-0.00100001
6.90088,-0.00100002
6.91063,-0.00100001
6.92068,-0.00100001
6.93178,-0.00100001
6.94068,-0.001
6.95069,-0.00100002
6.96077,-0.00100001
6.97065,-0.001
6.98068,-0.00100001
6.99064,-0.00100002
7.00068,-0.00099999
7.01071,-0.00100001
7.02063,-0.001
7.03064,-0.00100002
7.04126,-0.001
7.05064,-0.00100001
7.06069,-0.00100002
7.0721,-0.00100001
7.08087,-0.00100001
7.09068,-0.00100003
7.1008,-0.00100001
7.11068,-0.00100001
7.12069,-0.001
7.13063,-0.00100001
7.14069,-0.001
7.15064,-0.001
7.16064,-0.00100001
7.17064,-0.00100001
7.18179,-0.00100001
7.19063,-0.00100003
7.20065,-0.00100001
7.2108,-0.00100001
7.22065,-0.001
7.23064,-0.00100001
7.24064,-0.001
7.25068,-0.00100002
7.26065,-0.001
7.27067,-0.001
7.28068,-0.00100001
7.29148,-0.00100001
7.30063,-0.00100001
7.31068,-0.00100002
7.32207,-0.00100002
7.33068,-0.00100002
7.34065,-0.00100002
7.35079,-0.00100001
7.36069,-0.00100001
7.37068,-0.00100002
7.38068,-0.001
7.39068,-0.00100001
7.40089,-0.00100001
7.41067,-0.00100002
7.42064,-0.00100003
7.43179,-0.00100002
7.44068,-0.00100001
7.45065,-0.00100001
7.4608,-0.00100001
7.47069,-0.00100003
7.48064,-0.00100003
7.49064,-0.001
7.50064,-0.00100002
7.51069,-0.00100001
7.52063,-0.001
7.53068,-0.00100001
7.54147,-0.001
7.55063,-0.00100002
7.56068,-0.001
7.57208,-0.00100001
7.58064,-0.001
7.59064,-0.00100002
7.60078,-0.00100002
7.61069,-0.001
7.62069,-0.00100002
7.63068,-0.00100003
7.64064,-0.00100002
7.65093,-0.001
7.66064,-0.00100002
7.67069,-0.00100002
7.68174,-0.00100001
7.69068,-0.00100002
7.70064,-0.00100002
7.71079,-0.00100002
7.72064,-0.00100003
7.73065,-0.00100003
7.74067,-0.00100001
7.75069,-0.001
7.76065,-0.00100002
7.77068,-0.00100002
7.78068,-0.00100001
7.79148,-0.00100003
7.80063,-0.00100001
7.81068,-0.001
7.82207,-0.00100001
7.83064,-0.00100001
7.84069,-0.00100003
7.85079,-0.00100001
7.86068,-0.00100002
7.87069,-0.00100003
7.88063,-0.00100001
7.89065,-0.00099998
7.90092,-0.001
7.91068,-0.001
7.92068,-0.00100001
7.93183,-0.001
7.94064,-0.00100002
7.95068,-0.00100001
7.9608,-0.00100002
7.97068,-0.00100001
7.98069,-0.00100003
7.99068,-0.00100003
8.00065,-0.00100002
8.0107,-0.00100002
8.02064,-0.00100001
8.03072,-0.00100001
8.04149,-0.00100002
8.05063,-0.00100002
8.06064,-0.00100001
8.07211,-0.00100001
8.08064,-0.00100002
8.09068,-0.00100003
8.10078,-0.001
8.11068,-0.00100002
8.12069,-0.00100002
8.13063,-0.00100001
8.14069,-0.00100001
8.15065,-0.00100001
8.16069,-0.00100002
8.17064,-0.00100001
8.18177,-0.00100002
8.19064,-0.00100001
8.20064,-0.00100002
8.21081,-0.00100002
8.22064,-0.001
8.23065,-0.00100003
8.24063,-0.00100002
8.25123,-0.00100002
8.26068,-0.00100002
8.27068,-0.001
8.28068,-0.00100001
8.29148,-0.00100002
8.30067,-0.00100001
8.31064,-0.00100001
8.32212,-0.00100002
8.33069,-0.00100001
8.34068,-0.00100002
8.35078,-0.00100002
8.36064,-0.001
8.37065,-0.00100001
8.38064,-0.00100002
8.39064,-0.00100003
8.40089,-0.00100001
8.41064,-0.00100002
8.42065,-0.00100002
8.43172,-0.00100001
8.44064,-0.00100001
8.45068,-0.00100001
8.46081,-0.001
8.47064,-0.00100001
8.48065,-0.00100003
8.49067,-0.00100003
8.50065,-0.00100002
8.51068,-0.00100002
8.52068,-0.00100001
8.53068,-0.001
8.54147,-0.00100003
8.55063,-0.00100001
8.56068,-0.00100001
8.57207,-0.001
8.58068,-0.00100002
8.59065,-0.00100001
8.60076,-0.00100003
8.61065,-0.00100002
8.62068,-0.001
8.63064,-0.00100002
8.64068,-0.001
8.65069,-0.00100001
8.66063,-0.00100001
8.67065,-0.00100002
8.68177,-0.00100001
8.69064,-0.00100003
8.70068,-0.00100001
8.71082,-0.00100002
8.72068,-0.00100002
8.73065,-0.001
8.74067,-0.00100001
8.75065,-0.00100002
8.76068,-0.001
8.77068,-0.00100001
8.78064,-0.00100002
8.79147,-0.00100002
8.80063,-0.001
8.81068,-0.001
8.8221,-0.00100001
8.83064,-0.00100002
8.84069,-0.00100003
8.85081,-0.00100001
8.86065,-0.00100002
8.87068,-0.00100002
8.88069,-0.00100001
8.89068,-0.00100001
8.90069,-0.00100002
8.91068,-0.001
8.92069,-0.00100002
8.93176,-0.00100002
8.94064,-0.00100001
8.95068,-0.001
8.96085,-0.00100002
8.97068,-0.001
8.98065,-0.001
8.99067,-0.00100003
9.00065,-0.00100001
9.01068,-0.00100001
9.02064,-0.00100001
9.03068,-0.00100001
9.04147,-0.00100001
9.05068,-0.00100003
9.06069,-0.001
9.07208,-0.00100003
9.08064,-0.001
9.09064,-0.00100002
9.10079,-0.00100001
9.11068,-0.00100002
9.12069,-0.00100001
9.13067,-0.00100003
9.14064,-0.00100001
9.15069,-0.00100003
9.16064,-0.001
9.17069,-0.001
9.18197,-0.00100001
9.19068,-0.00100003
9.20064,-0.00100001
9.21078,-0.00100002
9.22064,-0.00100002
9.23069,-0.00100001
9.24067,-0.00100003
9.25114,-0.001
9.26065,-0.00100003
9.27067,-0.00100002
9.28064,-0.00100002
9.29146,-0.00100001
9.30063,-0.00100002
9.31068,-0.00100003
9.32206,-0.00100002
9.33067,-0.00100001
9.34064,-0.00100003
9.35078,-0.00100003
9.36069,-0.00100001
9.37064,-0.00100002
9.38064,-0.00100001
9.39069,-0.00100002
9.40068,-0.00100001
9.41068,-0.00100003
9.42069,-0.001
9.43178,-0.00100001
9.44068,-0.00100001
9.45069,-0.00100003
9.4608,-0.00100003
9.47069,-0.001
9.48068,-0.001
9.49067,-0.00100003
9.50069,-0.00100001
9.51064,-0.00100002
9.52063,-0.00100002
9.53064,-0.00100002
9.54146,-0.001
9.55063,-0.00100002
9.56064,-0.001
9.57212,-0.00100002
9.58068,-0.001
9.59069,-0.00100002
9.60077,-0.001
9.61069,-0.00100002
9.62068,-0.00100003
9.63063,-0.00100001
9.64065,-0.00100001
9.65084,-0.00100001
9.66067,-0.00100002
9.67064,-0.00100001
9.68183,-0.00100002
9.69068,-0.001
9.70064,-0.00100002
9.71076,-0.00100002
9.72069,-0.00100002
9.73069,-0.00100001
9.74063,-0.00100001
9.75069,-0.001
9.7608,-0.00100001
9.77067,-0.00100001
9.78064,-0.00100001
9.79141,-0.00100001
9.80064,-0.00100001
9.81068,-0.00100001
9.82211,-0.00100003
9.83067,-0.001
9.84064,-0.00100001
9.85077,-0.00100001
9.86068,-0.00100003
9.87065,-0.00100002
9.88063,-0.00100001
9.89068,-0.001
9.90095,-0.00100002
9.91063,-0.00100002
9.92068,-0.001
9.93174,-0.00100002
9.94067,-0.001
9.95064,-0.00100003
