Setup title,"I/V-t Sampling_100s_dark_3V"
0.46087,1.9793E-05
0.47063,1.9805E-05
0.48069,1.9735E-05
0.49067,1.9742E-05
0.50065,1.9728E-05
0.51087,1.9682E-05
0.52068,1.9759E-05
0.53064,1.9754E-05
0.54192,1.9781E-05
0.55067,1.9749E-05
0.56064,1.9778E-05
0.57159,1.977E-05
0.58067,1.978E-05
0.59069,1.978E-05
0.60083,1.9778E-05
0.61065,1.9794E-05
0.62063,1.9776E-05
0.63064,1.9754E-05
0.64068,1.9751E-05
0.65126,1.9748E-05
0.66063,1.9694E-05
0.67068,1.9708E-05
0.68203,1.9743E-05
0.69063,1.9775E-05
0.70064,1.9783E-05
0.71087,1.9753E-05
0.72069,1.9778E-05
0.73064,1.9763E-05
0.74068,1.9753E-05
0.75068,1.9698E-05
0.76069,1.9701E-05
0.77068,1.9715E-05
0.78068,1.9693E-05
0.79184,1.9643E-05
0.80063,1.9694E-05
0.81069,1.957E-05
0.82154,1.9616E-05
0.83064,1.9625E-05
0.84064,1.9631E-05
0.85081,1.966E-05
0.86068,1.9665E-05
0.87069,1.9656E-05
0.88067,1.9618E-05
0.89068,1.9597E-05
0.9013,1.9624E-05
0.91063,1.9625E-05
0.92068,1.9616E-05
0.93192,1.9651E-05
0.94062,1.9643E-05
0.95064,1.9601E-05
0.96089,1.9561E-05
0.97063,1.9609E-05
0.98069,1.9667E-05
0.99062,1.9553E-05
1.00069,1.9627E-05
1.01079,1.9664E-05
1.02064,1.963E-05
1.03068,1.9619E-05
1.0418,1.9672E-05
1.05063,1.9682E-05
1.06068,1.969E-05
1.07155,1.9685E-05
1.08063,1.9701E-05
1.09065,1.9668E-05
1.10079,1.9685E-05
1.11064,1.9668E-05
1.12064,1.9718E-05
1.13064,1.969E-05
1.14068,1.9647E-05
1.15102,1.966E-05
1.16067,1.9681E-05
1.17069,1.9669E-05
1.18203,1.9734E-05
1.19068,1.9679E-05
1.20064,1.9676E-05
1.21089,1.964E-05
1.22068,1.9631E-05
1.23069,1.9688E-05
1.24063,1.9633E-05
1.25068,1.9612E-05
1.26092,1.9652E-05
1.27067,1.963E-05
1.28068,1.9676E-05
1.29183,1.9702E-05
1.30067,1.9699E-05
1.31064,1.9698E-05
1.32159,1.9691E-05
1.33067,1.9732E-05
1.34068,1.9649E-05
1.35084,1.969E-05
1.36067,1.9699E-05
1.37069,1.9651E-05
1.38067,1.9684E-05
1.39069,1.9589E-05
1.40103,1.959E-05
1.41069,1.9655E-05
1.42063,1.9633E-05
1.432,1.9669E-05
1.44063,1.9728E-05
1.45069,1.9652E-05
1.46089,1.9707E-05
1.47065,1.968E-05
1.48069,1.9634E-05
1.49067,1.9725E-05
1.50069,1.97E-05
1.51089,1.9663E-05
1.52067,1.9674E-05
1.53064,1.9718E-05
1.54181,1.9729E-05
1.55068,1.9727E-05
1.56068,1.9689E-05
1.5716,1.9688E-05
1.58064,1.9706E-05
1.59068,1.9699E-05
1.60084,1.9729E-05
1.61068,1.9705E-05
1.62068,1.9687E-05
1.63067,1.9688E-05
1.64068,1.9719E-05
1.65125,1.969E-05
1.66067,1.9717E-05
1.67068,1.9715E-05
1.68204,1.9699E-05
1.69067,1.9731E-05
1.70065,1.9723E-05
1.71082,1.9698E-05
1.72072,1.9681E-05
1.73063,1.9737E-05
1.74064,1.9663E-05
1.75068,1.9666E-05
1.76092,1.9694E-05
1.77067,1.9717E-05
1.78064,1.9682E-05
1.79181,1.9731E-05
1.80063,1.971E-05
1.81068,1.9716E-05
1.82068,1.9726E-05
1.83063,1.9749E-05
1.84068,1.9725E-05
1.85083,1.9792E-05
1.86068,1.9803E-05
1.87064,1.9799E-05
1.88067,1.9765E-05
1.89065,1.9745E-05
1.90131,1.9712E-05
1.91068,1.9777E-05
1.92068,1.9758E-05
1.93196,1.974E-05
1.94064,1.9701E-05
1.95064,1.9721E-05
1.96088,1.9723E-05
1.97068,1.9726E-05
1.98065,1.972E-05
1.99067,1.974E-05
2.00069,1.9733E-05
2.01091,1.9737E-05
2.02068,1.9751E-05
2.03064,1.971E-05
2.0418,1.9737E-05
2.05063,1.9712E-05
2.06064,1.9714E-05
2.07154,1.9729E-05
2.08068,1.9726E-05
2.09068,1.9695E-05
2.10082,1.9709E-05
2.11068,1.9716E-05
2.12069,1.9745E-05
2.13062,1.9752E-05
2.14068,1.9791E-05
2.15121,1.9778E-05
2.16067,1.9756E-05
2.17068,1.9789E-05
2.18201,1.9764E-05
2.19067,1.9718E-05
2.20069,1.9731E-05
2.21081,1.9734E-05
2.22065,1.9767E-05
2.23068,1.9732E-05
2.24064,1.9765E-05
2.25068,1.9746E-05
2.26092,1.968E-05
2.27063,1.9788E-05
2.28064,1.974E-05
2.29178,1.9734E-05
2.30067,1.9744E-05
2.31068,1.976E-05
2.3216,1.9748E-05
2.33068,1.9744E-05
2.34068,1.9745E-05
2.35081,1.9742E-05
2.36068,1.9752E-05
2.37065,1.974E-05
2.38067,1.9754E-05
2.39069,1.9746E-05
2.40121,1.972E-05
2.41064,1.9718E-05
2.42068,1.9716E-05
2.43224,1.9734E-05
2.44063,1.973E-05
2.45068,1.9699E-05
2.46086,1.9738E-05
2.47067,1.9708E-05
2.48069,1.9713E-05
2.49063,1.9718E-05
2.50069,1.9731E-05
2.51091,1.974E-05
2.52064,1.9751E-05
2.53063,1.977E-05
2.54164,1.9717E-05
2.55067,1.9729E-05
2.56065,1.972E-05
2.57076,1.9691E-05
2.58069,1.9681E-05
2.59069,1.972E-05
2.6008,1.9684E-05
2.61065,1.972E-05
2.62069,1.9728E-05
2.63067,1.9792E-05
2.64064,1.9714E-05
2.65125,1.9754E-05
2.66064,1.9734E-05
2.67064,1.9729E-05
2.68195,1.9706E-05
2.69064,1.9701E-05
2.70068,1.9756E-05
2.7109,1.9737E-05
2.72068,1.9714E-05
2.73065,1.9704E-05
2.74068,1.9743E-05
2.75065,1.9743E-05
2.76081,1.9753E-05
2.77068,1.9745E-05
2.78064,1.975E-05
2.79158,1.9753E-05
2.80068,1.9729E-05
2.81068,1.9715E-05
2.82158,1.9751E-05
2.83064,1.9766E-05
2.84064,1.976E-05
2.85081,1.9767E-05
2.86063,1.9761E-05
2.87069,1.9761E-05
2.88067,1.9777E-05
2.89068,1.9759E-05
2.9013,1.977E-05
2.91063,1.981E-05
2.92064,1.9767E-05
2.93201,1.9756E-05
2.94067,1.9761E-05
2.95065,1.9778E-05
2.96084,1.9783E-05
2.97069,1.9766E-05
2.98064,1.9764E-05
2.99068,1.9782E-05
3.00068,1.9758E-05
3.01088,1.9791E-05
3.02063,1.981E-05
3.03068,1.9803E-05
3.04181,1.983E-05
3.05063,1.9853E-05
3.06064,1.9797E-05
3.07159,1.977E-05
3.08064,1.9787E-05
3.09068,1.9793E-05
3.10081,1.9785E-05
3.11068,1.9778E-05
3.12069,1.9801E-05
3.13063,1.9798E-05
3.14065,1.9732E-05
3.1513,1.9792E-05
3.16068,1.9753E-05
3.17064,1.9778E-05
3.18197,1.9784E-05
3.19064,1.9827E-05
3.20064,1.9808E-05
3.21085,1.9801E-05
3.22068,1.9769E-05
3.23065,1.9793E-05
3.24067,1.9772E-05
3.25065,1.9775E-05
3.26068,1.9797E-05
3.27091,1.9818E-05
3.28064,1.9773E-05
3.29163,1.9781E-05
3.30065,1.9761E-05
3.31068,1.9765E-05
3.32081,1.9786E-05
3.33065,1.9794E-05
3.34069,1.9783E-05
3.35069,1.9789E-05
3.36069,1.9792E-05
3.37069,1.979E-05
3.38067,1.9751E-05
3.39064,1.9729E-05
3.40063,1.978E-05
3.41068,1.9784E-05
3.42065,1.9761E-05
3.43204,1.9761E-05
3.44068,1.9756E-05
3.45069,1.9764E-05
3.46087,1.9767E-05
3.47065,1.9772E-05
3.48069,1.9813E-05
3.49068,1.9823E-05
3.50065,1.98E-05
3.51089,1.9797E-05
3.52068,1.9845E-05
3.53068,1.9833E-05
3.54156,1.9791E-05
3.55064,1.9767E-05
3.56068,1.9771E-05
3.57154,1.9865E-05
3.58068,1.9806E-05
3.59069,1.9783E-05
3.60085,1.9805E-05
3.61069,1.9744E-05
3.62089,1.9733E-05
3.63064,1.9757E-05
3.64069,1.9734E-05
3.65128,1.9733E-05
3.66068,1.977E-05
3.67068,1.9816E-05
3.68225,1.9762E-05
3.69068,1.9824E-05
3.70068,1.9805E-05
3.71084,1.9778E-05
3.72063,1.9764E-05
3.73064,1.9764E-05
3.74068,1.978E-05
3.75069,1.9734E-05
3.76094,1.9757E-05
3.77068,1.9715E-05
3.78064,1.9723E-05
3.79153,1.9797E-05
3.80064,1.9742E-05
3.81064,1.9747E-05
3.82159,1.9714E-05
3.83071,1.9759E-05
3.84069,1.975E-05
3.85081,1.9744E-05
3.86069,1.9748E-05
3.87069,1.9749E-05
3.88067,1.9788E-05
3.89064,1.9792E-05
3.9013,1.9783E-05
3.91068,1.9807E-05
3.92064,1.9796E-05
3.93204,1.98E-05
3.94064,1.9808E-05
3.95068,1.98E-05
3.96087,1.9832E-05
3.97068,1.9829E-05
3.98064,1.9781E-05
3.99068,1.9803E-05
4.00069,1.9776E-05
4.01088,1.9804E-05
4.02064,1.9794E-05
4.03064,1.9803E-05
4.04159,1.9806E-05
4.05068,1.9794E-05
4.06068,1.9835E-05
4.07159,1.9845E-05
4.08068,1.9841E-05
4.09068,1.9815E-05
4.1008,1.9827E-05
4.11069,1.9857E-05
4.12069,1.9867E-05
4.13063,1.9871E-05
4.14069,1.9876E-05
4.15131,1.9846E-05
4.16068,1.9838E-05
4.17064,1.9838E-05
4.18203,1.9853E-05
4.19068,1.9833E-05
4.20064,1.9853E-05
4.21083,1.9912E-05
4.22065,1.9878E-05
4.23065,1.9893E-05
4.24063,1.9884E-05
4.25069,1.9905E-05
4.26077,1.9898E-05
4.27068,1.9895E-05
4.28064,1.989E-05
4.29159,1.9884E-05
4.30064,1.9882E-05
4.31068,1.9933E-05
4.32159,1.9899E-05
4.33068,1.9903E-05
4.34064,1.9911E-05
4.35082,1.986E-05
4.36068,1.9921E-05
4.37065,1.9856E-05
4.38067,1.9936E-05
4.39064,1.9907E-05
4.40125,1.9926E-05
4.41063,1.9856E-05
4.42068,1.9841E-05
4.43197,1.9834E-05
4.44067,1.9816E-05
4.45068,1.9844E-05
4.46088,1.9846E-05
4.47064,1.9864E-05
4.48069,1.985E-05
4.49063,1.9874E-05
4.50069,1.9856E-05
4.51086,1.9854E-05
4.52064,1.983E-05
4.53064,1.9847E-05
4.54181,1.9851E-05
4.55063,1.9844E-05
4.56068,1.9813E-05
4.57159,1.9816E-05
4.58068,1.9846E-05
4.59068,1.981E-05
4.60082,1.9841E-05
4.61063,1.9863E-05
4.62065,1.9828E-05
4.63067,1.9901E-05
4.64069,1.9883E-05
4.65123,1.9864E-05
4.66068,1.9858E-05
4.67063,1.9868E-05
4.68201,1.9879E-05
4.69067,1.9866E-05
4.70065,1.9901E-05
4.71082,1.9899E-05
4.72069,1.9907E-05
4.73087,1.9899E-05
4.74068,1.9884E-05
4.75064,1.991E-05
4.76092,1.9878E-05
4.77067,1.9896E-05
4.78064,1.9911E-05
4.7918,1.9906E-05
4.80064,1.9882E-05
4.81064,1.992E-05
4.82159,1.9907E-05
4.83068,1.991E-05
4.84069,1.9899E-05
4.85079,1.992E-05
4.86068,1.9924E-05
4.87069,1.9923E-05
4.88068,1.9901E-05
4.89068,1.9906E-05
4.90125,1.9904E-05
4.91067,1.9904E-05
4.92069,1.9898E-05
4.932,1.9919E-05
4.94064,1.9896E-05
4.95068,1.9881E-05
4.96084,1.9871E-05
4.97064,1.9896E-05
4.98069,1.9882E-05
4.99068,1.9904E-05
5.00069,1.9926E-05
5.01089,1.9928E-05
5.02068,1.994E-05
5.03068,1.9931E-05
5.04181,1.9915E-05
5.05067,1.9937E-05
5.06068,1.994E-05
5.07154,1.994E-05
5.08064,1.9894E-05
5.09069,1.9903E-05
5.10079,1.9871E-05
5.11092,1.9894E-05
5.12064,1.9893E-05
5.13068,1.9887E-05
5.14064,1.9847E-05
5.15124,1.9883E-05
5.16068,1.9879E-05
5.17064,1.9861E-05
5.18203,1.9861E-05
5.19064,1.9849E-05
5.20065,1.9872E-05
5.21083,1.9893E-05
5.22068,1.9845E-05
5.23064,1.9873E-05
5.24068,1.987E-05
5.25068,1.987E-05
5.26093,1.9903E-05
5.27068,1.9895E-05
5.28068,1.9874E-05
5.29158,1.989E-05
5.30067,1.9896E-05
5.31069,1.986E-05
5.32157,1.9924E-05
5.33064,1.995E-05
5.34064,1.9976E-05
5.35083,1.9983E-05
5.36093,1.9925E-05
5.37064,2.0014E-05
5.38063,1.9982E-05
5.39068,1.9981E-05
5.40124,1.9943E-05
5.41063,1.9961E-05
5.42068,1.9923E-05
5.43227,1.9912E-05
5.44067,1.9909E-05
5.45068,1.9898E-05
5.46082,1.9913E-05
5.47068,1.9877E-05
5.48068,1.987E-05
5.49063,1.9892E-05
5.50064,1.9907E-05
5.51063,1.9906E-05
5.52068,1.9887E-05
5.53064,1.9878E-05
5.54154,1.9868E-05
5.55064,1.9863E-05
5.56064,1.9884E-05
5.57158,1.9868E-05
5.58064,1.9902E-05
5.59064,1.9902E-05
5.60079,1.9896E-05
5.61064,1.9897E-05
5.62064,1.99E-05
5.63067,1.9926E-05
5.64069,1.9917E-05
5.65127,1.9922E-05
5.66063,1.9924E-05
5.67068,1.9983E-05
5.682,1.9968E-05
5.69063,1.9931E-05
5.70064,1.9931E-05
5.71081,1.9947E-05
5.72068,1.9932E-05
5.73068,1.9924E-05
5.74063,1.9888E-05
5.75068,1.9933E-05
5.76092,1.9894E-05
5.77068,1.9904E-05
5.78064,1.9877E-05
5.79152,1.994E-05
5.80068,1.994E-05
5.81068,1.9945E-05
5.82158,1.988E-05
5.83064,1.9911E-05
5.84064,1.9928E-05
5.85083,1.9908E-05
5.86068,1.9883E-05
5.87064,1.994E-05
5.88068,1.9918E-05
5.89068,1.9937E-05
5.90103,1.9917E-05
5.91068,1.993E-05
5.92068,1.991E-05
5.93201,1.9919E-05
5.94064,1.9903E-05
5.95068,1.9927E-05
5.9609,1.9911E-05
5.97068,1.993E-05
5.98068,1.995E-05
5.99063,1.9988E-05
6.00064,1.9951E-05
6.01078,1.9977E-05
6.02063,1.9955E-05
6.03064,1.9951E-05
6.04152,1.9942E-05
6.05068,1.9942E-05
6.06068,1.9892E-05
6.07154,1.9953E-05
6.08068,2.001E-05
6.09068,2.0016E-05
6.10079,1.999E-05
6.11068,2.0017E-05
6.12068,1.9996E-05
6.13062,1.9982E-05
6.14064,1.9961E-05
6.15124,1.9977E-05
6.16068,1.9977E-05
6.17064,1.9981E-05
6.18197,1.9967E-05
6.19064,1.9978E-05
6.20068,1.9972E-05
6.21087,2.0027E-05
6.22064,1.9969E-05
6.23064,1.9995E-05
6.24067,1.9979E-05
6.25064,2.0006E-05
6.26074,1.9978E-05
6.27067,1.9943E-05
6.28064,1.9935E-05
6.29156,1.9917E-05
6.30068,1.9978E-05
6.31068,1.9986E-05
6.32153,1.9946E-05
6.33068,1.9964E-05
6.34064,1.9949E-05
6.35082,1.9984E-05
6.36064,1.9964E-05
6.37064,1.9986E-05
6.38067,1.9972E-05
6.39064,1.9979E-05
6.4013,1.9975E-05
6.41068,1.9997E-05
6.42068,1.998E-05
6.43193,2.0005E-05
6.44064,1.9988E-05
6.45064,1.997E-05
6.46088,1.9969E-05
6.47068,2.0001E-05
6.48069,1.9977E-05
6.49063,1.9947E-05
6.50064,1.9973E-05
6.51082,2.0004E-05
6.52068,1.9991E-05
6.53068,2E-05
6.54156,1.9961E-05
6.55068,1.998E-05
6.56068,1.9965E-05
6.57158,1.9982E-05
6.58068,2.0004E-05
6.59064,2.0016E-05
6.6008,1.999E-05
6.61068,2.0021E-05
6.62064,2.0005E-05
6.63063,2.002E-05
6.64064,2.0002E-05
6.65122,1.9997E-05
6.66067,1.9991E-05
6.67068,2E-05
6.68196,1.9948E-05
6.69063,2.0005E-05
6.70064,1.9981E-05
6.71084,1.9962E-05
6.72068,2.0029E-05
6.73068,2.0079E-05
6.74063,2.0055E-05
6.75064,2.0051E-05
6.76083,1.9996E-05
6.77064,2.0016E-05
6.78068,2.0037E-05
6.79156,2.0034E-05
6.80063,2.0034E-05
6.81064,2.0032E-05
6.82158,2.0025E-05
6.83068,2.003E-05
6.84069,2.0039E-05
6.85079,2.0019E-05
6.86064,1.9957E-05
6.87068,1.9992E-05
6.88063,2.0009E-05
6.89068,1.9993E-05
6.90124,1.9938E-05
6.91063,1.9953E-05
6.92064,1.999E-05
6.93195,1.9985E-05
6.94064,1.9913E-05
6.95068,1.9967E-05
6.96079,1.9967E-05
6.97068,1.9994E-05
6.98064,2.0044E-05
6.99063,2.0049E-05
7.00064,2.0047E-05
7.01093,2.0004E-05
7.02067,2.0007E-05
7.03068,2.006E-05
7.04181,2.0016E-05
7.05063,2.0093E-05
7.06064,2.0041E-05
7.07154,2.0052E-05
7.08067,2E-05
7.09068,2.0033E-05
7.1008,2.0028E-05
7.11068,2.0035E-05
7.12092,2.0017E-05
7.13067,2.004E-05
7.14068,2.0007E-05
7.15121,2.0003E-05
7.16067,2.0002E-05
7.17068,1.9986E-05
7.18201,1.9962E-05
7.19067,1.9961E-05
7.20064,1.9958E-05
7.21087,1.9994E-05
7.22068,1.998E-05
7.23069,1.9978E-05
7.24067,1.9993E-05
7.25064,1.9997E-05
7.26088,1.9985E-05
7.27067,1.9991E-05
7.28068,2E-05
7.29153,2.0004E-05
7.30063,1.9968E-05
7.31064,1.9977E-05
7.32158,1.9986E-05
7.33068,1.9993E-05
7.34069,1.9998E-05
7.35081,2.0008E-05
7.36068,2.002E-05
7.37068,2.0008E-05
7.38063,1.9991E-05
7.39068,2E-05
7.40102,1.9975E-05
7.41067,1.9976E-05
7.42068,1.9993E-05
7.43203,1.9991E-05
7.44063,2.0008E-05
7.45064,1.9996E-05
7.46084,2.0059E-05
7.47064,2.0003E-05
7.48064,1.9997E-05
7.49063,1.9987E-05
7.50068,1.9999E-05
7.51093,1.9986E-05
7.52063,1.9994E-05
7.53068,1.9982E-05
7.54153,1.9975E-05
7.55063,1.9952E-05
7.56068,1.9975E-05
7.57157,1.9998E-05
7.58064,2.0006E-05
7.59065,2.0039E-05
7.60082,1.9962E-05
7.61064,1.9986E-05
7.62064,2.0007E-05
7.63064,2.0013E-05
7.64068,2.0004E-05
7.65121,1.998E-05
7.66063,1.9943E-05
7.67068,2.0003E-05
7.68224,1.9989E-05
7.69068,2.0016E-05
7.70064,2.0024E-05
7.71086,2.0015E-05
7.72068,2.0006E-05
7.73068,2.0014E-05
7.74064,2.0002E-05
7.75068,2.0008E-05
7.76076,1.9992E-05
7.77067,2.007E-05
7.78068,1.995E-05
7.79176,1.9994E-05
7.80067,1.9989E-05
7.81064,2.0006E-05
7.82159,1.999E-05
7.83068,1.9991E-05
7.84068,1.9988E-05
7.85082,1.9962E-05
7.86068,2.0016E-05
7.87068,1.9966E-05
7.88063,1.9988E-05
7.89064,2.0013E-05
7.90127,1.9949E-05
7.91067,1.9983E-05
7.92068,2.0013E-05
7.93193,1.9978E-05
7.94068,2.0018E-05
7.95065,2.0002E-05
7.9608,1.9971E-05
7.97069,1.9967E-05
7.98092,1.996E-05
7.99068,2.0026E-05
8.00068,2.001E-05
8.01086,2.003E-05
8.02067,2.0019E-05
8.03064,2.0014E-05
8.04173,2.0013E-05
8.05067,2.0013E-05
8.06064,2.0022E-05
8.07155,1.9997E-05
8.08068,2.0017E-05
8.09064,2.0016E-05
8.1008,2.0018E-05
8.11068,2.0049E-05
8.12068,2.003E-05
8.13063,2.0032E-05
8.14064,2.0072E-05
8.15123,2.0028E-05
8.16063,2.0018E-05
8.17064,2.0013E-05
8.18198,2.0022E-05
8.19068,1.9999E-05
8.20064,2.0021E-05
8.21083,2.0026E-05
8.22064,2.003E-05
8.23064,2.0028E-05
8.24068,2.0017E-05
8.25064,2.0012E-05
8.26084,1.9978E-05
8.27067,2.0021E-05
8.28068,1.9937E-05
8.29153,2.0015E-05
8.30068,2.0044E-05
8.31068,2.0016E-05
8.32158,2.003E-05
8.33068,2.0037E-05
8.34068,2.003E-05
8.3508,2.0019E-05
8.36064,2.0023E-05
8.37064,2.0043E-05
8.38067,2.0043E-05
8.39064,2.0035E-05
8.40124,2.0041E-05
8.41067,2.0033E-05
8.42064,1.9995E-05
8.43196,2.0031E-05
8.44063,2.0037E-05
8.45064,2.0011E-05
8.46082,2.0019E-05
8.47067,2.0005E-05
8.48064,2.0007E-05
8.49067,1.9962E-05
8.50068,1.9988E-05
8.51091,1.9994E-05
8.52064,1.9986E-05
8.53068,1.9981E-05
8.54151,1.9978E-05
8.55063,1.9983E-05
8.56068,1.9989E-05
8.57158,1.9997E-05
8.58068,1.998E-05
8.59084,2.0028E-05
8.6008,1.9959E-05
8.61064,1.9986E-05
8.62065,1.9983E-05
8.63068,1.9978E-05
8.64068,1.9987E-05
8.65121,2.0001E-05
8.66064,2.0002E-05
8.67064,2.0013E-05
8.68224,1.9981E-05
8.69068,1.9987E-05
8.70068,2.0022E-05
8.71084,2.0002E-05
8.72064,2.0004E-05
8.73071,2.0004E-05
8.74063,1.9992E-05
8.75068,1.9994E-05
8.76093,1.9996E-05
8.77068,1.9983E-05
8.78068,1.998E-05
8.79158,1.9983E-05
8.80067,2.0005E-05
8.81069,1.9994E-05
8.82158,2.0004E-05
8.83068,2.0019E-05
8.84068,1.9993E-05
8.85079,2.0009E-05
8.86068,2.0005E-05
8.87064,2.0012E-05
8.88067,1.9986E-05
8.89068,2.0023E-05
8.901,2.0079E-05
8.91068,2.0032E-05
8.92068,2.0029E-05
8.93221,2.0016E-05
8.94064,2.0019E-05
8.95068,2.0014E-05
