Setup title,"I/V-t Sampling_100s_dark_3V"
20.29143,2.0159E-05
20.30067,2.0142E-05
20.31065,2.016E-05
20.32149,2.015E-05
20.33064,2.016E-05
20.34068,2.0133E-05
20.35087,2.0163E-05
20.36063,2.0185E-05
20.37065,2.0154E-05
20.38063,2.0134E-05
20.39069,2.0133E-05
20.40091,2.0134E-05
20.41064,2.0131E-05
20.42068,2.0171E-05
20.43232,2.0204E-05
20.44068,2.0163E-05
20.45069,2.0172E-05
20.46076,2.0171E-05
20.47065,2.0186E-05
20.48091,2.0166E-05
20.49064,2.0224E-05
20.50068,2.0183E-05
20.5109,2.0222E-05
20.52067,2.0188E-05
20.53064,2.0158E-05
20.54174,2.0141E-05
20.55068,2.0159E-05
20.56064,2.0101E-05
20.57154,2.0142E-05
20.58069,2.0135E-05
20.59064,2.0146E-05
20.60089,2.0144E-05
20.61064,2.0128E-05
20.62069,2.0135E-05
20.63063,2.0139E-05
20.64069,2.0112E-05
20.65117,2.0132E-05
20.66069,2.0161E-05
20.67068,2.015E-05
20.6823,2.018E-05
20.69067,2.0193E-05
20.70069,2.0186E-05
20.71076,2.02E-05
20.72069,2.0184E-05
20.73068,2.0205E-05
20.74068,2.0201E-05
20.75064,2.0177E-05
20.76081,2.0161E-05
20.77063,2.0195E-05
20.78064,2.0147E-05
20.7914,2.0216E-05
20.80068,2.0213E-05
20.81065,2.0196E-05
20.82156,2.02E-05
20.83064,2.021E-05
20.84068,2.0208E-05
20.85089,2.0187E-05
20.86064,2.0153E-05
20.87065,2.0183E-05
20.88067,2.0134E-05
20.89069,2.0118E-05
20.90115,2.0128E-05
20.91068,2.0132E-05
20.92068,2.0104E-05
20.93228,2.0106E-05
20.94063,2.0144E-05
20.95069,2.018E-05
20.96077,2.01E-05
20.97069,2.0133E-05
20.98064,2.0182E-05
20.99069,2.0158E-05
21.00064,2.0146E-05
21.01065,2.0172E-05
21.02064,2.0147E-05
21.03065,2.0132E-05
21.04144,2.0164E-05
21.05069,2.0143E-05
21.06068,2.0136E-05
21.07146,2.0163E-05
21.08069,2.0135E-05
21.09068,2.0155E-05
21.10089,2.0106E-05
21.11069,2.0156E-05
21.12069,2.0199E-05
21.13063,2.0192E-05
21.14069,2.0185E-05
21.15115,2.0221E-05
21.16068,2.0189E-05
21.17068,2.0204E-05
21.18226,2.0207E-05
21.19064,2.0229E-05
21.20068,2.021E-05
21.21082,2.0199E-05
21.22068,2.0216E-05
21.23064,2.0199E-05
21.24064,2.023E-05
21.25064,2.0287E-05
21.26092,2.0257E-05
21.27063,2.0251E-05
21.28064,2.0276E-05
21.29147,2.029E-05
21.30068,2.0262E-05
21.31069,2.0239E-05
21.32146,2.0219E-05
21.33069,2.0221E-05
21.34064,2.0232E-05
21.35088,2.0253E-05
21.36064,2.0236E-05
21.37068,2.0229E-05
21.38067,2.0295E-05
21.39064,2.0285E-05
21.4011,2.0151E-05
21.41068,2.0214E-05
21.42068,2.0224E-05
21.432,2.0177E-05
21.44068,2.019E-05
21.45068,2.0233E-05
21.46076,2.0255E-05
21.47068,2.0266E-05
21.48064,2.0251E-05
21.49064,2.0256E-05
21.50068,2.0253E-05
21.51088,2.0271E-05
21.52067,2.0281E-05
21.53068,2.0273E-05
21.54148,2.0249E-05
21.55064,2.0314E-05
21.56069,2.0272E-05
21.57145,2.0302E-05
21.58068,2.0289E-05
21.59065,2.0285E-05
21.60079,2.0272E-05
21.61068,2.029E-05
21.62069,2.0292E-05
21.63063,2.0281E-05
21.64068,2.0284E-05
21.65092,2.0303E-05
21.66068,2.0322E-05
21.67069,2.0281E-05
21.68229,2.0274E-05
21.69064,2.0284E-05
21.70064,2.0292E-05
21.71082,2.0248E-05
21.72064,2.0238E-05
21.7308,2.0314E-05
21.74067,2.0331E-05
21.75068,2.034E-05
21.76087,2.0293E-05
21.77067,2.0306E-05
21.78069,2.0299E-05
21.79163,2.0294E-05
21.80067,2.0263E-05
21.81068,2.0317E-05
21.8215,2.0301E-05
21.83068,2.028E-05
21.84064,2.0273E-05
21.85089,2.0259E-05
21.86068,2.0273E-05
21.87068,2.0261E-05
21.88064,2.0268E-05
21.89068,2.0284E-05
21.90117,2.0316E-05
21.91063,2.032E-05
21.92068,2.0272E-05
21.93225,2.0313E-05
21.94067,2.0287E-05
21.95068,2.0191E-05
21.96078,2.0295E-05
21.97068,2.0195E-05
21.98064,2.0238E-05
21.99068,2.0254E-05
22.00069,2.0186E-05
22.01088,2.0258E-05
22.02067,2.0279E-05
22.03068,2.0303E-05
22.04146,2.0246E-05
22.05063,2.0235E-05
22.06068,2.02E-05
22.07219,2.0139E-05
22.08064,2.0131E-05
22.09068,2.0215E-05
22.10089,2.0185E-05
22.11068,2.0218E-05
22.12064,2.0241E-05
22.13062,2.0204E-05
22.14064,2.0158E-05
22.15111,2.0257E-05
22.16064,2.0293E-05
22.17068,2.0292E-05
22.18205,2.0296E-05
22.19064,2.0266E-05
22.20068,2.0121E-05
22.21086,2.0217E-05
22.22073,2.0216E-05
22.23067,2.0213E-05
22.24068,2.0224E-05
22.25065,2.0233E-05
22.26076,2.0246E-05
22.27068,2.0283E-05
22.28068,2.0188E-05
22.29146,2.0248E-05
22.30064,2.0199E-05
22.31064,2.0262E-05
22.32151,2.008E-05
22.33068,2.0244E-05
22.34064,2.0234E-05
22.35085,2.0262E-05
22.36068,2.0278E-05
22.37088,2.0317E-05
22.38068,2.0279E-05
22.39068,2.0281E-05
22.40112,2.0287E-05
22.41068,2.0287E-05
22.42064,2.0261E-05
22.43228,2.0284E-05
22.44064,2.0289E-05
22.45068,2.0297E-05
22.46086,2.0259E-05
22.47064,2.0207E-05
22.48065,2.0219E-05
22.49067,2.0186E-05
22.50065,2.0205E-05
22.51081,2.0209E-05
22.52068,2.0172E-05
22.53068,2.0248E-05
22.54139,2.0166E-05
22.55063,2.0155E-05
22.56069,2.0155E-05
22.57149,2.0235E-05
22.58069,2.0148E-05
22.59087,2.0268E-05
22.6008,2.0211E-05
22.61068,2.0214E-05
22.62065,2.0233E-05
22.63067,2.0209E-05
22.64069,2.0228E-05
22.65115,2.0151E-05
22.66067,2.0194E-05
22.67065,2.0189E-05
22.68227,2.0147E-05
22.69064,2.0159E-05
22.70064,2.0219E-05
22.71086,2.0293E-05
22.72069,2.0282E-05
22.73065,2.0224E-05
22.74068,2.0275E-05
22.75069,2.0268E-05
22.76085,2.0224E-05
22.77064,2.0169E-05
22.78064,2.0191E-05
22.79151,2.0133E-05
22.80068,2.0162E-05
22.81068,2.0194E-05
22.82154,2.0199E-05
22.83063,2.0193E-05
22.84065,2.0151E-05
22.85083,2.0189E-05
22.86069,2.0328E-05
22.87064,2.0335E-05
22.88068,2.0317E-05
22.89068,2.0289E-05
22.90113,2.0289E-05
22.91067,2.0336E-05
22.92068,2.0303E-05
22.93204,2.0318E-05
22.94064,2.0288E-05
22.95064,2.0311E-05
22.96074,2.0302E-05
22.97067,2.027E-05
22.98072,2.0245E-05
22.99067,2.0223E-05
23.00065,2.0254E-05
23.01086,2.0234E-05
23.02064,2.0253E-05
23.03064,2.0253E-05
23.0416,2.0216E-05
23.05063,2.0284E-05
23.06064,2.027E-05
23.07146,2.027E-05
23.08068,2.0244E-05
23.09068,2.0291E-05
23.10085,2.0235E-05
23.11068,2.0251E-05
23.12069,2.0256E-05
23.13067,2.0302E-05
23.14068,2.032E-05
23.15109,2.0298E-05
23.16063,2.0343E-05
23.17064,2.0338E-05
23.18204,2.0338E-05
23.19064,2.0328E-05
23.20069,2.0311E-05
23.21085,2.0329E-05
23.22064,2.0333E-05
23.23068,2.0295E-05
23.24068,2.0265E-05
23.25068,2.0299E-05
23.26093,2.0316E-05
23.27063,2.0326E-05
23.28068,2.033E-05
23.29145,2.0301E-05
23.30068,2.0325E-05
23.31069,2.0301E-05
23.32151,2.03E-05
23.33064,2.0333E-05
23.34064,2.0323E-05
23.35084,2.029E-05
23.36064,2.0284E-05
23.37069,2.0286E-05
23.38063,2.027E-05
23.39068,2.0289E-05
23.40113,2.0302E-05
23.41064,2.0326E-05
23.42064,2.0311E-05
23.43224,2.0301E-05
23.44063,2.03E-05
23.45073,2.0328E-05
23.46085,2.0319E-05
23.47068,2.0335E-05
23.48069,2.0312E-05
23.49067,2.0277E-05
23.50069,2.0288E-05
23.51075,2.029E-05
23.52064,2.027E-05
23.53069,2.0268E-05
23.54148,2.0249E-05
23.55064,2.0261E-05
23.56064,2.0282E-05
23.57219,2.0264E-05
23.58064,2.0297E-05
23.59064,2.0287E-05
23.60088,2.0259E-05
23.61069,2.0269E-05
23.62069,2.0252E-05
23.63067,2.0284E-05
23.64069,2.0284E-05
23.65115,2.0194E-05
23.66064,2.0214E-05
23.67064,2.0222E-05
23.68223,2.0231E-05
23.69068,2.0199E-05
23.70068,2.0211E-05
23.71079,2.0252E-05
23.72067,2.0307E-05
23.73093,2.0259E-05
23.74063,2.0311E-05
23.75069,2.0262E-05
23.76087,2.0316E-05
23.77064,2.0297E-05
23.78064,2.0289E-05
23.7917,2.0283E-05
23.80067,2.0311E-05
23.81064,2.0308E-05
23.82219,2.0354E-05
23.83064,2.0306E-05
23.84064,2.0313E-05
23.85089,2.0292E-05
23.86068,2.0294E-05
23.87069,2.0328E-05
23.88067,2.0389E-05
23.89069,2.0328E-05
23.90112,2.0365E-05
23.91068,2.0324E-05
23.92068,2.0299E-05
23.93229,2.0333E-05
23.94067,2.033E-05
23.95068,2.0304E-05
23.96086,2.0339E-05
23.97068,2.0325E-05
23.98069,2.0355E-05
23.99063,2.0369E-05
24.00065,2.0343E-05
24.01068,2.0352E-05
24.02068,2.038E-05
24.03068,2.0292E-05
24.0417,2.0333E-05
24.05067,2.0316E-05
24.06068,2.0324E-05
24.07219,2.0316E-05
24.08068,2.0365E-05
24.09068,2.0383E-05
24.10085,2.0345E-05
24.11063,2.0281E-05
24.12093,2.0312E-05
24.13067,2.0335E-05
24.14065,2.0341E-05
24.15089,2.0272E-05
24.16068,2.0268E-05
24.17063,2.0278E-05
24.18197,2.03E-05
24.19064,2.0315E-05
24.20064,2.025E-05
24.21086,2.0272E-05
24.22071,2.0237E-05
24.23065,2.024E-05
24.24067,2.0207E-05
24.25069,2.0276E-05
24.26083,2.0219E-05
24.27064,2.0306E-05
24.28068,2.0303E-05
24.29146,2.0259E-05
24.30063,2.0336E-05
24.31069,2.0343E-05
24.32149,2.0272E-05
24.33064,2.0254E-05
24.34068,2.0285E-05
24.35089,2.0362E-05
24.36067,2.0307E-05
24.37069,2.0306E-05
24.38067,2.0287E-05
24.39065,2.031E-05
24.40112,2.0326E-05
24.41068,2.0292E-05
24.42063,2.0287E-05
24.43228,2.0288E-05
24.44067,2.0235E-05
24.45064,2.0276E-05
24.46079,2.0251E-05
24.47063,2.0262E-05
24.48089,2.0261E-05
24.49063,2.0232E-05
24.50069,2.024E-05
24.51091,2.0218E-05
24.52068,2.0292E-05
24.53068,2.0232E-05
24.54166,2.0255E-05
24.55067,2.023E-05
24.56063,2.0245E-05
24.57219,2.0291E-05
24.58067,2.0278E-05
24.59069,2.0287E-05
24.60083,2.0336E-05
24.61069,2.0257E-05
24.62068,2.0282E-05
24.63064,2.0287E-05
24.64068,2.0306E-05
24.65108,2.0223E-05
24.66067,2.0218E-05
24.67063,2.0246E-05
24.68226,2.0257E-05
24.69067,2.0183E-05
24.70067,2.0194E-05
24.71082,2.0168E-05
24.72063,2.0235E-05
24.73069,2.0309E-05
24.74067,2.0346E-05
24.75065,2.0322E-05
24.76087,2.0305E-05
24.77068,2.0317E-05
24.78068,2.0229E-05
24.79166,2.0341E-05
24.80067,2.0287E-05
24.81068,2.0262E-05
24.8222,2.0393E-05
24.83063,2.0361E-05
24.84069,2.0372E-05
24.85088,2.0338E-05
24.86065,2.0358E-05
24.87063,2.0322E-05
24.88068,2.0273E-05
24.89068,2.0227E-05
24.90111,2.0201E-05
24.91067,2.0248E-05
24.92063,2.0206E-05
24.93225,2.0246E-05
24.94067,2.0287E-05
24.95063,2.0222E-05
24.96079,2.0205E-05
24.97068,2.0182E-05
24.98069,2.0197E-05
24.99063,2.0158E-05
25.00065,2.0212E-05
25.01087,2.0104E-05
25.02068,2.034E-05
25.03068,2.0374E-05
25.04162,2.0392E-05
25.05067,2.0292E-05
25.06064,2.0295E-05
25.0722,2.0364E-05
25.08067,2.0364E-05
25.09069,2.0298E-05
25.10088,2.0293E-05
25.11065,2.0311E-05
25.12064,2.0306E-05
25.13064,2.0294E-05
25.14065,2.0306E-05
25.15112,2.0302E-05
25.16067,2.0301E-05
25.17067,2.0306E-05
25.18224,2.03E-05
25.19063,2.0287E-05
25.20068,2.0343E-05
25.21086,2.0297E-05
25.22069,2.0226E-05
25.23067,2.0168E-05
25.24069,2.0228E-05
25.25065,2.0222E-05
25.26086,2.0185E-05
25.27067,2.0197E-05
25.28069,2.0157E-05
25.29167,2.0101E-05
25.30064,2.0229E-05
25.31068,2.021E-05
25.3222,2.0259E-05
25.33068,2.0282E-05
25.34064,2.0342E-05
25.35088,2.0336E-05
25.36068,2.0344E-05
25.37065,2.032E-05
25.38067,2.0342E-05
25.39069,2.0312E-05
25.40113,2.0342E-05
25.41068,2.0333E-05
25.42069,2.028E-05
25.43223,2.0234E-05
25.44067,2.0194E-05
25.45065,2.024E-05
25.46086,2.0202E-05
25.47064,2.0232E-05
25.48064,2.0246E-05
25.49067,2.0221E-05
25.50064,2.0226E-05
25.51076,2.027E-05
25.52067,2.0311E-05
25.53068,2.0283E-05
25.54165,2.0311E-05
25.55068,2.0286E-05
25.56064,2.0292E-05
25.57219,2.0281E-05
25.58064,2.0278E-05
25.59068,2.0284E-05
25.60088,2.0314E-05
25.61068,2.0322E-05
25.62065,2.0384E-05
25.63067,2.0325E-05
25.64063,2.029E-05
25.65086,2.0246E-05
25.66067,2.0313E-05
25.67069,2.0223E-05
25.68202,2.028E-05
25.69068,2.0332E-05
25.70068,2.033E-05
25.71085,2.0335E-05
25.72068,2.0316E-05
25.73064,2.0318E-05
25.74068,2.0343E-05
25.75068,2.0303E-05
25.7608,2.0285E-05
25.77063,2.0259E-05
25.78068,2.0271E-05
25.79162,2.0262E-05
25.80067,2.0279E-05
25.81064,2.0296E-05
25.82213,2.0301E-05
25.83067,2.0308E-05
25.84068,2.0307E-05
25.85088,2.0298E-05
25.86068,2.0326E-05
25.87064,2.0285E-05
25.88067,2.0317E-05
25.89068,2.0326E-05
25.90108,2.0333E-05
25.91068,2.0327E-05
25.92064,2.0323E-05
25.93223,2.0358E-05
25.94068,2.0342E-05
25.95064,2.0308E-05
25.96086,2.0311E-05
25.97068,2.0323E-05
25.98069,2.0317E-05
25.99063,2.0306E-05
26.00065,2.0242E-05
26.01089,2.0285E-05
26.02068,2.0271E-05
26.03064,2.0279E-05
26.0417,2.0298E-05
26.05068,2.0288E-05
26.06064,2.0311E-05
26.07151,2.0195E-05
26.08064,2.0249E-05
26.09068,2.0244E-05
26.10089,2.0251E-05
26.11068,2.026E-05
26.12069,2.0235E-05
26.13067,2.0276E-05
26.14069,2.0227E-05
26.15112,2.028E-05
26.16068,2.0268E-05
26.17068,2.0223E-05
26.18223,2.0295E-05
26.19067,2.0284E-05
26.20065,2.0314E-05
26.21081,2.026E-05
26.22068,2.0291E-05
26.23064,2.0317E-05
26.24068,2.0336E-05
26.25064,2.0292E-05
26.26087,2.0322E-05
26.27063,2.0315E-05
26.28064,2.0322E-05
26.29143,2.0333E-05
26.30067,2.0342E-05
26.31068,2.0325E-05
26.32219,2.0349E-05
26.33068,2.0317E-05
26.34064,2.0336E-05
26.35086,2.0328E-05
26.36064,2.0306E-05
26.37069,2.035E-05
26.38063,2.0358E-05
26.39068,2.0343E-05
26.40112,2.0375E-05
26.41067,2.0374E-05
26.42068,2.0331E-05
26.43201,2.0323E-05
26.44068,2.0327E-05
26.45065,2.0342E-05
26.4608,2.0348E-05
26.47064,2.0331E-05
26.48068,2.035E-05
26.49064,2.041E-05
26.50068,2.0331E-05
26.51082,2.0344E-05
26.52063,2.0345E-05
26.53068,2.033E-05
26.54137,2.0317E-05
26.55063,2.0271E-05
26.56069,2.0313E-05
26.57145,2.0286E-05
26.58068,2.0246E-05
26.59063,2.0292E-05
26.60085,2.0292E-05
26.61068,2.0282E-05
26.62069,2.0285E-05
26.63067,2.0251E-05
26.64064,2.026E-05
26.65111,2.0217E-05
26.66064,2.0178E-05
26.67068,2.024E-05
26.68224,2.0245E-05
26.69063,2.0309E-05
26.70064,2.0268E-05
26.71086,2.027E-05
26.72064,2.023E-05
26.7307,2.0306E-05
26.74068,2.0266E-05
26.75068,2.0284E-05
26.7609,2.0277E-05
26.77063,2.0302E-05
26.78068,2.0297E-05
26.79165,2.0291E-05
26.80067,2.0326E-05
26.81068,2.0287E-05
26.82218,2.0311E-05
26.83063,2.0309E-05
26.84065,2.0275E-05
26.85084,2.0322E-05
26.86064,2.03E-05
26.87063,2.0309E-05
26.88064,2.0331E-05
26.89068,2.0344E-05
26.90083,2.0326E-05
26.91067,2.0322E-05
26.92069,2.0306E-05
26.93225,2.0297E-05
26.94064,2.0322E-05
26.95068,2.0289E-05
26.96082,2.0333E-05
26.97064,2.0287E-05
26.98068,2.0317E-05
26.99067,2.0262E-05
27.00069,2.0318E-05
27.01088,2.0297E-05
27.02067,2.0331E-05
27.03065,2.0295E-05
27.04138,2.0295E-05
27.05064,2.0305E-05
27.06064,2.0353E-05
27.07219,2.0237E-05
27.08068,2.0315E-05
27.09068,2.0285E-05
27.10089,2.0292E-05
27.11069,2.0306E-05
27.12069,2.0301E-05
27.13067,2.0284E-05
27.14069,2.0339E-05
27.15112,2.0344E-05
27.16064,2.0269E-05
27.17068,2.0345E-05
27.18228,2.0251E-05
27.19064,2.0251E-05
27.20068,2.0268E-05
27.21082,2.0338E-05
27.22068,2.0228E-05
27.23069,2.0269E-05
27.24067,2.0349E-05
27.25069,2.0354E-05
27.26078,2.0266E-05
27.27068,2.0257E-05
27.28064,2.0268E-05
27.29142,2.0257E-05
27.30068,2.03E-05
27.31065,2.0212E-05
27.32145,2.0238E-05
27.33068,2.0231E-05
27.34064,2.0246E-05
27.35086,2.0189E-05
27.36064,2.0226E-05
27.37065,2.0202E-05
27.38067,2.0227E-05
27.39064,2.0253E-05
27.40082,2.0248E-05
27.41068,2.0245E-05
27.42068,2.0287E-05
27.43228,2.0237E-05
27.44067,2.0244E-05
27.45069,2.0269E-05
27.46081,2.0253E-05
27.47065,2.0335E-05
27.48068,2.0279E-05
27.49065,2.0262E-05
27.50068,2.0259E-05
27.51093,2.0243E-05
27.52067,2.0215E-05
27.53069,2.0188E-05
27.54142,2.0224E-05
27.55064,2.0218E-05
27.56069,2.0247E-05
27.57219,2.0173E-05
27.58064,2.0226E-05
27.59064,2.0193E-05
27.60088,2.0224E-05
27.61068,2.0186E-05
27.62069,2.0182E-05
27.63067,2.0227E-05
27.64069,2.0228E-05
27.65086,2.0305E-05
27.66069,2.0303E-05
27.67064,2.0284E-05
27.6822,2.0307E-05
27.69067,2.0314E-05
27.70065,2.0321E-05
27.71084,2.024E-05
27.72065,2.0219E-05
27.73093,2.0243E-05
27.74067,2.0227E-05
27.75068,2.0224E-05
27.76089,2.0275E-05
27.77068,2.028E-05
27.78064,2.0261E-05
27.79147,2.0265E-05
27.80068,2.0216E-05
27.81068,2.0276E-05
27.82219,2.021E-05
27.83064,2.024E-05
27.84068,2.0221E-05
27.85085,2.0202E-05
27.86064,2.0254E-05
27.87069,2.022E-05
27.88067,2.0231E-05
27.89068,2.0203E-05
27.90107,2.0191E-05
27.91063,2.0311E-05
27.92063,2.0235E-05
27.93224,2.0198E-05
27.94067,2.0174E-05
27.95068,2.0197E-05
27.96082,2.0213E-05
27.97064,2.0287E-05
27.98068,2.0166E-05
27.99068,2.0188E-05
28.00068,2.0192E-05
28.01088,2.0181E-05
28.02067,2.0294E-05
28.03064,2.0251E-05
28.04136,2.0295E-05
28.05068,2.0207E-05
28.06064,2.0235E-05
28.07219,2.0203E-05
28.08068,2.025E-05
28.09068,2.021E-05
28.10087,2.0238E-05
28.11068,2.0225E-05
28.12068,2.0215E-05
28.13068,2.0216E-05
28.14068,2.0231E-05
28.15112,2.0198E-05
28.16063,2.0243E-05
28.17064,2.0265E-05
28.1823,2.0255E-05
28.19068,2.0233E-05
28.20068,2.0227E-05
28.21085,2.0272E-05
28.22068,2.0236E-05
28.23068,2.0229E-05
28.24067,2.0229E-05
28.25069,2.0247E-05
28.26083,2.0257E-05
28.27067,2.0241E-05
28.28065,2.024E-05
28.29145,2.0223E-05
28.30068,2.0275E-05
28.31068,2.024E-05
28.32219,2.026E-05
28.33068,2.0273E-05
28.34088,2.0245E-05
28.35085,2.0258E-05
28.36069,2.0229E-05
28.37085,2.0232E-05
28.38068,2.0249E-05
28.39064,2.027E-05
28.4011,2.0205E-05
28.41068,2.0204E-05
28.42068,2.0231E-05
28.43224,2.0226E-05
28.44067,2.0207E-05
28.45068,2.0232E-05
28.46086,2.0197E-05
28.47072,2.0216E-05
28.48069,2.0174E-05
28.49067,2.0321E-05
28.50068,2.0298E-05
28.51068,2.0343E-05
28.52068,2.0238E-05
28.53064,2.0235E-05
28.54171,2.0293E-05
28.55068,2.029E-05
28.56068,2.0295E-05
28.57154,2.0297E-05
28.58067,2.0248E-05
28.59064,2.0293E-05
28.60084,2.026E-05
28.61068,2.0251E-05
28.62068,2.028E-05
28.63067,2.0281E-05
28.64068,2.0229E-05
28.65107,2.0264E-05
28.66064,2.0247E-05
28.67068,2.022E-05
28.68195,2.0213E-05
28.69064,2.0224E-05
28.70068,2.0216E-05
28.71081,2.0261E-05
28.72064,2.0269E-05
28.73064,2.0249E-05
28.74067,2.0297E-05
28.75064,2.0237E-05
28.76087,2.027E-05
28.77067,2.0287E-05
28.78068,2.0224E-05
28.79137,2.0215E-05
28.80064,2.0223E-05
28.81068,2.0257E-05
28.82211,2.0317E-05
28.83068,2.0344E-05
28.84064,2.0344E-05
28.85084,2.0339E-05
28.86064,2.0361E-05
28.87068,2.0374E-05
28.88067,2.0284E-05
28.89064,2.0219E-05
28.90111,2.028E-05
28.91068,2.0291E-05
28.92068,2.029E-05
28.93223,2.0252E-05
28.94068,2.0332E-05
28.95068,2.0364E-05
28.96084,2.0295E-05
28.97068,2.0269E-05
28.98068,2.0276E-05
28.99068,2.0312E-05
29.00068,2.0328E-05
29.01092,2.0252E-05
29.02068,2.0299E-05
29.03064,2.0343E-05
29.04162,2.0312E-05
29.05064,2.0299E-05
29.06064,2.0279E-05
29.07217,2.0267E-05
29.08064,2.0202E-05
29.09068,2.024E-05
29.10083,2.0272E-05
29.11068,2.0309E-05
29.12064,2.0273E-05
29.13067,2.0242E-05
29.14068,2.0314E-05
29.15112,2.03E-05
29.16063,2.0224E-05
29.17068,2.0331E-05
29.18201,2.031E-05
29.19064,2.0312E-05
29.20068,2.029E-05
29.21085,2.0313E-05
29.22068,2.0262E-05
29.23089,2.0276E-05
29.24064,2.028E-05
29.25064,2.0287E-05
29.26092,2.0395E-05
29.27068,2.0336E-05
29.28064,2.0336E-05
29.29158,2.0317E-05
29.30063,2.0333E-05
29.31068,2.0345E-05
29.32218,2.0349E-05
29.33064,2.0296E-05
29.34068,2.0246E-05
29.35085,2.0323E-05
29.36064,2.0328E-05
29.37064,2.0354E-05
29.38067,2.0306E-05
29.39068,2.0337E-05
29.40107,2.0321E-05
29.41067,2.0305E-05
29.42068,2.0262E-05
29.43227,2.0271E-05
29.44063,2.0244E-05
29.45064,2.0233E-05
29.46082,2.025E-05
29.47068,2.0258E-05
29.48069,2.0258E-05
29.49068,2.0256E-05
29.50064,2.0255E-05
29.51093,2.0229E-05
29.52068,2.0252E-05
29.53064,2.0208E-05
29.54162,2.0236E-05
29.55064,2.0259E-05
29.56068,2.0249E-05
29.57219,2.0244E-05
29.58068,2.0288E-05
29.59064,2.0223E-05
29.60088,2.0316E-05
29.61068,2.0351E-05
29.62068,2.0308E-05
29.63064,2.0268E-05
29.64068,2.0351E-05
29.65082,2.0294E-05
29.66064,2.0289E-05
29.67064,2.0277E-05
29.6822,2.0286E-05
29.69064,2.0245E-05
29.70068,2.0221E-05
29.71085,2.0167E-05
29.72064,2.0259E-05
29.73068,2.0189E-05
29.74068,2.012E-05
29.75122,2.0137E-05
29.7608,2.0186E-05
29.77067,2.023E-05
29.78069,2.0206E-05
29.79168,2.02E-05
29.80068,2.0171E-05
29.81068,2.0223E-05
29.82219,2.0221E-05
29.83068,2.0223E-05
29.84068,2.0206E-05
29.85089,2.0231E-05
29.86064,2.0215E-05
29.87069,2.0197E-05
29.88067,2.0211E-05
29.89068,2.0173E-05
29.90107,2.0197E-05
29.91063,2.017E-05
29.92064,2.011E-05
29.93215,2.0104E-05
29.94067,2.0084E-05
29.95068,2.0058E-05
29.96086,2.0069E-05
29.97068,2.003E-05
29.98077,2.0112E-05
29.99067,2.0127E-05
30.00068,2.0125E-05
30.01083,2.0166E-05
30.02063,2.0131E-05
30.03068,2.0159E-05
30.04162,2.0151E-05
30.05063,2.018E-05
30.06069,2.0181E-05
30.07218,2.0158E-05
30.08068,2.0142E-05
30.09068,2.0265E-05
30.10085,2.0243E-05
30.11068,2.0251E-05
30.12068,2.0284E-05
30.13063,2.0298E-05
30.14064,2.0207E-05
30.15111,2.0213E-05
30.16063,2.0207E-05
30.17068,2.024E-05
30.18224,2.0242E-05
30.19063,2.0137E-05
30.20068,2.0169E-05
30.21077,2.0238E-05
30.22068,2.0177E-05
30.23068,2.0183E-05
30.24068,2.0211E-05
30.25064,2.0199E-05
30.26087,2.0174E-05
30.27068,2.015E-05
30.28068,2.0123E-05
30.29143,2.0153E-05
30.30064,2.0192E-05
30.31068,2.0153E-05
30.32216,2.0203E-05
30.33064,2.0207E-05
30.34068,2.0185E-05
30.35088,2.0187E-05
30.36068,2.0181E-05
30.37068,2.0195E-05
30.38063,2.018E-05
30.39068,2.0117E-05
30.40084,2.0148E-05
30.41064,2.0183E-05
30.42069,2.0177E-05
30.43222,2.0206E-05
30.44068,2.02E-05
30.45064,2.0202E-05
30.46086,2.0227E-05
30.47068,2.0203E-05
30.48068,2.0191E-05
30.49068,2.0178E-05
30.50065,2.0134E-05
30.51068,2.014E-05
30.52064,2.0149E-05
30.53064,2.0136E-05
30.54137,2.0212E-05
30.55068,2.0158E-05
30.56068,2.0145E-05
30.57214,2.0127E-05
30.58068,2.0138E-05
30.59064,2.0112E-05
30.60085,2.0148E-05
30.61068,2.0158E-05
30.62064,2.0117E-05
30.63062,2.0126E-05
30.64064,2.0093E-05
30.65106,2.0128E-05
30.66063,2.0134E-05
30.67068,2.0154E-05
30.6822,2.0141E-05
30.69067,2.015E-05
30.70068,2.0129E-05
30.71081,2.0082E-05
30.72068,2.0062E-05
30.73069,2.0197E-05
30.74063,2.0139E-05
30.75068,2.0232E-05
30.76085,2.0155E-05
30.77063,2.008E-05
30.78068,2.0122E-05
30.79133,2.0123E-05
30.80068,2.012E-05
30.81069,2.0164E-05
30.82213,2.007E-05
30.83064,2.015E-05
30.84068,2.0107E-05
30.85085,2.0129E-05
30.86068,2.0154E-05
30.87068,2.0155E-05
30.88064,2.0162E-05
30.89064,2.0173E-05
30.90115,2.0188E-05
30.91064,2.0128E-05
30.92064,2.0227E-05
30.93192,2.019E-05
30.94068,2.0173E-05
30.95064,2.0206E-05
30.96085,2.019E-05
30.97064,2.015E-05
30.98064,2.0142E-05
30.99064,2.0172E-05
31.00068,2.0189E-05
31.01083,2.0165E-05
31.02067,2.0131E-05
31.03068,2.0155E-05
31.04137,2.0163E-05
31.05067,2.0221E-05
31.06069,2.0186E-05
31.07219,2.022E-05
31.08068,2.0214E-05
31.09069,2.0226E-05
31.10084,2.0255E-05
31.11068,2.029E-05
