Setup title,"I/V-t Sampling_250s_dark_-3V"
143.50064,-0.00056572
143.51069,-0.00056573
143.52067,-0.00056587
143.53069,-0.00056575
143.54085,-0.00056611
143.55067,-0.0005657
143.56068,-0.00056641
143.57165,-0.00056615
143.58063,-0.0005661
143.59064,-0.00056596
143.60155,-0.00056621
143.61068,-0.00056604
143.62064,-0.00056642
143.6308,-0.00056605
143.64068,-0.00056624
143.65064,-0.00056626
143.66068,-0.00056653
143.67068,-0.00056622
143.68115,-0.00056647
143.69067,-0.00056583
143.70068,-0.0005667
143.71227,-0.00056628
143.72063,-0.00056658
143.73064,-0.000566
143.74077,-0.00056648
143.75064,-0.00056559
143.76068,-0.00056624
143.77063,-0.00056617
143.78064,-0.00056619
143.79091,-0.00056609
143.80063,-0.00056626
143.81068,-0.00056616
143.82159,-0.00056616
143.83063,-0.00056584
143.84068,-0.00056656
143.85147,-0.00056606
143.86063,-0.00056624
143.87089,-0.0005662
143.88085,-0.00056565
143.89068,-0.00056557
143.90064,-0.00056587
143.91067,-0.00056571
143.92069,-0.00056663
143.93113,-0.00056604
143.94067,-0.00056603
143.95068,-0.00056596
143.96204,-0.00056588
143.97063,-0.00056609
143.98068,-0.00056615
143.99082,-0.00056614
144.00068,-0.00056629
144.01069,-0.00056582
144.02067,-0.00056632
144.03068,-0.00056587
144.04082,-0.00056619
144.05067,-0.00056577
144.06069,-0.00056635
144.07168,-0.00056607
144.08067,-0.00056594
144.09064,-0.00056567
144.1022,-0.0005658
144.11064,-0.00056614
144.12064,-0.00056636
144.13088,-0.00056606
144.14068,-0.00056637
144.15069,-0.00056577
144.16068,-0.00056612
144.17069,-0.0005664
144.18085,-0.00056658
144.19068,-0.00056629
144.20069,-0.00056653
144.21223,-0.00056628
144.22064,-0.00056636
144.23064,-0.00056596
144.24085,-0.00056574
144.25068,-0.00056606
144.26068,-0.00056638
144.27067,-0.00056629
144.28064,-0.0005668
144.29068,-0.00056611
144.30063,-0.00056614
144.31068,-0.00056613
144.32161,-0.000566
144.33067,-0.00056615
144.34068,-0.00056609
144.35222,-0.00056587
144.36067,-0.00056585
144.37068,-0.00056573
144.38085,-0.00056587
144.39064,-0.0005659
144.40069,-0.00056611
144.41063,-0.00056573
144.42068,-0.00056622
144.43114,-0.00056572
144.44063,-0.00056623
144.45069,-0.00056562
144.462,-0.00056567
144.47063,-0.00056584
144.48065,-0.00056578
144.49081,-0.00056592
144.50069,-0.00056629
144.51068,-0.0005659
144.52063,-0.0005663
144.53064,-0.00056607
144.54068,-0.00056602
144.55064,-0.00056589
144.56068,-0.00056602
144.57167,-0.00056594
144.58068,-0.00056627
144.59069,-0.00056596
144.60147,-0.00056641
144.61064,-0.00056604
144.62064,-0.000566
144.63087,-0.00056616
144.64068,-0.00056613
144.65068,-0.00056633
144.66063,-0.00056664
144.67069,-0.00056592
144.68112,-0.00056571
144.69063,-0.00056569
144.70068,-0.00056601
144.71223,-0.0005661
144.72067,-0.00056643
144.73065,-0.0005658
144.74081,-0.00056583
144.75065,-0.00056572
144.76069,-0.00056588
144.77063,-0.00056588
144.78069,-0.00056622
144.79091,-0.00056593
144.80063,-0.00056617
144.81069,-0.00056606
144.82166,-0.00056548
144.83069,-0.00056602
144.84068,-0.00056632
144.85221,-0.0005662
144.86064,-0.00056626
144.87063,-0.00056607
144.88081,-0.00056647
144.89065,-0.00056618
144.90069,-0.00056613
144.91063,-0.00056587
144.92069,-0.00056621
144.93115,-0.00056624
144.94063,-0.00056636
144.95069,-0.000566
144.96203,-0.00056643
144.97068,-0.00056621
144.98068,-0.00056612
144.99086,-0.00056632
145.00068,-0.00056638
145.01069,-0.0005663
145.02063,-0.00056631
145.03068,-0.00056577
145.04088,-0.00056587
145.05067,-0.00056574
145.06064,-0.00056675
145.07142,-0.00056656
145.08064,-0.00056612
145.09064,-0.0005658
145.10148,-0.00056599
145.11064,-0.00056626
145.12064,-0.00056596
145.13086,-0.00056558
145.14069,-0.00056642
145.15069,-0.0005658
145.16063,-0.00056528
145.17069,-0.00056489
145.18115,-0.00056541
145.19065,-0.00056572
145.20068,-0.00056582
145.21203,-0.00056619
145.22064,-0.00056584
145.23068,-0.00056545
145.24086,-0.00056593
145.25069,-0.000566
145.26064,-0.00056619
145.27068,-0.00056597
145.28068,-0.00056661
145.29089,-0.00056631
145.30067,-0.00056643
145.31064,-0.00056661
145.32165,-0.00056599
145.33064,-0.0005664
145.34068,-0.00056614
145.35155,-0.00056642
145.36069,-0.00056641
145.37068,-0.00056636
145.38086,-0.00056643
145.39069,-0.00056622
145.40065,-0.00056653
145.41067,-0.00056676
145.42065,-0.00056678
145.4311,-0.00056638
145.44064,-0.00056605
145.45064,-0.00056671
145.46229,-0.00056623
145.47068,-0.00056636
145.48064,-0.00056636
145.49086,-0.00056661
145.50069,-0.0005667
145.51069,-0.00056609
145.52063,-0.00056631
145.53069,-0.00056653
145.54064,-0.00056641
145.55068,-0.0005664
145.56064,-0.000566
145.57161,-0.00056651
145.58068,-0.00056587
145.59068,-0.00056612
145.60155,-0.00056616
145.61064,-0.00056641
145.62068,-0.00056592
145.63085,-0.00056624
145.64069,-0.00056631
145.65064,-0.00056625
145.66068,-0.00056625
145.67068,-0.00056642
145.68114,-0.00056652
145.69063,-0.00056619
145.70069,-0.00056598
145.71199,-0.00056665
145.72068,-0.00056603
145.73068,-0.00056653
145.74082,-0.00056604
145.75069,-0.00056638
145.76069,-0.00056619
145.77063,-0.00056656
145.78069,-0.00056613
145.79081,-0.00056673
145.80064,-0.00056565
145.81064,-0.00056621
145.82162,-0.00056602
145.83064,-0.00056611
145.84068,-0.00056667
145.85222,-0.00056666
145.86065,-0.00056656
145.87068,-0.00056679
145.88086,-0.00056606
145.89065,-0.00056662
145.90069,-0.00056602
145.91063,-0.00056651
145.92069,-0.00056592
145.93083,-0.00056656
145.94069,-0.0005662
145.95069,-0.00056638
145.96228,-0.00056646
145.97064,-0.00056667
145.98064,-0.00056646
145.99082,-0.0005665
146.00065,-0.00056569
146.01065,-0.0005662
146.02067,-0.00056623
146.03065,-0.00056644
146.0408,-0.00056559
146.05063,-0.00056626
146.06069,-0.00056633
146.07163,-0.00056637
146.08064,-0.00056634
146.09068,-0.00056656
146.10222,-0.0005664
146.11064,-0.00056658
146.12068,-0.00056671
146.13086,-0.00056645
146.14065,-0.00056668
146.15069,-0.00056653
146.16063,-0.00056606
146.17069,-0.0005662
146.18091,-0.00056617
146.19064,-0.00056619
146.20064,-0.00056601
146.21227,-0.00056671
146.22067,-0.00056631
146.23069,-0.00056632
146.24076,-0.0005663
146.25069,-0.00056653
146.26064,-0.00056601
146.27068,-0.00056706
146.28068,-0.00056651
146.29065,-0.00056673
146.30064,-0.00056619
146.31069,-0.00056666
146.32164,-0.00056624
146.33068,-0.00056682
146.34068,-0.00056657
146.35222,-0.00056693
146.36068,-0.00056658
146.37068,-0.00056681
146.38088,-0.00056619
146.39069,-0.00056642
146.40069,-0.00056629
146.41067,-0.00056643
146.42065,-0.00056609
146.43111,-0.00056648
146.44068,-0.00056593
146.45068,-0.00056658
146.46206,-0.00056644
146.47069,-0.00056625
146.48068,-0.00056643
146.49086,-0.00056602
146.50069,-0.00056582
146.51069,-0.00056675
146.52067,-0.00056636
146.53065,-0.00056628
146.54088,-0.00056614
146.55067,-0.00056614
146.56069,-0.00056614
146.57162,-0.00056688
146.58069,-0.00056653
146.59064,-0.00056654
146.60156,-0.00056617
146.61064,-0.00056663
146.62064,-0.00056583
146.63086,-0.00056644
146.64069,-0.00056644
146.65093,-0.00056665
146.66063,-0.00056638
146.67068,-0.00056644
146.68105,-0.00056616
146.69063,-0.00056635
146.70068,-0.00056639
146.71226,-0.00056668
146.72064,-0.00056602
146.73064,-0.00056637
146.74086,-0.00056591
146.75064,-0.00056598
146.76065,-0.00056606
146.77063,-0.00056631
146.78065,-0.00056623
146.7908,-0.00056683
146.80063,-0.00056602
146.81069,-0.00056679
146.82144,-0.00056655
146.83064,-0.00056656
146.84063,-0.00056651
146.85222,-0.00056673
146.86069,-0.00056615
146.87064,-0.00056646
146.88088,-0.00056629
146.89069,-0.00056614
146.90065,-0.00056599
146.91067,-0.00056644
146.92064,-0.00056588
146.93083,-0.0005666
146.94064,-0.00056599
146.95064,-0.00056624
146.96222,-0.00056548
146.97068,-0.00056611
146.98068,-0.00056569
146.99085,-0.00056634
147.00064,-0.00056638
147.01065,-0.00056624
147.02067,-0.00056623
147.03069,-0.00056653
147.04086,-0.00056631
147.05067,-0.00056675
147.06069,-0.00056587
147.07163,-0.00056668
147.08068,-0.00056621
147.09068,-0.00056658
147.10221,-0.00056626
147.11065,-0.00056669
147.12068,-0.00056618
147.13088,-0.00056631
147.14068,-0.00056613
147.15065,-0.0005666
147.16063,-0.00056618
147.17069,-0.00056674
147.18114,-0.00056617
147.19064,-0.00056689
147.20068,-0.0005664
147.21228,-0.00056652
147.22069,-0.00056616
147.23068,-0.00056665
147.24082,-0.00056634
147.25069,-0.0005665
147.26069,-0.00056614
147.27067,-0.00056681
147.28065,-0.00056617
147.29086,-0.00056624
147.30063,-0.00056615
147.31065,-0.00056648
147.32144,-0.0005662
147.33069,-0.00056669
147.34064,-0.00056648
147.35221,-0.00056671
147.36068,-0.00056589
147.37068,-0.00056645
147.38087,-0.00056606
147.39065,-0.00056631
147.4007,-0.00056614
147.41063,-0.00056647
147.42069,-0.00056624
147.43086,-0.00056636
147.44063,-0.0005664
147.45064,-0.00056629
147.46217,-0.0005658
147.47063,-0.00056628
147.48064,-0.00056614
147.49085,-0.00056668
147.50068,-0.00056618
147.51065,-0.0005665
147.52063,-0.00056585
147.53068,-0.00056631
147.5408,-0.00056592
147.55067,-0.00056611
147.56064,-0.00056587
147.57161,-0.00056653
147.58064,-0.00056572
147.59068,-0.0005664
147.60222,-0.00056613
147.61064,-0.00056602
147.62068,-0.00056602
147.63086,-0.00056657
147.64069,-0.00056511
147.65069,-0.00056653
147.66067,-0.00056609
147.67069,-0.0005667
147.68087,-0.000566
147.69064,-0.00056634
147.70063,-0.00056611
147.71197,-0.00056654
147.72069,-0.00056631
147.73068,-0.00056627
147.74079,-0.00056525
147.75069,-0.00056646
147.76065,-0.00056619
147.77063,-0.00056634
147.78064,-0.0005659
147.79093,-0.00056604
147.80068,-0.00056548
147.81068,-0.0005667
147.82159,-0.00056628
147.83064,-0.00056653
147.84068,-0.00056655
147.85216,-0.00056681
147.86064,-0.00056632
147.87064,-0.000567
147.88086,-0.00056652
147.89069,-0.00056705
147.90072,-0.00056594
147.91067,-0.00056633
147.92065,-0.0005663
147.93107,-0.00056669
147.94067,-0.00056614
147.95065,-0.00056701
147.9623,-0.00056648
147.97064,-0.00056659
147.98064,-0.00056611
147.99082,-0.00056637
148.00065,-0.00056614
148.01092,-0.00056708
148.02063,-0.00056614
148.03069,-0.00056663
148.04086,-0.00056576
148.05067,-0.00056654
148.06069,-0.00056571
148.07161,-0.00056648
148.08064,-0.00056585
148.09068,-0.00056608
148.1022,-0.00056574
148.11068,-0.00056697
148.12064,-0.00056652
148.13089,-0.00056702
148.14065,-0.00056626
148.15069,-0.00056639
148.16067,-0.00056559
148.17065,-0.00056644
148.18114,-0.00056594
148.19069,-0.00056626
148.20068,-0.00056546
148.21198,-0.00056646
148.22064,-0.00056541
148.23064,-0.00056678
148.24086,-0.00056604
148.25065,-0.00056646
148.26069,-0.0005654
148.27063,-0.00056619
148.28065,-0.00056605
148.29086,-0.00056648
148.30063,-0.00056622
148.31069,-0.00056646
148.32164,-0.00056575
148.33068,-0.00056631
148.34068,-0.00056582
148.35153,-0.0005666
148.36068,-0.00056543
148.37068,-0.00056615
148.3809,-0.00056533
148.39069,-0.00056585
148.40065,-0.00056579
148.41067,-0.00056634
148.42069,-0.00056591
148.43086,-0.00056616
148.44064,-0.00056585
148.45068,-0.00056602
148.46199,-0.00056597
148.47064,-0.00056617
148.48068,-0.0005658
148.49086,-0.00056592
148.50065,-0.00056578
148.51065,-0.00056629
148.52069,-0.00056609
148.53065,-0.00056613
148.54089,-0.00056608
148.55064,-0.00056621
148.56068,-0.00056548
148.57163,-0.00056651
148.58064,-0.00056577
148.59064,-0.00056633
148.60216,-0.00056558
148.61065,-0.00056719
148.62068,-0.00056574
148.63086,-0.00056585
148.64065,-0.00056582
148.65069,-0.00056613
148.66063,-0.00056584
148.67069,-0.00056622
148.68109,-0.00056565
148.69064,-0.00056565
148.70064,-0.00056582
148.71219,-0.00056599
148.72069,-0.00056557
148.73068,-0.00056592
148.74076,-0.00056562
148.75069,-0.00056638
148.76065,-0.00056583
148.77067,-0.00056619
148.78065,-0.00056573
148.79093,-0.00056638
148.80068,-0.00056537
148.81064,-0.00056626
148.82162,-0.00056535
148.83064,-0.00056636
148.84068,-0.0005654
148.85216,-0.0005663
148.86064,-0.00056589
148.87068,-0.00056652
148.88086,-0.00056599
148.89069,-0.00056621
148.90071,-0.00056606
148.91063,-0.00056623
148.92069,-0.00056591
148.93089,-0.00056632
148.94069,-0.0005655
148.95068,-0.00056634
148.96197,-0.00056651
148.97064,-0.00056661
148.98068,-0.00056582
148.99086,-0.00056632
149.00065,-0.0005656
149.01069,-0.00056618
149.02067,-0.0005657
149.03069,-0.0005663
149.04085,-0.00056565
149.05063,-0.00056668
149.06069,-0.00056638
149.07168,-0.00056634
149.08069,-0.00056571
149.09068,-0.00056689
149.1022,-0.00056617
149.11069,-0.00056662
149.12068,-0.00056606
149.13086,-0.00056626
149.14069,-0.00056567
149.15069,-0.00056628
149.16067,-0.00056588
149.17069,-0.00056648
149.1811,-0.0005659
149.19069,-0.00056658
149.20068,-0.00056599
149.21224,-0.00056635
149.22064,-0.00056592
149.23064,-0.00056618
149.24086,-0.00056593
149.25065,-0.00056616
149.26069,-0.00056603
149.27067,-0.00056638
149.28069,-0.00056567
149.29088,-0.00056642
149.30067,-0.0005661
149.31065,-0.00056621
149.32164,-0.00056558
149.33064,-0.00056668
149.34064,-0.00056577
149.35216,-0.0005662
149.36069,-0.00056592
149.37068,-0.00056616
149.38086,-0.0005657
149.39065,-0.00056655
149.40069,-0.00056575
149.41063,-0.00056638
149.42065,-0.00056548
149.4311,-0.00056653
149.44063,-0.00056592
149.45068,-0.00056613
149.46197,-0.00056606
149.47069,-0.00056614
149.48068,-0.0005656
149.49086,-0.00056609
149.50065,-0.00056575
149.51065,-0.00056592
149.52067,-0.000566
149.53069,-0.00056582
149.54086,-0.0005659
149.55067,-0.00056609
149.56065,-0.00056548
149.57161,-0.00056599
149.58064,-0.00056607
149.59068,-0.00056596
149.60148,-0.00056553
149.61065,-0.00056612
149.62064,-0.00056564
149.63087,-0.00056673
149.64065,-0.00056557
149.65065,-0.00056606
149.66063,-0.00056575
149.67069,-0.00056623
149.68113,-0.00056594
149.69068,-0.00056627
149.70068,-0.0005655
149.71199,-0.00056629
149.72069,-0.00056598
149.73068,-0.00056668
149.74086,-0.00056594
149.75069,-0.00056621
149.76065,-0.00056613
149.77063,-0.00056636
149.78065,-0.00056604
149.79088,-0.00056649
149.80064,-0.0005662
149.81064,-0.00056629
149.8216,-0.00056605
149.83068,-0.00056608
149.84068,-0.00056599
149.85219,-0.00056589
149.86064,-0.00056563
149.87068,-0.00056595
149.88086,-0.00056518
149.89065,-0.00056589
149.90065,-0.00056582
149.91063,-0.00056599
149.92069,-0.00056562
149.93109,-0.00056595
149.94064,-0.00056597
149.95068,-0.00056602
149.962,-0.00056597
149.97069,-0.00056639
149.98068,-0.0005656
149.99086,-0.00056644
150.00065,-0.00056587
150.01065,-0.00056647
150.02067,-0.00056609
150.03065,-0.00056621
150.04091,-0.00056609
150.05067,-0.0005665
150.06065,-0.00056578
150.07161,-0.00056658
150.08068,-0.00056581
150.09068,-0.00056592
150.10216,-0.00056614
150.11068,-0.00056644
150.12068,-0.00056567
150.13086,-0.00056581
150.14069,-0.00056588
150.15069,-0.00056586
150.16067,-0.0005657
150.17065,-0.00056627
150.18085,-0.00056573
150.19065,-0.00056601
150.20069,-0.00056589
150.21224,-0.00056588
150.22069,-0.000566
150.23068,-0.00056643
150.24085,-0.00056586
150.25065,-0.00056658
150.26069,-0.00056562
150.27063,-0.00056596
150.28063,-0.00056613
150.29069,-0.00056631
150.30067,-0.00056561
150.31069,-0.00056616
150.32137,-0.00056651
150.33069,-0.00056648
150.34068,-0.00056596
150.35215,-0.00056684
150.36068,-0.00056629
150.37068,-0.0005668
150.38093,-0.00056663
150.39068,-0.00056685
150.40065,-0.00056619
150.41067,-0.0005669
150.42069,-0.00056566
150.43111,-0.00056538
150.44068,-0.00056582
150.45068,-0.00056606
150.46207,-0.00056611
150.47069,-0.00056652
150.48068,-0.00056604
150.49082,-0.00056653
150.50069,-0.00056631
150.51069,-0.00056643
150.52063,-0.00056653
150.53069,-0.00056666
150.54085,-0.00056651
150.55063,-0.00056609
150.56069,-0.0005662
150.57163,-0.00056606
150.58068,-0.00056594
150.59064,-0.00056609
150.60222,-0.00056604
150.61064,-0.00056592
150.62068,-0.00056618
150.63086,-0.00056629
150.64069,-0.00056538
150.65069,-0.0005668
150.66063,-0.00056634
150.67069,-0.00056634
150.68106,-0.00056635
150.69068,-0.0005663
150.70068,-0.00056576
150.71227,-0.00056653
150.72064,-0.00056645
150.73068,-0.00056636
150.74086,-0.00056603
150.75069,-0.00056635
150.76069,-0.00056634
150.77067,-0.00056611
150.78064,-0.00056611
150.79079,-0.00056606
150.80063,-0.00056572
150.81065,-0.00056599
150.8214,-0.00056609
150.83069,-0.00056635
150.84063,-0.00056599
150.85214,-0.00056592
150.86068,-0.00056644
150.87068,-0.00056647
150.88086,-0.00056665
150.89068,-0.00056651
150.90065,-0.00056592
150.91063,-0.00056599
150.92069,-0.0005662
150.93113,-0.00056603
150.94068,-0.00056613
150.95064,-0.00056624
150.96198,-0.00056616
150.97069,-0.00056682
150.98068,-0.00056646
150.99086,-0.00056642
151.00069,-0.0005664
151.01065,-0.00056594
151.02063,-0.00056616
151.03069,-0.00056611
151.04069,-0.00056601
151.05069,-0.00056622
151.06069,-0.00056626
151.07141,-0.00056596
151.08064,-0.00056625
151.09068,-0.0005663
151.10217,-0.00056618
151.11064,-0.00056624
151.12064,-0.000566
151.13086,-0.0005658
151.14065,-0.00056631
151.15065,-0.00056636
151.16067,-0.00056599
151.17069,-0.00056651
151.18088,-0.00056611
151.19064,-0.00056612
151.20068,-0.00056621
151.21204,-0.0005666
151.22069,-0.00056632
151.23068,-0.00056651
151.24086,-0.00056613
151.25068,-0.00056596
151.26069,-0.00056602
151.27067,-0.00056585
151.28069,-0.00056606
151.29092,-0.00056608
151.30063,-0.00056565
151.31065,-0.00056609
151.32163,-0.00056603
151.33068,-0.00056562
151.34068,-0.00056628
151.35216,-0.00056607
151.36069,-0.00056589
151.37068,-0.00056611
151.38081,-0.00056645
151.39069,-0.00056582
151.40069,-0.00056606
151.41067,-0.00056665
151.42065,-0.00056618
151.43109,-0.00056517
151.44068,-0.00056526
151.45068,-0.00056548
151.46225,-0.00056661
151.47068,-0.00056604
151.48064,-0.00056638
151.49086,-0.00056608
151.50069,-0.0005663
151.51065,-0.00056635
151.52067,-0.00056645
151.53069,-0.00056616
151.54085,-0.00056608
151.55067,-0.00056621
151.56069,-0.00056647
151.57136,-0.0005662
151.58068,-0.00056638
151.59063,-0.00056613
151.60217,-0.00056651
151.61064,-0.00056619
151.62068,-0.00056612
151.63086,-0.00056624
151.64069,-0.00056623
151.65069,-0.00056651
151.66063,-0.0005662
151.67069,-0.00056631
151.6808,-0.00056663
151.69065,-0.00056632
151.70065,-0.0005667
151.71221,-0.00056616
151.72068,-0.00056644
151.73068,-0.0005661
151.74081,-0.00056638
151.75065,-0.00056614
151.76069,-0.0005662
151.77067,-0.00056611
151.78065,-0.0005663
151.7909,-0.00056628
151.80063,-0.00056625
151.81069,-0.00056667
151.82141,-0.00056628
151.83064,-0.00056603
151.84063,-0.00056624
151.85148,-0.00056614
151.86064,-0.00056623
151.87067,-0.00056592
151.88089,-0.00056603
151.89069,-0.00056587
151.90065,-0.00056596
151.91067,-0.00056619
151.92069,-0.00056604
151.93078,-0.00056636
151.94069,-0.00056629
151.95069,-0.00056631
151.96199,-0.00056591
151.97068,-0.00056589
151.98064,-0.0005665
151.99082,-0.0005664
152.00065,-0.00056643
152.01065,-0.0005664
152.02067,-0.00056612
152.03069,-0.00056616
152.04092,-0.00056614
152.05067,-0.00056621
152.06069,-0.00056568
152.07157,-0.00056603
152.08068,-0.00056613
152.09068,-0.00056618
152.10221,-0.00056638
152.11068,-0.00056585
152.12068,-0.00056641
152.13086,-0.00056612
152.14065,-0.00056638
152.15069,-0.00056626
152.16063,-0.00056638
152.17069,-0.00056587
152.1811,-0.00056625
152.19068,-0.0005659
152.20068,-0.00056523
152.21222,-0.00056547
152.22064,-0.00056675
152.23064,-0.00056621
152.24082,-0.00056666
152.25069,-0.00056634
152.26065,-0.00056643
152.27063,-0.00056621
152.28069,-0.00056666
152.29079,-0.00056626
152.30063,-0.00056634
152.31065,-0.00056587
152.32163,-0.00056616
152.33064,-0.00056619
152.34064,-0.00056648
152.35219,-0.00056598
152.36068,-0.0005668
152.37068,-0.00056626
152.3809,-0.00056646
152.39069,-0.00056595
152.40069,-0.0005666
152.41067,-0.00056606
152.42064,-0.0005667
152.43109,-0.00056638
152.44068,-0.00056628
152.45068,-0.00056624
152.46198,-0.00056632
152.47069,-0.00056648
152.48068,-0.00056634
152.49086,-0.00056592
152.50069,-0.00056635
152.51069,-0.00056597
152.52067,-0.00056611
152.53069,-0.00056572
152.54082,-0.00056649
152.55067,-0.00056593
152.56069,-0.00056631
152.57161,-0.00056631
152.58064,-0.00056609
152.59068,-0.00056582
152.60221,-0.00056666
152.61068,-0.00056582
152.62089,-0.00056611
152.63094,-0.00056609
152.64068,-0.00056662
152.65064,-0.00056602
152.66068,-0.00056626
152.67064,-0.00056559
152.68081,-0.00056627
152.69068,-0.0005657
152.70068,-0.00056594
152.71198,-0.00056561
152.72064,-0.00056597
152.73068,-0.00056607
152.74085,-0.00056611
152.75065,-0.00056609
152.76069,-0.00056646
152.77063,-0.00056614
152.78065,-0.00056626
152.79092,-0.00056583
152.80068,-0.00056648
152.81064,-0.00056596
152.82156,-0.00056672
152.83068,-0.00056643
152.84064,-0.00056667
152.85219,-0.00056576
152.86064,-0.00056606
152.87068,-0.00056548
152.88093,-0.00056614
152.89069,-0.00056594
152.90069,-0.00056631
152.91067,-0.00056605
152.92065,-0.00056661
152.93104,-0.00056589
152.94068,-0.00056624
152.95064,-0.00056594
152.96227,-0.00056606
152.97064,-0.00056575
152.98068,-0.00056632
152.99086,-0.00056589
153.00069,-0.00056686
153.01065,-0.00056611
153.02067,-0.00056623
153.03069,-0.00056624
153.0408,-0.00056661
153.05063,-0.00056637
153.06065,-0.00056683
153.07158,-0.00056623
153.08068,-0.00056629
153.09068,-0.00056582
153.10222,-0.00056613
153.11069,-0.00056574
153.12064,-0.00056626
153.13086,-0.00056609
153.14069,-0.0005667
153.15069,-0.00056626
153.16067,-0.00056643
153.17069,-0.00056647
153.18107,-0.00056675
153.19068,-0.00056575
153.20064,-0.00056631
153.21199,-0.00056608
153.22069,-0.00056658
153.23064,-0.00056577
153.24085,-0.00056602
153.25069,-0.00056624
153.26069,-0.00056669
153.27067,-0.00056605
153.28064,-0.00056727
153.29081,-0.00056613
153.30063,-0.00056684
153.31065,-0.00056638
153.32158,-0.00056678
153.33064,-0.00056623
153.34068,-0.00056634
153.35215,-0.00056591
153.36069,-0.00056664
153.37068,-0.00056609
153.38094,-0.00056659
153.39073,-0.00056618
153.40065,-0.00056676
153.41067,-0.0005657
153.42069,-0.0005667
153.43104,-0.0005657
153.44068,-0.00056696
153.45064,-0.00056582
153.46221,-0.00056641
153.47064,-0.00056572
153.48068,-0.00056612
153.49085,-0.00056583
153.50069,-0.00056653
153.51069,-0.00056605
153.52067,-0.00056644
153.53069,-0.00056616
153.54093,-0.0005667
153.55068,-0.00056595
153.56064,-0.00056609
153.57155,-0.00056595
153.58068,-0.00056631
153.59064,-0.00056579
153.60217,-0.0005668
153.61064,-0.00056589
153.62063,-0.00056609
153.63094,-0.00056615
153.64065,-0.00056649
153.65065,-0.00056595
153.66067,-0.00056662
153.67069,-0.0005658
153.68105,-0.00056663
153.69064,-0.00056613
153.70068,-0.00056655
153.71196,-0.00056586
153.72064,-0.00056636
153.73068,-0.00056604
153.74086,-0.00056657
153.75069,-0.00056615
153.76069,-0.0005666
153.77067,-0.00056582
153.78064,-0.0005662
153.79085,-0.00056592
153.80067,-0.00056661
153.81065,-0.00056626
153.82158,-0.00056669
153.83069,-0.0005661
153.84064,-0.00056641
153.85217,-0.00056622
153.86069,-0.00056661
153.87064,-0.00056585
153.88094,-0.00056667
153.89068,-0.00056612
153.90065,-0.00056627
153.91067,-0.00056601
153.92065,-0.00056705
153.93085,-0.00056611
153.94069,-0.0005667
153.95068,-0.00056584
153.96194,-0.00056685
153.97068,-0.00056599
153.98064,-0.00056675
153.99085,-0.00056642
154.00069,-0.00056668
154.01065,-0.00056585
154.02067,-0.00056633
154.03065,-0.00056629
154.04082,-0.00056652
154.05063,-0.00056592
154.06069,-0.00056675
154.07157,-0.00056617
154.08064,-0.00056679
154.09064,-0.00056583
154.10215,-0.00056677
154.11064,-0.00056584
154.12068,-0.00056649
154.13093,-0.00056608
154.14069,-0.00056663
154.15069,-0.00056614
154.16063,-0.00056639
154.17069,-0.0005662
154.18102,-0.00056692
154.19064,-0.00056641
154.20068,-0.00056709
154.21222,-0.00056555
154.22069,-0.00056604
154.23076,-0.00056667
154.24083,-0.00056654
154.25069,-0.00056643
154.26069,-0.0005668
154.27063,-0.00056629
154.28069,-0.00056695
154.29083,-0.00056662
154.30063,-0.00056674
154.31069,-0.00056631
154.32167,-0.0005671
154.33064,-0.00056641
154.34068,-0.00056676
154.35217,-0.00056619
154.36065,-0.00056642
154.37068,-0.00056621
154.38094,-0.00056674
154.39069,-0.00056647
154.40065,-0.0005669
154.41069,-0.00056636
154.42069,-0.00056674
154.43109,-0.00056635
154.44068,-0.00056699
154.45064,-0.00056651
154.46197,-0.00056676
154.47064,-0.00056663
154.48068,-0.000567
154.49086,-0.00056648
154.50065,-0.00056715
154.51065,-0.00056649
154.52063,-0.00056695
154.53065,-0.0005661
154.54093,-0.00056684
154.55063,-0.00056643
154.56068,-0.00056697
154.57168,-0.00056653
154.58068,-0.00056709
154.59068,-0.00056647
154.60215,-0.00056606
154.61068,-0.00056606
154.62064,-0.00056699
154.63093,-0.00056685
154.64069,-0.000567
154.65069,-0.00056618
154.66067,-0.0005667
154.67065,-0.00056631
154.68081,-0.0005663
154.69068,-0.0005663
154.70068,-0.00056652
154.71222,-0.00056614
154.72068,-0.00056678
154.73064,-0.00056621
154.7408,-0.00056643
154.75068,-0.00056602
154.76069,-0.0005667
154.77067,-0.00056609
154.78069,-0.00056646
154.79088,-0.00056622
154.80067,-0.00056665
154.81069,-0.00056621
154.82137,-0.00056671
154.83064,-0.00056619
154.84064,-0.00056611
154.85215,-0.000566
154.86068,-0.0005664
154.87064,-0.00056581
154.88093,-0.00056634
154.89069,-0.00056621
154.90064,-0.00056687
154.91064,-0.00056606
154.92068,-0.00056696
154.93109,-0.00056641
154.94064,-0.00056673
154.95068,-0.00056644
154.96219,-0.0005664
154.97068,-0.00056648
154.98064,-0.00056629
154.99086,-0.00056567
155.00069,-0.00056647
155.01064,-0.00056631
155.02064,-0.00056627
155.03064,-0.0005658
155.04082,-0.0005665
155.05067,-0.00056631
155.06064,-0.00056673
155.07161,-0.00056656
155.08068,-0.00056616
155.09064,-0.00056609
155.10214,-0.00056663
155.11069,-0.00056608
155.12068,-0.00056605
155.13084,-0.00056607
155.14068,-0.00056636
