Setup title,"I/V-t Sampling_500s_dark_3V"
259.28064,2.0774E-05
259.29092,2.0771E-05
259.30067,2.077E-05
259.31068,2.0777E-05
259.32208,2.0789E-05
259.33067,2.0715E-05
259.34064,2.0785E-05
259.35078,2.0759E-05
259.36064,2.0817E-05
259.37064,2.082E-05
259.38063,2.0731E-05
259.3911,2.0768E-05
259.40064,2.0802E-05
259.41067,2.0834E-05
259.42068,2.0878E-05
259.4315,2.0761E-05
259.44063,2.0784E-05
259.45068,2.0782E-05
259.46208,2.0772E-05
259.47067,2.0728E-05
259.48064,2.0747E-05
259.49077,2.0787E-05
259.50068,2.0828E-05
259.51068,2.0829E-05
259.52067,2.0768E-05
259.53068,2.0789E-05
259.54085,2.0812E-05
259.55063,2.0785E-05
259.56068,2.0765E-05
259.57198,2.0751E-05
259.58067,2.0792E-05
259.59064,2.0834E-05
259.60085,2.0784E-05
259.61068,2.0751E-05
259.62068,2.0777E-05
259.63063,2.0752E-05
259.64114,2.0755E-05
259.65064,2.0751E-05
259.66067,2.0754E-05
259.67064,2.0776E-05
259.6814,2.0681E-05
259.69067,2.0731E-05
259.70068,2.0684E-05
259.71208,2.0675E-05
259.72067,2.076E-05
259.73064,2.0677E-05
259.74092,2.0651E-05
259.75068,2.0734E-05
259.76068,2.0714E-05
259.77067,2.0695E-05
259.78064,2.0708E-05
259.79093,2.0664E-05
259.80068,2.0717E-05
259.81064,2.0645E-05
259.82195,2.0599E-05
259.83067,2.0774E-05
259.84064,2.0755E-05
259.85077,2.067E-05
259.86064,2.0701E-05
259.87064,2.0738E-05
259.88067,2.07E-05
259.89068,2.0719E-05
259.90064,2.0736E-05
259.91067,2.0744E-05
259.92064,2.0714E-05
259.93144,2.076E-05
259.94063,2.0744E-05
259.95068,2.0752E-05
259.96208,2.0719E-05
259.97064,2.0733E-05
259.98064,2.0773E-05
259.99092,2.0766E-05
260.00068,2.0779E-05
260.01069,2.0717E-05
260.02067,2.0788E-05
260.03065,2.0794E-05
260.04089,2.068E-05
260.05068,2.0719E-05
260.06064,2.0712E-05
260.072,2.0617E-05
260.08063,2.0688E-05
260.09064,2.0686E-05
260.10077,2.0738E-05
260.11068,2.0655E-05
260.12069,2.0725E-05
260.13067,2.0768E-05
260.14068,2.0752E-05
260.15069,2.0739E-05
260.16063,2.0793E-05
260.17068,2.0772E-05
260.18123,2.0809E-05
260.19068,2.0818E-05
260.20068,2.0828E-05
260.21207,2.0804E-05
260.22068,2.0823E-05
260.23068,2.0834E-05
260.24092,2.078E-05
260.25064,2.0818E-05
260.26064,2.0757E-05
260.27067,2.069E-05
260.28068,2.0763E-05
260.29093,2.0716E-05
260.30067,2.0717E-05
260.31064,2.0766E-05
260.32191,2.0757E-05
260.33063,2.0771E-05
260.34068,2.0755E-05
260.35081,2.0758E-05
260.36063,2.0755E-05
260.37064,2.0792E-05
260.38068,2.0814E-05
260.39068,2.0768E-05
260.40068,2.0716E-05
260.41063,2.0777E-05
260.42064,2.0722E-05
260.43116,2.0768E-05
260.44067,2.0738E-05
260.45068,2.0656E-05
260.46209,2.0664E-05
260.47067,2.0692E-05
260.48068,2.0658E-05
260.49093,2.0771E-05
260.50068,2.0647E-05
260.51068,2.0793E-05
260.52063,2.0725E-05
260.53064,2.0869E-05
260.54088,2.0884E-05
260.55067,2.0814E-05
260.56068,2.0838E-05
260.57195,2.0847E-05
260.58068,2.081E-05
260.59068,2.0816E-05
260.60085,2.0754E-05
260.61068,2.0826E-05
260.62068,2.0788E-05
260.63064,2.0889E-05
260.64115,2.0831E-05
260.65069,2.0876E-05
260.66067,2.0914E-05
260.67064,2.0849E-05
260.68143,2.0847E-05
260.69068,2.0815E-05
260.70069,2.0854E-05
260.71209,2.0825E-05
260.72068,2.0697E-05
260.73064,2.0621E-05
260.74077,2.0677E-05
260.75064,2.0761E-05
260.76068,2.0848E-05
260.77067,2.0859E-05
260.78068,2.08E-05
260.7908,2.0848E-05
260.80068,2.0851E-05
260.81068,2.0789E-05
260.82193,2.0809E-05
260.83063,2.0869E-05
260.84064,2.0813E-05
260.85078,2.0811E-05
260.86068,2.0815E-05
260.87068,2.0891E-05
260.88067,2.0781E-05
260.89064,2.0845E-05
260.90068,2.0786E-05
260.91067,2.0777E-05
260.92068,2.0834E-05
260.93146,2.0634E-05
260.94063,2.0642E-05
260.95068,2.0743E-05
260.96207,2.0737E-05
260.97063,2.0674E-05
260.98064,2.0793E-05
260.99092,2.0806E-05
261.00064,2.0766E-05
261.01068,2.0703E-05
261.02067,2.073E-05
261.03068,2.0702E-05
261.04089,2.0645E-05
261.05067,2.0697E-05
261.06068,2.0723E-05
261.07193,2.073E-05
261.08063,2.0742E-05
261.09068,2.0789E-05
261.10078,2.0835E-05
261.11068,2.076E-05
261.12068,2.0672E-05
261.13068,2.0774E-05
261.14064,2.0737E-05
261.15068,2.0779E-05
261.16063,2.0755E-05
261.17068,2.0824E-05
261.18124,2.0793E-05
261.19067,2.0848E-05
261.20064,2.0872E-05
261.21207,2.085E-05
261.22067,2.0844E-05
261.23068,2.0856E-05
261.24091,2.0808E-05
261.25068,2.0834E-05
261.26064,2.08E-05
261.27067,2.0821E-05
261.28064,2.0763E-05
261.29091,2.0768E-05
261.30063,2.0782E-05
261.31068,2.0838E-05
261.32197,2.0785E-05
261.33067,2.0747E-05
261.34068,2.0748E-05
261.35085,2.0742E-05
261.36068,2.0741E-05
261.37068,2.0857E-05
261.38067,2.0775E-05
261.39068,2.0761E-05
261.40069,2.0823E-05
261.41067,2.0766E-05
261.42064,2.0732E-05
261.43145,2.0732E-05
261.44067,2.0716E-05
261.45068,2.0757E-05
261.46207,2.0744E-05
261.47067,2.0826E-05
261.48064,2.0738E-05
261.49091,2.0659E-05
261.50068,2.0665E-05
261.51064,2.0693E-05
261.52067,2.0674E-05
261.53068,2.0645E-05
261.54092,2.0595E-05
261.55067,2.066E-05
261.56064,2.0689E-05
261.57201,2.0684E-05
261.58068,2.058E-05
261.59068,2.0546E-05
261.60078,2.0611E-05
261.61068,2.0715E-05
261.62063,2.0501E-05
261.63068,2.0643E-05
261.64068,2.0583E-05
261.65069,2.0569E-05
261.66067,2.0581E-05
261.67068,2.0623E-05
261.68144,2.0591E-05
261.69063,2.058E-05
261.70068,2.0552E-05
261.7121,2.0517E-05
261.72063,2.0512E-05
261.73068,2.0591E-05
261.74092,2.0508E-05
261.75064,2.0634E-05
261.76068,2.0631E-05
261.77067,2.0585E-05
261.78064,2.0623E-05
261.79088,2.0689E-05
261.80064,2.0676E-05
261.81069,2.0656E-05
261.82193,2.0675E-05
261.83068,2.067E-05
261.84064,2.059E-05
261.85081,2.0707E-05
261.86064,2.0704E-05
261.87068,2.0729E-05
261.88063,2.0694E-05
261.89114,2.0704E-05
261.90067,2.0517E-05
261.91063,2.0623E-05
261.92069,2.0595E-05
261.93142,2.0632E-05
261.94064,2.0655E-05
261.95068,2.0634E-05
261.96205,2.0675E-05
261.97064,2.0725E-05
261.98069,2.0733E-05
261.99091,2.0687E-05
262.00064,2.0686E-05
262.01064,2.0712E-05
262.02067,2.0703E-05
262.03064,2.0703E-05
262.04093,2.0531E-05
262.05067,2.0628E-05
262.06064,2.0718E-05
262.07195,2.0777E-05
262.08064,2.0726E-05
262.09069,2.0777E-05
262.10081,2.0747E-05
262.11064,2.076E-05
262.12064,2.0719E-05
262.13064,2.0744E-05
262.14069,2.0619E-05
262.15069,2.0662E-05
262.16063,2.0693E-05
262.17064,2.0663E-05
262.18139,2.0689E-05
262.19064,2.0672E-05
262.20069,2.0675E-05
262.21209,2.0708E-05
262.22064,2.0802E-05
262.23068,2.0727E-05
262.24091,2.0689E-05
262.25068,2.0692E-05
262.26069,2.0722E-05
262.27067,2.0661E-05
262.28068,2.0717E-05
262.2909,2.0749E-05
262.30064,2.0695E-05
262.31069,2.068E-05
262.32193,2.0666E-05
262.33068,2.0711E-05
262.34068,2.0686E-05
262.35085,2.0694E-05
262.36064,2.0705E-05
262.37064,2.0722E-05
262.38063,2.0717E-05
262.3911,2.0711E-05
262.40064,2.0745E-05
262.41067,2.0709E-05
262.42068,2.0726E-05
262.43138,2.0783E-05
262.44068,2.0656E-05
262.45065,2.0747E-05
262.46209,2.0681E-05
262.47068,2.0578E-05
262.48068,2.0687E-05
262.49076,2.0651E-05
262.50064,2.0569E-05
262.51069,2.0695E-05
262.52067,2.0641E-05
262.53068,2.0625E-05
262.54075,2.0591E-05
262.55067,2.067E-05
262.56068,2.0648E-05
262.57196,2.0615E-05
262.58063,2.0675E-05
262.59068,2.058E-05
262.60081,2.0612E-05
262.61064,2.0679E-05
262.62088,2.0623E-05
262.63062,2.0699E-05
262.6411,2.0577E-05
262.65087,2.0696E-05
262.66067,2.0659E-05
262.67068,2.07E-05
262.68143,2.0721E-05
262.69063,2.0708E-05
262.70064,2.0681E-05
262.71204,2.07E-05
262.72063,2.0725E-05
262.73069,2.0652E-05
262.7409,2.0618E-05
262.75068,2.0611E-05
262.76069,2.0703E-05
262.77067,2.0681E-05
262.78068,2.0685E-05
262.79074,2.0514E-05
262.80063,2.0714E-05
262.81064,2.0691E-05
262.82195,2.0727E-05
262.83064,2.0626E-05
262.84069,2.065E-05
262.85076,2.0623E-05
262.86068,2.0608E-05
262.87069,2.0684E-05
262.88067,2.0661E-05
262.89064,2.0694E-05
262.90067,2.0705E-05
262.91062,2.0745E-05
262.92068,2.0751E-05
262.93147,2.0886E-05
262.94067,2.0768E-05
262.95064,2.0746E-05
262.96203,2.0735E-05
262.97064,2.0674E-05
262.98064,2.0971E-05
262.99091,2.0795E-05
263.00072,2.0949E-05
263.01064,2.0903E-05
263.02068,2.0848E-05
263.03064,2.093E-05
263.04086,2.0878E-05
263.05063,2.0785E-05
263.06064,2.0798E-05
263.07196,2.0795E-05
263.08067,2.0765E-05
263.09064,2.0785E-05
263.10085,2.0725E-05
263.11068,2.0815E-05
263.12064,2.0797E-05
263.13063,2.0793E-05
263.14068,2.0741E-05
263.15064,2.0834E-05
263.16067,2.0798E-05
263.17069,2.0741E-05
263.18139,2.0737E-05
263.19067,2.0777E-05
263.20064,2.0815E-05
263.21206,2.0752E-05
263.22063,2.0807E-05
263.23064,2.0804E-05
263.24077,2.0748E-05
263.25064,2.0734E-05
263.26069,2.0801E-05
263.27063,2.0818E-05
263.28068,2.0831E-05
263.29087,2.0826E-05
263.30067,2.0826E-05
263.31068,2.0823E-05
263.32192,2.0711E-05
263.33067,2.0764E-05
263.34068,2.0676E-05
263.35078,2.0741E-05
263.36067,2.0765E-05
263.37068,2.0782E-05
263.38068,2.0817E-05
263.39068,2.0766E-05
263.40068,2.0842E-05
263.41067,2.0755E-05
263.42068,2.0828E-05
263.43141,2.0764E-05
263.44067,2.0774E-05
263.45068,2.0871E-05
263.46198,2.0869E-05
263.47063,2.0815E-05
263.48064,2.0885E-05
263.4909,2.0776E-05
263.50064,2.0773E-05
263.51064,2.0828E-05
263.52067,2.0884E-05
263.53068,2.0853E-05
263.54088,2.0889E-05
263.55067,2.0863E-05
263.56064,2.0849E-05
263.57195,2.0758E-05
263.58067,2.0727E-05
263.59068,2.0738E-05
263.60085,2.073E-05
263.61067,2.0638E-05
263.62068,2.0764E-05
263.63068,2.0739E-05
263.64064,2.0778E-05
263.65069,2.0728E-05
263.66067,2.0732E-05
263.67068,2.0778E-05
263.68115,2.0827E-05
263.69063,2.0716E-05
263.70064,2.0786E-05
263.71207,2.0774E-05
263.72063,2.0823E-05
263.73064,2.0853E-05
263.74089,2.0831E-05
263.75064,2.0782E-05
263.76064,2.0809E-05
263.77067,2.0725E-05
263.78068,2.0772E-05
263.79086,2.078E-05
263.80067,2.0776E-05
263.81068,2.0853E-05
263.82189,2.0867E-05
263.83067,2.0902E-05
263.84064,2.0834E-05
263.85078,2.084E-05
263.86063,2.0785E-05
263.87068,2.0711E-05
263.88064,2.0761E-05
263.89068,2.0771E-05
263.90092,2.0744E-05
263.91067,2.0814E-05
263.92068,2.0804E-05
263.93138,2.0752E-05
263.94067,2.0736E-05
263.95068,2.0846E-05
263.96205,2.082E-05
263.97067,2.0793E-05
263.98068,2.0832E-05
263.9909,2.0815E-05
264.00064,2.0827E-05
264.01068,2.0837E-05
264.02068,2.0828E-05
264.03068,2.0864E-05
264.04093,2.0719E-05
264.05068,2.0685E-05
264.06068,2.0788E-05
264.07193,2.0719E-05
264.08063,2.0783E-05
264.09068,2.067E-05
264.10085,2.0745E-05
264.11067,2.0761E-05
264.12068,2.0646E-05
264.13068,2.0632E-05
264.14068,2.0673E-05
264.1508,2.0796E-05
264.16067,2.0678E-05
264.17068,2.0688E-05
264.18144,2.085E-05
264.19067,2.067E-05
264.20064,2.0678E-05
264.21209,2.081E-05
264.22063,2.0801E-05
264.23068,2.0842E-05
264.24092,2.0764E-05
264.25068,2.0724E-05
264.26064,2.0744E-05
264.27068,2.0736E-05
264.28064,2.0843E-05
264.29081,2.0859E-05
264.30064,2.0785E-05
264.31068,2.0737E-05
264.32191,2.0717E-05
264.33067,2.0823E-05
264.34064,2.0804E-05
264.35084,2.0805E-05
264.36064,2.0834E-05
264.37064,2.0851E-05
264.38068,2.0805E-05
264.39068,2.081E-05
264.40069,2.0845E-05
264.41067,2.0824E-05
264.42068,2.0818E-05
264.43142,2.0868E-05
264.44067,2.0891E-05
264.45064,2.0928E-05
264.46206,2.0878E-05
264.47063,2.0888E-05
264.48068,2.0847E-05
264.49092,2.0949E-05
264.50068,2.0893E-05
264.51068,2.1015E-05
264.52068,2.0922E-05
264.53068,2.0941E-05
264.54087,2.1004E-05
264.55063,2.0978E-05
264.56068,2.0891E-05
264.57198,2.1021E-05
264.58063,2.1001E-05
264.59064,2.1028E-05
264.60081,2.1014E-05
264.61064,2.0936E-05
264.62069,2.096E-05
264.63067,2.0839E-05
264.64068,2.085E-05
264.65068,2.084E-05
264.66063,2.1012E-05
264.67064,2.0837E-05
264.6815,2.0867E-05
264.69067,2.0749E-05
264.70064,2.0808E-05
264.71209,2.0826E-05
264.72067,2.0798E-05
264.73064,2.0839E-05
264.74089,2.0888E-05
264.75068,2.0904E-05
264.76064,2.0941E-05
264.77063,2.0946E-05
264.78068,2.0925E-05
264.79089,2.0878E-05
264.80067,2.0852E-05
264.81064,2.0814E-05
264.82188,2.0884E-05
264.83063,2.0818E-05
264.84068,2.0807E-05
264.85085,2.0835E-05
264.86064,2.0808E-05
264.87064,2.0872E-05
264.88068,2.0848E-05
264.89068,2.0788E-05
264.90068,2.0842E-05
264.91068,2.0793E-05
264.92064,2.0925E-05
264.93141,2.0865E-05
264.94068,2.1005E-05
264.95064,2.0968E-05
264.96208,2.0941E-05
264.97064,2.0935E-05
264.98064,2.0925E-05
264.99087,2.0871E-05
265.00064,2.095E-05
265.01068,2.0858E-05
265.02067,2.0886E-05
265.03064,2.0975E-05
265.04088,2.0807E-05
265.05068,2.0925E-05
265.06068,2.0881E-05
265.07191,2.0905E-05
265.08067,2.0839E-05
265.09064,2.088E-05
265.10084,2.0826E-05
265.11068,2.0865E-05
265.12064,2.0815E-05
265.13063,2.0791E-05
265.14069,2.0753E-05
265.15068,2.0834E-05
265.16067,2.0848E-05
265.17064,2.089E-05
265.18142,2.0834E-05
265.19067,2.0823E-05
265.20068,2.0842E-05
265.212,2.0812E-05
265.22064,2.0825E-05
265.23064,2.0848E-05
265.24089,2.0818E-05
265.25068,2.0881E-05
265.26065,2.0876E-05
265.27064,2.0867E-05
265.28069,2.0801E-05
265.29082,2.0816E-05
265.30067,2.078E-05
265.31068,2.0758E-05
265.32195,2.0815E-05
265.33067,2.0798E-05
265.34064,2.0747E-05
265.35082,2.0734E-05
265.36064,2.0779E-05
265.37068,2.0778E-05
265.38068,2.0751E-05
265.39068,2.0712E-05
265.40068,2.0759E-05
265.41067,2.0785E-05
265.42068,2.082E-05
265.43142,2.0796E-05
265.44063,2.0741E-05
265.45064,2.0664E-05
265.46205,2.0651E-05
265.47063,2.0723E-05
265.48068,2.0785E-05
265.49088,2.0772E-05
265.50068,2.0771E-05
265.51064,2.0793E-05
265.52063,2.0837E-05
265.53064,2.0787E-05
265.54089,2.077E-05
265.55067,2.079E-05
265.56064,2.0785E-05
265.572,2.0832E-05
265.58063,2.0882E-05
265.59068,2.0791E-05
265.60085,2.0812E-05
265.61068,2.0785E-05
265.62064,2.0787E-05
265.63068,2.0811E-05
265.64068,2.079E-05
265.65068,2.0779E-05
265.66067,2.0796E-05
265.67068,2.0757E-05
265.68136,2.0734E-05
265.69067,2.069E-05
265.70068,2.0692E-05
265.71225,2.0687E-05
265.72063,2.071E-05
265.73068,2.0764E-05
265.74088,2.0757E-05
265.75068,2.0794E-05
265.76068,2.0736E-05
265.77063,2.0784E-05
265.78068,2.0784E-05
265.79088,2.0751E-05
265.80067,2.0744E-05
265.81068,2.0774E-05
265.82193,2.0796E-05
265.83063,2.0725E-05
265.84064,2.0721E-05
265.85083,2.0763E-05
265.86063,2.0744E-05
265.87064,2.0744E-05
265.88063,2.0765E-05
265.89064,2.0757E-05
265.90068,2.0723E-05
265.91067,2.0752E-05
265.92064,2.0808E-05
265.93117,2.0768E-05
265.94068,2.079E-05
265.95064,2.0807E-05
265.96204,2.0833E-05
265.97063,2.0764E-05
265.98064,2.0798E-05
265.99078,2.0804E-05
266.00064,2.07E-05
266.01068,2.0707E-05
266.02067,2.0764E-05
266.03068,2.0743E-05
266.04082,2.0702E-05
266.05068,2.0673E-05
266.06064,2.0661E-05
266.07191,2.0722E-05
266.08067,2.0672E-05
266.09068,2.0708E-05
266.10085,2.0621E-05
266.11063,2.0733E-05
266.12064,2.0734E-05
266.13068,2.0761E-05
266.14065,2.0732E-05
266.15064,2.075E-05
266.16068,2.0762E-05
266.17064,2.0772E-05
266.18114,2.0603E-05
266.19063,2.0711E-05
266.20069,2.0786E-05
266.21202,2.0798E-05
266.22068,2.075E-05
266.23069,2.0799E-05
266.24089,2.0796E-05
266.25068,2.0796E-05
266.26069,2.0756E-05
266.27063,2.0736E-05
266.28069,2.072E-05
266.29069,2.0693E-05
266.30067,2.0721E-05
266.31065,2.0722E-05
266.32197,2.0797E-05
266.33068,2.0754E-05
266.34065,2.0731E-05
266.35081,2.0755E-05
266.36069,2.0785E-05
266.37068,2.076E-05
266.38064,2.0788E-05
266.39063,2.0843E-05
266.40081,2.0727E-05
266.41067,2.0765E-05
266.42065,2.0789E-05
266.43115,2.066E-05
266.44069,2.0681E-05
266.45064,2.0737E-05
266.46205,2.0757E-05
266.47064,2.0798E-05
266.48068,2.0725E-05
266.4909,2.0793E-05
266.50069,2.0836E-05
266.51068,2.0799E-05
266.52068,2.0777E-05
266.53064,2.0745E-05
266.54086,2.076E-05
266.55063,2.0793E-05
266.56068,2.0829E-05
266.572,2.0807E-05
266.58067,2.08E-05
266.59068,2.0841E-05
266.60081,2.0831E-05
266.61068,2.0883E-05
266.62069,2.0832E-05
266.63067,2.0921E-05
266.64064,2.0815E-05
266.65082,2.0924E-05
266.66063,2.0918E-05
266.67065,2.0827E-05
266.68144,2.0844E-05
266.69063,2.0829E-05
266.70068,2.0695E-05
266.71201,2.0738E-05
266.72064,2.079E-05
266.73068,2.0755E-05
266.74092,2.0717E-05
266.75069,2.0756E-05
266.76069,2.0829E-05
266.77063,2.0881E-05
266.78065,2.0807E-05
266.79093,2.0826E-05
266.80068,2.0844E-05
266.81068,2.0769E-05
266.82166,2.082E-05
266.83068,2.0866E-05
266.84069,2.0826E-05
266.85084,2.0948E-05
266.86068,2.0864E-05
266.87068,2.0847E-05
266.88064,2.0766E-05
266.89068,2.0776E-05
266.90069,2.0872E-05
266.91063,2.0834E-05
266.92068,2.0795E-05
266.93138,2.0873E-05
266.94063,2.0792E-05
266.95069,2.0804E-05
266.96198,2.0789E-05
266.97068,2.0982E-05
266.98064,2.0801E-05
266.99093,2.0801E-05
267.00064,2.0797E-05
267.01069,2.0829E-05
267.02063,2.0796E-05
267.03069,2.0886E-05
267.04091,2.09E-05
267.05068,2.0846E-05
267.06063,2.0871E-05
267.07192,2.0913E-05
267.08063,2.0923E-05
267.09064,2.0973E-05
267.10081,2.0917E-05
267.11068,2.0818E-05
267.12064,2.0826E-05
267.13064,2.087E-05
267.14068,2.081E-05
267.15069,2.0763E-05
267.16067,2.0919E-05
267.17064,2.0838E-05
267.18114,2.0853E-05
267.19067,2.0916E-05
267.20068,2.0875E-05
267.21205,2.0763E-05
267.22068,2.0755E-05
267.23064,2.0818E-05
267.24089,2.074E-05
267.25064,2.0736E-05
267.26064,2.0684E-05
267.27068,2.0694E-05
267.28068,2.0659E-05
267.29084,2.0795E-05
267.30067,2.071E-05
267.31068,2.073E-05
267.3219,2.0708E-05
267.33063,2.0703E-05
267.34068,2.0713E-05
267.35085,2.0697E-05
267.36068,2.0671E-05
267.37064,2.0739E-05
267.38067,2.0642E-05
267.39064,2.0691E-05
267.40077,2.0736E-05
267.41063,2.0732E-05
267.42064,2.0759E-05
267.43137,2.0792E-05
267.44067,2.0779E-05
267.45068,2.0771E-05
267.46201,2.0689E-05
267.47067,2.0689E-05
267.48069,2.0684E-05
267.4909,2.0795E-05
267.50068,2.0816E-05
267.51068,2.0861E-05
267.52068,2.0782E-05
267.53064,2.0805E-05
267.54094,2.0709E-05
267.55067,2.079E-05
267.56068,2.0745E-05
267.57186,2.0741E-05
267.58067,2.0712E-05
267.59068,2.0712E-05
267.60079,2.0776E-05
267.61068,2.0708E-05
267.62064,2.0717E-05
267.63067,2.0725E-05
267.64064,2.0883E-05
267.65065,2.0882E-05
267.66067,2.0816E-05
267.67064,2.0867E-05
267.68144,2.0798E-05
267.69067,2.0774E-05
267.70069,2.0796E-05
267.71204,2.0861E-05
267.72063,2.0861E-05
267.73068,2.0829E-05
267.74093,2.084E-05
267.75069,2.0832E-05
267.76064,2.0845E-05
267.77067,2.0875E-05
267.78068,2.0812E-05
267.79092,2.0789E-05
267.80067,2.0729E-05
267.81068,2.0772E-05
267.82192,2.0777E-05
267.83063,2.0739E-05
267.84064,2.0724E-05
267.85085,2.0788E-05
267.86063,2.0769E-05
267.87064,2.0818E-05
267.88068,2.0689E-05
267.89068,2.0691E-05
267.90068,2.0592E-05
267.91063,2.0823E-05
267.92068,2.0808E-05
267.93135,2.0829E-05
267.94067,2.0911E-05
267.95068,2.0943E-05
267.96197,2.0902E-05
267.97067,2.0859E-05
267.98068,2.0847E-05
267.99088,2.083E-05
268.00064,2.0895E-05
268.01068,2.0835E-05
268.02067,2.0842E-05
268.03068,2.0792E-05
268.04087,2.073E-05
268.05063,2.0741E-05
268.06068,2.0828E-05
268.07191,2.0757E-05
268.08067,2.0777E-05
268.09064,2.0834E-05
268.10082,2.0813E-05
268.11068,2.0727E-05
268.12064,2.0752E-05
268.13068,2.0825E-05
268.14068,2.0818E-05
268.15068,2.079E-05
268.16068,2.0744E-05
268.17065,2.0817E-05
268.18123,2.0939E-05
268.19068,2.089E-05
268.20069,2.0738E-05
268.21201,2.0785E-05
268.22064,2.0812E-05
268.23069,2.0694E-05
268.24089,2.0722E-05
268.25064,2.073E-05
268.26069,2.0627E-05
268.27067,2.0615E-05
268.28064,2.0747E-05
268.2908,2.0788E-05
268.30068,2.0736E-05
268.31068,2.0796E-05
268.32188,2.0843E-05
268.33064,2.0867E-05
268.34068,2.0807E-05
268.35085,2.0753E-05
268.36068,2.0744E-05
268.37068,2.0763E-05
268.38064,2.0783E-05
268.39065,2.0736E-05
268.40068,2.0638E-05
268.41064,2.0811E-05
268.42069,2.0823E-05
268.43114,2.0767E-05
268.44068,2.0708E-05
268.45064,2.0742E-05
268.4621,2.0871E-05
268.47064,2.0817E-05
268.48063,2.0749E-05
268.49093,2.0861E-05
268.50069,2.0742E-05
268.51065,2.083E-05
268.52067,2.0808E-05
268.53065,2.0798E-05
268.54089,2.0856E-05
268.55064,2.0802E-05
268.56068,2.0825E-05
268.572,2.0821E-05
268.58068,2.0799E-05
268.59068,2.0797E-05
268.60079,2.085E-05
268.61068,2.0861E-05
268.62069,2.0906E-05
268.63067,2.0851E-05
268.64069,2.0857E-05
268.65089,2.0833E-05
268.66064,2.0791E-05
268.67069,2.0798E-05
268.68137,2.0805E-05
268.69064,2.0831E-05
268.70067,2.083E-05
268.71067,2.0809E-05
268.72063,2.0692E-05
268.73067,2.0744E-05
268.74067,2.0634E-05
268.75067,2.0793E-05
268.76067,2.0779E-05
268.77063,2.0726E-05
268.78068,2.0729E-05
268.79082,2.0722E-05
268.80064,2.0686E-05
268.81064,2.0779E-05
268.82193,2.075E-05
268.83064,2.08E-05
268.84068,2.0782E-05
268.85081,2.0692E-05
268.86064,2.0706E-05
268.87063,2.077E-05
268.88069,2.0762E-05
268.89065,2.0737E-05
268.90069,2.0742E-05
268.91067,2.0795E-05
268.92069,2.0696E-05
268.9314,2.0718E-05
268.94069,2.0703E-05
268.95064,2.0837E-05
268.96202,2.0815E-05
268.97068,2.0755E-05
268.98068,2.0814E-05
268.99097,2.0826E-05
269.00064,2.0709E-05
269.01065,2.0749E-05
269.02067,2.0792E-05
269.03064,2.0758E-05
269.04089,2.0735E-05
269.05063,2.0733E-05
269.06068,2.0722E-05
269.07191,2.0785E-05
269.08064,2.0726E-05
269.09068,2.081E-05
269.10086,2.0791E-05
269.11069,2.0754E-05
269.12068,2.0781E-05
269.13085,2.0812E-05
269.14065,2.0788E-05
269.15075,2.0755E-05
269.16067,2.0747E-05
269.17069,2.0775E-05
269.18137,2.0807E-05
269.19068,2.0787E-05
269.20064,2.0774E-05
269.21198,2.0787E-05
269.22064,2.0812E-05
269.23068,2.082E-05
269.24097,2.0863E-05
269.25069,2.0798E-05
269.26069,2.0852E-05
269.27067,2.0852E-05
269.28069,2.0891E-05
269.29079,2.0926E-05
269.30064,2.0903E-05
269.31068,2.0974E-05
269.32191,2.0892E-05
269.33069,2.0948E-05
269.34068,2.0898E-05
269.35081,2.0835E-05
269.36069,2.0854E-05
269.37064,2.082E-05
269.38068,2.0907E-05
269.39069,2.0834E-05
269.40072,2.0849E-05
269.41067,2.0848E-05
269.42068,2.0831E-05
269.4314,2.082E-05
269.44068,2.09E-05
269.45068,2.0923E-05
269.46201,2.0902E-05
269.47067,2.0839E-05
269.48064,2.0826E-05
269.49089,2.0858E-05
269.50068,2.0841E-05
269.51068,2.089E-05
269.52063,2.0855E-05
269.53064,2.0849E-05
269.54079,2.0818E-05
269.55063,2.0869E-05
269.56064,2.0861E-05
269.57191,2.0872E-05
269.58067,2.0867E-05
269.59069,2.0875E-05
269.60081,2.0695E-05
269.61064,2.0854E-05
269.62068,2.0837E-05
269.63063,2.0786E-05
269.64068,2.0817E-05
269.65076,2.0882E-05
269.66063,2.0889E-05
269.67068,2.0882E-05
269.68143,2.0885E-05
269.69067,2.0936E-05
269.70068,2.0816E-05
269.71197,2.0794E-05
269.72067,2.072E-05
269.73068,2.0752E-05
269.74097,2.0815E-05
269.75072,2.0689E-05
269.76069,2.0775E-05
269.77067,2.0697E-05
269.78064,2.0774E-05
269.79068,2.0806E-05
269.80068,2.0771E-05
269.81068,2.0759E-05
269.82187,2.0851E-05
269.83063,2.0826E-05
269.84069,2.0782E-05
269.85085,2.0812E-05
269.86068,2.0722E-05
269.87064,2.0731E-05
269.88064,2.0731E-05
269.89068,2.0777E-05
269.90064,2.0708E-05
269.91063,2.0777E-05
269.92064,2.0743E-05
269.93112,2.0694E-05
269.94069,2.0828E-05
269.95069,2.08E-05
269.962,2.0772E-05
269.97063,2.0782E-05
269.98068,2.0767E-05
269.99088,2.0901E-05
270.00064,2.0765E-05
270.01064,2.0695E-05
270.02067,2.0738E-05
270.03069,2.0842E-05
270.04092,2.0845E-05
270.05063,2.0786E-05
270.06064,2.0904E-05
270.07192,2.0802E-05
270.08067,2.0813E-05
270.09064,2.0906E-05
