Setup title,"I/V-t Sampling_50s_dark_3V"
8.94104,1.9976E-05
8.95067,1.9938E-05
8.96064,1.9956E-05
8.97198,1.9966E-05
8.98068,1.9945E-05
8.99063,1.9975E-05
9.00094,1.9983E-05
9.01068,1.999E-05
9.02068,1.9977E-05
9.03068,1.9982E-05
9.04064,1.9987E-05
9.05088,2.0016E-05
9.06063,1.9973E-05
9.07064,1.9948E-05
9.0818,1.9937E-05
9.09064,1.9997E-05
9.10064,1.9965E-05
9.11078,1.9991E-05
9.12068,1.9958E-05
9.13068,1.9992E-05
9.14063,1.9964E-05
9.15068,2.0009E-05
9.16068,1.9996E-05
9.17067,2.0004E-05
9.18064,2.0003E-05
9.19134,2.0014E-05
9.20067,1.9952E-05
9.21064,1.9972E-05
9.22206,1.9976E-05
9.23063,1.9994E-05
9.24068,1.9898E-05
9.25093,1.9965E-05
9.26068,1.9926E-05
9.27068,1.9949E-05
9.28063,2.0003E-05
9.29068,1.9989E-05
9.30064,1.9983E-05
9.31068,1.9991E-05
9.32068,1.9969E-05
9.33181,1.9948E-05
9.34063,1.9975E-05
9.35068,2.0019E-05
9.36079,2.001E-05
9.37068,2.0063E-05
9.38068,2.0032E-05
9.39083,2.0005E-05
9.40068,1.9958E-05
9.41068,2.0039E-05
9.42067,1.9999E-05
9.43068,1.9973E-05
9.44135,2.0021E-05
9.45069,1.999E-05
9.46064,2.0024E-05
9.47196,2.0028E-05
9.48063,2.0005E-05
9.49068,1.9977E-05
9.50091,1.9975E-05
9.51064,1.9928E-05
9.52064,2.0011E-05
9.53067,1.9953E-05
9.54064,1.9914E-05
9.55078,1.9914E-05
9.56067,1.9935E-05
9.57064,2.0017E-05
9.58158,2.0041E-05
9.59068,2.0059E-05
9.60064,2.0038E-05
9.61078,2.0021E-05
9.62067,2.0021E-05
9.63078,2.0002E-05
9.64083,1.9899E-05
9.65068,1.9945E-05
9.66068,1.9915E-05
9.67068,1.9938E-05
9.68068,1.987E-05
9.69136,1.9885E-05
9.70063,1.9931E-05
9.71068,1.9916E-05
9.72193,1.9893E-05
9.73063,1.9904E-05
9.74068,1.9957E-05
9.75091,1.993E-05
9.76064,1.9961E-05
9.77068,2.0008E-05
9.78063,1.9998E-05
9.79068,1.9997E-05
9.80086,1.9982E-05
9.81067,1.9976E-05
9.82064,1.995E-05
9.83161,1.9919E-05
9.84063,1.9909E-05
9.85068,1.9937E-05
9.86079,1.9968E-05
9.87064,1.9925E-05
9.88064,1.9949E-05
9.89083,1.9945E-05
9.90064,1.9921E-05
9.91072,1.9898E-05
9.92063,1.9889E-05
9.93063,1.9896E-05
9.94128,1.9911E-05
9.95063,1.989E-05
9.96064,1.9925E-05
9.97204,2E-05
9.98067,1.996E-05
9.99064,1.994E-05
10.00091,1.9822E-05
10.01064,1.9902E-05
10.02068,1.9891E-05
10.03067,1.9922E-05
10.04064,1.9911E-05
10.05092,1.9914E-05
10.06063,1.9919E-05
10.07068,1.9923E-05
10.08186,1.9952E-05
10.09068,1.9931E-05
10.10064,1.9923E-05
10.11077,1.9922E-05
10.12068,1.9849E-05
10.13068,1.9868E-05
10.14078,1.9857E-05
10.15068,1.9899E-05
10.16084,1.9861E-05
10.17067,1.9909E-05
10.18064,1.9876E-05
10.19131,1.994E-05
10.20067,1.9989E-05
10.21064,1.9924E-05
10.22205,1.9989E-05
10.23063,1.9992E-05
10.24068,1.9928E-05
10.25091,1.9975E-05
10.26064,1.9986E-05
10.27068,1.9971E-05
10.28068,2.0012E-05
10.29068,1.9961E-05
10.30081,1.9904E-05
10.31067,2.0025E-05
10.32068,1.9977E-05
10.33175,2.0005E-05
10.34067,1.9959E-05
10.35068,1.9977E-05
10.36078,1.9961E-05
10.37068,1.9909E-05
10.38064,1.9837E-05
10.39084,1.9846E-05
10.40068,1.9928E-05
10.41078,1.9899E-05
10.42068,1.9901E-05
10.43068,1.9899E-05
10.44131,1.9914E-05
10.45067,1.9922E-05
10.46064,1.9934E-05
10.47198,1.9864E-05
10.48068,1.9885E-05
10.49068,1.9883E-05
10.50096,1.9822E-05
10.51068,2.0004E-05
10.52064,1.9828E-05
10.53067,1.992E-05
10.54064,1.9928E-05
10.55088,1.9972E-05
10.56068,1.9958E-05
10.57068,1.9899E-05
10.58186,1.9907E-05
10.59064,1.9927E-05
10.60068,1.987E-05
10.61078,1.9901E-05
10.62068,1.992E-05
10.63068,1.9924E-05
10.64079,1.9934E-05
10.65068,1.9887E-05
10.6608,1.9846E-05
10.67068,1.9884E-05
10.68068,1.9851E-05
10.69128,1.9859E-05
10.70064,1.9848E-05
10.71068,1.9867E-05
10.72205,1.984E-05
10.73068,1.9918E-05
10.74068,1.9896E-05
10.75091,1.9913E-05
10.76063,1.9885E-05
10.77064,1.9946E-05
10.78067,1.9917E-05
10.79069,1.9947E-05
10.80087,1.9938E-05
10.81068,1.9942E-05
10.82063,1.9939E-05
10.83068,1.9917E-05
10.84067,1.9904E-05
10.85064,1.9928E-05
10.86079,1.9942E-05
10.87064,1.9887E-05
10.88064,1.9882E-05
10.89085,1.9836E-05
10.90063,1.9923E-05
10.91069,1.9877E-05
10.92063,1.9891E-05
10.93064,1.9945E-05
10.94132,1.9876E-05
10.95063,1.992E-05
10.96064,1.9874E-05
10.97198,1.9948E-05
10.98063,1.9939E-05
10.99068,1.9934E-05
11.00095,1.9957E-05
11.01068,1.9983E-05
11.02069,1.9949E-05
11.03063,1.9923E-05
11.04065,1.9934E-05
11.05087,1.9951E-05
11.06064,1.9978E-05
11.07068,1.9978E-05
11.08189,1.996E-05
11.09067,1.9942E-05
11.10064,1.9986E-05
11.11078,1.9992E-05
11.12064,1.9952E-05
11.13068,1.9975E-05
11.14084,1.9964E-05
11.15068,1.9926E-05
11.16068,1.9967E-05
11.17068,1.9972E-05
11.18064,1.9945E-05
11.19104,1.9946E-05
11.20064,1.9952E-05
11.21068,2.0002E-05
11.22201,1.9997E-05
11.23068,2.0044E-05
11.24068,2.0002E-05
11.25087,1.9982E-05
11.26068,1.9953E-05
11.27069,1.9969E-05
11.28064,1.9969E-05
11.29069,1.9991E-05
11.30092,1.9986E-05
11.31063,1.9988E-05
11.32069,1.996E-05
11.33158,2.0008E-05
11.34069,1.995E-05
11.35064,1.9978E-05
11.36076,1.9972E-05
11.37064,2.0007E-05
11.38068,1.9971E-05
11.39063,1.9978E-05
11.40068,1.9976E-05
11.41087,1.9997E-05
11.42063,1.9974E-05
11.43068,2.0036E-05
11.44107,1.9991E-05
11.45068,2.0013E-05
11.46068,2.0003E-05
11.47199,2.0032E-05
11.48063,2.0017E-05
11.49065,2.0013E-05
11.50094,2.0043E-05
11.51069,2.0037E-05
11.52068,2.0028E-05
11.53067,2.0059E-05
11.54068,2.0057E-05
11.55088,2.0041E-05
11.56063,1.9992E-05
11.57068,1.9977E-05
11.58159,1.9948E-05
11.59063,1.9972E-05
11.60068,1.9953E-05
11.61078,1.9961E-05
11.62068,1.9948E-05
11.63064,1.9966E-05
11.64084,1.9948E-05
11.65064,1.995E-05
11.66086,1.9976E-05
11.67063,1.9957E-05
11.68064,1.9974E-05
11.69102,1.9967E-05
11.70063,1.9957E-05
11.71064,1.9967E-05
11.72206,1.9959E-05
11.73068,1.9968E-05
11.74068,1.998E-05
11.75093,2.0005E-05
11.76068,2.0005E-05
11.77069,1.9996E-05
11.78063,2.0005E-05
11.79069,2.0026E-05
11.8008,2.0017E-05
11.81064,2.0044E-05
11.82064,2.0035E-05
11.83184,2.003E-05
11.84068,1.9994E-05
11.85068,2.0042E-05
11.86073,2.0013E-05
11.87064,2.0038E-05
11.88068,2.0026E-05
11.89084,2.0032E-05
11.90068,2.0014E-05
11.91068,2.0016E-05
11.92067,1.9994E-05
11.93069,2.0019E-05
11.94102,2.0003E-05
11.95068,2.0012E-05
11.96064,2.0007E-05
11.97204,2.0017E-05
11.98063,1.9983E-05
11.99068,1.9994E-05
12.00089,2.0001E-05
12.01068,2.0028E-05
12.02068,1.9997E-05
12.03064,2.0058E-05
12.04068,2.0038E-05
12.05092,1.9998E-05
12.06067,2.0025E-05
12.07068,2.0015E-05
12.08164,2.0011E-05
12.09067,2.0028E-05
12.10068,2.0032E-05
12.11077,2.0028E-05
12.12068,2.0042E-05
12.13068,2.0054E-05
12.14084,2.0042E-05
12.15064,2.0037E-05
12.16068,2.0055E-05
12.17067,2.0049E-05
12.18068,2.0049E-05
12.19108,2.0028E-05
12.20068,2.0082E-05
12.21064,2.0038E-05
12.22204,2.0051E-05
12.23068,2.0113E-05
12.24064,2.0095E-05
12.25088,2.0093E-05
12.26068,2.0047E-05
12.27068,2.0021E-05
12.28067,2.003E-05
12.29068,2.0046E-05
12.3009,2.0066E-05
12.31068,2.0067E-05
12.32064,2.0022E-05
12.3319,2.0029E-05
12.34068,2.0025E-05
12.35068,2.0049E-05
12.36077,2.0007E-05
12.37064,2.0027E-05
12.38064,2.0059E-05
12.39079,2.0069E-05
12.40068,2.0052E-05
12.41092,2.0063E-05
12.42067,2.0027E-05
12.43069,2.0044E-05
12.44105,2.0035E-05
12.45068,2.0046E-05
12.46064,2.0047E-05
12.47201,2.0058E-05
12.48068,1.9987E-05
12.49064,2.0021E-05
12.50094,2.0024E-05
12.51064,2.0046E-05
12.52068,2.0032E-05
12.53064,2.0069E-05
12.54064,2.0013E-05
12.55079,2.006E-05
12.56067,2.005E-05
12.57068,2.0098E-05
12.5818,2.0091E-05
12.59063,2.0102E-05
12.60068,2.0095E-05
12.61158,2.006E-05
12.62064,2.0074E-05
12.63068,2.0065E-05
12.64085,2.0066E-05
12.65068,2.0065E-05
12.66064,2.0052E-05
12.67063,2.005E-05
12.68068,2.0083E-05
12.69103,2.0093E-05
12.70067,2.0107E-05
12.71064,2.0096E-05
12.72204,2.0106E-05
12.73063,2.0062E-05
12.74068,2.0112E-05
12.75093,2.0174E-05
12.76064,2.0167E-05
12.77064,2.0175E-05
12.78063,2.0172E-05
12.79064,2.019E-05
12.80092,2.0161E-05
12.81064,2.0183E-05
12.82068,2.0183E-05
12.83163,2.0176E-05
12.84063,2.0161E-05
12.85069,2.0173E-05
12.86078,2.0153E-05
12.8707,2.0148E-05
12.88064,2.0155E-05
12.8908,2.0169E-05
12.90068,2.0156E-05
12.91069,2.0175E-05
12.92063,2.0152E-05
12.93069,2.0182E-05
12.94128,2.0173E-05
12.95068,2.0168E-05
12.96063,2.0159E-05
12.972,2.0183E-05
12.98067,2.0144E-05
12.99064,2.0189E-05
13.00087,2.0154E-05
13.01068,2.0195E-05
13.02063,2.0178E-05
13.03068,2.0182E-05
13.04063,2.0153E-05
13.05092,2.0161E-05
13.06063,2.014E-05
13.07068,2.0145E-05
13.08184,1.997E-05
13.09063,1.9964E-05
13.10067,2.0068E-05
13.11085,2.0046E-05
13.12064,2.0014E-05
13.13065,2.0056E-05
13.14067,2.005E-05
13.15064,2.0047E-05
13.16092,2.0015E-05
13.17063,2.0033E-05
13.18069,2.0006E-05
13.19108,2.0002E-05
13.20068,1.9987E-05
13.21064,1.9994E-05
13.22204,1.9982E-05
13.23068,1.9955E-05
13.24064,1.995E-05
13.25088,1.9977E-05
13.26063,1.9953E-05
13.27065,2.0095E-05
13.28067,2.0018E-05
13.29069,2.0054E-05
13.30086,2.0041E-05
13.31063,2.0065E-05
13.32064,2.0065E-05
13.33179,2.0089E-05
13.34068,2.0047E-05
13.35068,2.0057E-05
13.36079,2.0107E-05
13.37064,2.0125E-05
13.38068,2.0033E-05
13.3908,2.0057E-05
13.40067,2.005E-05
13.41069,2.0053E-05
13.42067,2.0046E-05
13.43065,2.0014E-05
13.44103,2.0024E-05
13.45064,2.0025E-05
13.46063,2.0052E-05
13.472,2.0084E-05
13.48063,2.0039E-05
13.49069,2.0065E-05
13.50092,2.0057E-05
13.51064,2.0037E-05
13.52064,2.005E-05
13.53064,2.007E-05
13.54068,2.0066E-05
13.55081,2.0101E-05
13.56067,2.0052E-05
13.57068,2.0051E-05
13.58155,2.0055E-05
13.59068,2.0054E-05
13.60069,2.007E-05
13.6108,2.0074E-05
13.62064,2.0074E-05
13.63064,2.0006E-05
13.6408,2.0013E-05
13.65068,2.0062E-05
13.66081,2.0018E-05
13.67062,2.0068E-05
13.68069,2.0012E-05
13.69127,1.9997E-05
13.70069,2.0099E-05
13.71068,2.003E-05
13.722,2.0037E-05
13.73064,2.009E-05
13.74063,2.0063E-05
13.75092,2.0106E-05
13.76063,2.0123E-05
13.77069,2.0114E-05
13.78067,2.0127E-05
13.79069,2.0109E-05
13.80079,2.0114E-05
13.81064,2.0109E-05
13.82067,2.0149E-05
13.8316,2.0138E-05
13.84067,2.0052E-05
13.85065,2.0016E-05
13.86076,2.0032E-05
13.87065,2.009E-05
13.88063,2.0084E-05
13.89081,2.0101E-05
13.90067,2.014E-05
13.91092,2.0148E-05
13.92067,2.0131E-05
13.93069,2.0094E-05
13.94101,2.0103E-05
13.95064,2.0128E-05
13.96067,2.012E-05
13.97193,2.0128E-05
13.98067,2.0091E-05
13.99069,2.0093E-05
14.00094,2.0123E-05
14.01069,2.0135E-05
14.02068,2.012E-05
14.03064,2.0095E-05
14.04068,2.012E-05
14.05093,2.0111E-05
14.06067,2.012E-05
14.07064,2.0111E-05
14.08182,2.0128E-05
14.09067,2.0093E-05
14.10068,2.0105E-05
14.11073,2.0141E-05
14.12068,2.0166E-05
14.13065,2.0187E-05
14.14078,2.0145E-05
14.15065,2.0145E-05
14.16064,2.0115E-05
14.17068,2.0064E-05
14.18068,2.0083E-05
14.19129,2.0041E-05
14.20063,2.0054E-05
14.21064,2.0027E-05
14.22203,2.004E-05
14.23067,1.9981E-05
14.24068,2.0089E-05
14.25087,2.0121E-05
14.26068,2.0158E-05
14.27069,2.0086E-05
14.28067,2.0095E-05
14.29069,2.0071E-05
14.30092,2.0072E-05
14.31064,2.0065E-05
14.32064,2.0057E-05
14.33182,2.0123E-05
14.34063,2.0048E-05
14.35068,2.0124E-05
14.36159,2.0117E-05
14.37068,2.009E-05
14.38068,2.0122E-05
14.39085,2.0121E-05
14.40069,2.011E-05
14.41065,2.0102E-05
14.42063,2.0099E-05
14.43069,2.0123E-05
14.44103,2.0088E-05
14.45068,2.0111E-05
14.46068,2.0093E-05
14.47203,2.0094E-05
14.48068,2.0061E-05
14.49067,2.0026E-05
14.50088,2.0027E-05
14.51064,2.0008E-05
14.52069,2.0019E-05
14.53067,2.009E-05
14.54069,2.0024E-05
14.55069,2.0051E-05
14.56069,2.0097E-05
14.57069,2.0117E-05
14.5816,2.0074E-05
14.59068,2.0107E-05
14.60068,2.0097E-05
14.6116,2.0104E-05
14.62064,2.0091E-05
14.63068,2.009E-05
14.64083,2.0085E-05
14.65069,2.0116E-05
14.66073,2.0108E-05
14.67063,2.0095E-05
14.68069,2.0001E-05
14.69102,2.0098E-05
14.70064,2.0083E-05
14.71064,2.009E-05
14.72207,2.0084E-05
14.73064,2.0082E-05
14.74068,2.0096E-05
14.75095,2.0125E-05
14.76069,2.0122E-05
14.77069,2.0139E-05
14.78067,2.01E-05
14.79064,2.0095E-05
14.80089,2.0101E-05
14.81064,2.0089E-05
14.82064,2.0101E-05
14.83179,2.0109E-05
14.84068,2.012E-05
14.85068,2.0103E-05
14.86079,2.0091E-05
14.87067,2.0076E-05
14.88065,2.0066E-05
14.89079,2.0028E-05
14.90069,2.0084E-05
14.91064,2.0065E-05
14.92068,2.0078E-05
14.93068,2.0077E-05
14.94121,2.0069E-05
14.95063,2.0068E-05
14.96069,2.0049E-05
14.97202,2.0049E-05
14.98068,2.0083E-05
14.99064,2.0048E-05
15.00091,2.0113E-05
15.01064,2.0079E-05
15.02069,2.0092E-05
15.03063,2.0091E-05
15.04065,2.009E-05
15.05085,2.0079E-05
15.06068,2.0028E-05
15.07068,2.0018E-05
15.08179,2.0063E-05
15.09067,2.0063E-05
15.10069,2.008E-05
15.11154,2.0086E-05
15.12068,2.0085E-05
15.13092,2.0067E-05
15.14085,2.0076E-05
15.15063,2.0013E-05
15.16069,2.0094E-05
15.17063,2.0041E-05
15.18069,2.0107E-05
15.19104,2.0104E-05
15.20064,2.0106E-05
15.21064,2.0153E-05
15.22204,2.0099E-05
15.23069,2.0091E-05
15.24068,2.0117E-05
15.2509,2.0103E-05
15.26065,2.0043E-05
15.27069,2.0072E-05
15.28064,2.0035E-05
15.29069,2.0017E-05
15.3009,2.0054E-05
15.31068,2.0046E-05
15.32064,2.0126E-05
15.33157,2.0057E-05
15.34064,2.005E-05
15.35068,2.0089E-05
15.36079,2.0083E-05
15.37069,1.9952E-05
15.38064,2.0008E-05
15.3908,2.0082E-05
15.40065,2.0047E-05
15.41069,2.0055E-05
15.42067,2.0149E-05
15.43064,2.0098E-05
15.44099,2.0066E-05
15.45068,2.0027E-05
15.46069,2.0041E-05
15.47204,2.0117E-05
15.48068,2.0142E-05
15.49064,2.0156E-05
15.50093,2.005E-05
15.51068,2.0069E-05
15.52069,2.0144E-05
15.53067,2.0132E-05
15.54068,2.0161E-05
15.55093,2.0158E-05
15.56063,2.0213E-05
15.57068,2.0226E-05
15.58184,2.0223E-05
15.59063,2.021E-05
15.60069,2.0183E-05
15.61158,2.0062E-05
15.62068,2.0089E-05
15.63064,2.0147E-05
15.6408,2.0148E-05
15.65064,2.0149E-05
15.66065,2.017E-05
15.67063,2.0172E-05
15.68068,2.0158E-05
15.69128,2.0156E-05
15.70067,2.0142E-05
15.71064,2.0151E-05
15.72203,2.0134E-05
15.73068,2.0137E-05
15.74064,2.0197E-05
15.75089,2.0198E-05
15.76064,2.0147E-05
15.77068,2.0108E-05
15.78068,2.0124E-05
15.79064,2.0117E-05
15.80083,2.0149E-05
15.81067,2.0142E-05
15.82064,2.0132E-05
15.83157,2.0158E-05
15.84063,2.0153E-05
15.85069,2.0084E-05
15.86077,2.0085E-05
15.87068,2.0039E-05
15.88068,2.0054E-05
15.89084,2.0047E-05
15.90068,2.0055E-05
15.91069,2.0049E-05
15.92067,2.0087E-05
15.93068,2.0077E-05
15.94104,2.0071E-05
15.95068,2.0068E-05
15.96069,2.0107E-05
15.97198,2.0128E-05
15.98064,2.0104E-05
15.99064,2.0188E-05
16.00097,2.0166E-05
16.01068,2.0222E-05
16.02069,2.0274E-05
16.03067,2.0161E-05
16.04068,2.0214E-05
16.05085,2.0133E-05
16.06067,2.0202E-05
16.07064,2.0164E-05
16.08155,2.0243E-05
16.09068,2.0131E-05
16.10069,2.0181E-05
16.11158,2.0238E-05
16.12064,2.0216E-05
16.13064,2.0218E-05
16.14085,2.0138E-05
16.15068,2.016E-05
16.16069,2.0156E-05
16.17064,2.0162E-05
16.18068,2.0146E-05
16.19131,2.0147E-05
16.20067,2.0199E-05
16.21069,2.0145E-05
16.22198,2.0213E-05
16.23068,2.0188E-05
16.24069,2.0194E-05
16.25087,2.0187E-05
16.26069,2.0172E-05
16.27065,2.0218E-05
16.28063,2.0246E-05
16.29069,2.0238E-05
16.30089,2.0213E-05
16.31063,2.0215E-05
16.32069,2.0182E-05
16.3318,2.0184E-05
16.34064,2.0223E-05
16.35064,2.0211E-05
16.36083,2.0191E-05
16.37068,2.0205E-05
16.38068,2.0223E-05
16.3908,2.0242E-05
16.40068,2.023E-05
16.41091,2.0187E-05
16.42067,2.024E-05
16.43064,2.0238E-05
16.44132,2.0238E-05
16.45069,2.0253E-05
16.46068,2.0251E-05
16.47198,2.024E-05
16.48063,2.0241E-05
16.49068,2.0238E-05
16.50084,2.0243E-05
16.51068,2.0183E-05
16.52069,2.0164E-05
16.53068,2.0188E-05
16.54068,2.0183E-05
16.55064,2.0183E-05
16.56063,2.0198E-05
16.57064,2.0198E-05
16.58153,2.0177E-05
16.59068,2.0216E-05
16.60064,2.0204E-05
16.61159,2.0207E-05
16.62068,2.0205E-05
16.63068,2.0196E-05
16.64085,2.0211E-05
16.65065,2.0228E-05
16.66068,2.0237E-05
16.67064,2.0236E-05
16.68069,2.0242E-05
16.69129,2.0227E-05
16.70068,2.0221E-05
16.71068,2.0225E-05
16.72195,2.0235E-05
16.73064,2.023E-05
16.74068,2.0215E-05
16.7509,2.021E-05
16.76064,2.0205E-05
16.77069,2.0202E-05
16.78063,2.0166E-05
16.79068,2.0229E-05
16.80088,2.0201E-05
16.81067,2.0128E-05
16.82068,2.0191E-05
16.83155,2.0165E-05
16.84069,2.0181E-05
16.85068,2.0174E-05
16.8616,2.0184E-05
16.87069,2.0181E-05
16.88063,2.0177E-05
16.89081,2.0202E-05
16.90069,2.0174E-05
16.9108,2.0158E-05
16.92063,2.0168E-05
16.93065,2.018E-05
16.94125,2.0202E-05
16.95069,2.022E-05
16.96064,2.0201E-05
16.972,2.0189E-05
16.98069,2.0229E-05
16.99068,2.021E-05
17.00093,2.024E-05
17.01065,2.0216E-05
17.02065,2.0212E-05
17.03067,2.021E-05
17.04069,2.0228E-05
17.05081,2.0202E-05
17.06068,2.0235E-05
17.07068,2.0232E-05
17.08153,2.0229E-05
17.09069,2.0234E-05
17.10068,2.0246E-05
17.1116,2.0207E-05
17.12069,2.0224E-05
17.13068,2.0227E-05
17.14084,2.0205E-05
17.15069,2.0189E-05
17.16069,2.018E-05
17.17063,2.0185E-05
17.18069,2.0262E-05
17.1913,2.0197E-05
17.20068,2.0202E-05
17.21064,2.0174E-05
17.22204,2.0232E-05
17.23068,2.0207E-05
17.24069,2.0189E-05
17.25084,2.0202E-05
17.26069,2.0263E-05
17.27065,2.0262E-05
17.28067,2.0267E-05
17.29069,2.022E-05
17.30093,2.0217E-05
17.31064,2.0213E-05
17.32068,2.0243E-05
17.33181,2.0227E-05
17.34068,2.0244E-05
17.35068,2.0277E-05
17.36082,2.0279E-05
17.37068,2.0284E-05
17.38069,2.0265E-05
17.39062,2.0258E-05
17.40068,2.0261E-05
17.41084,2.0227E-05
17.42067,2.0239E-05
17.43068,2.0207E-05
17.44109,2.0256E-05
17.45064,2.0237E-05
17.46063,2.0252E-05
17.47197,2.0236E-05
17.48064,2.0252E-05
17.49068,2.022E-05
17.50089,2.0215E-05
17.51069,2.0197E-05
17.52065,2.023E-05
17.53067,2.0277E-05
17.54064,2.0241E-05
17.55093,2.0247E-05
17.56068,2.027E-05
17.57069,2.0193E-05
17.58177,2.023E-05
17.59068,2.0252E-05
17.60068,2.0276E-05
17.61159,2.0296E-05
17.62064,2.0284E-05
17.63068,2.0262E-05
17.64085,2.0266E-05
17.65065,2.0251E-05
17.66078,2.0247E-05
17.67063,2.0263E-05
17.68065,2.0284E-05
17.691,2.0187E-05
17.70065,2.0242E-05
17.71065,2.0245E-05
17.72202,2.0252E-05
17.73068,2.0218E-05
17.74068,2.0213E-05
17.75086,2.017E-05
17.76069,2.0206E-05
17.77065,2.0213E-05
17.78067,2.0232E-05
17.79064,2.0229E-05
17.80093,2.0228E-05
17.81068,2.024E-05
17.82068,2.0246E-05
17.83177,2.0237E-05
17.84064,2.0266E-05
17.85068,2.0257E-05
17.86078,2.0288E-05
17.87064,2.0296E-05
17.88065,2.0309E-05
17.89083,2.0325E-05
17.90069,2.0259E-05
17.91067,2.0224E-05
17.92063,2.0192E-05
17.93065,2.0188E-05
17.9413,2.0199E-05
17.95064,2.0147E-05
17.96068,2.0181E-05
17.97202,2.0217E-05
17.98064,2.0204E-05
17.99064,2.0194E-05
18.00096,2.018E-05
18.01068,2.0197E-05
18.02069,2.0194E-05
18.03067,2.025E-05
18.04068,2.0222E-05
18.05087,2.0214E-05
18.06067,2.0229E-05
18.07064,2.0243E-05
18.08182,2.0235E-05
18.09069,2.0262E-05
18.10068,2.0239E-05
18.11159,2.028E-05
18.12064,2.0275E-05
18.13068,2.0267E-05
18.14083,2.028E-05
18.15069,2.0262E-05
18.16069,2.0242E-05
18.17063,2.0213E-05
18.18069,2.0213E-05
18.19124,2.022E-05
18.20069,2.0213E-05
18.21068,2.0213E-05
18.22199,2.0238E-05
18.23069,2.0196E-05
18.2409,2.0213E-05
18.25084,2.0227E-05
18.26065,2.0244E-05
18.2707,2.024E-05
18.28067,2.0262E-05
18.29069,2.0218E-05
18.30093,2.0278E-05
18.31064,2.0236E-05
18.32064,2.0215E-05
18.33187,2.0158E-05
18.34068,2.0147E-05
18.35068,2.0178E-05
18.36081,2.0212E-05
18.37068,2.0201E-05
18.38067,2.0187E-05
18.39081,2.021E-05
18.40065,2.0254E-05
18.41094,2.0221E-05
18.42068,2.0183E-05
18.43064,2.015E-05
18.4413,2.0195E-05
18.45069,2.0185E-05
18.46068,2.0212E-05
18.47195,2.0163E-05
18.48069,2.0195E-05
18.49064,2.0145E-05
18.50089,2.0211E-05
18.51065,2.0194E-05
18.52065,2.0177E-05
18.53067,2.0175E-05
18.54065,2.0217E-05
18.55069,2.0181E-05
18.56065,2.0191E-05
18.57065,2.0197E-05
18.58152,2.0249E-05
18.59069,2.0232E-05
18.60065,2.022E-05
18.61159,2.0196E-05
18.62068,2.0207E-05
18.63068,2.0186E-05
18.64081,2.0232E-05
18.65065,2.0199E-05
18.66083,2.0217E-05
18.67067,2.0213E-05
18.68064,2.0257E-05
18.6912,2.0244E-05
18.70067,2.0241E-05
18.71069,2.0255E-05
18.72199,2.025E-05
18.73064,2.028E-05
18.74068,2.0328E-05
18.75093,2.0305E-05
18.76068,2.0314E-05
18.77069,2.0318E-05
18.78064,2.0334E-05
18.79065,2.0342E-05
18.80069,2.0367E-05
18.81069,2.0342E-05
18.82068,2.0329E-05
18.83177,2.0293E-05
18.84068,2.029E-05
18.85068,2.0365E-05
18.8616,2.0309E-05
18.87068,2.0307E-05
18.88064,2.0267E-05
18.89081,2.0324E-05
18.90069,2.0313E-05
18.91069,2.029E-05
18.92067,2.0322E-05
18.93069,2.0342E-05
18.94127,2.0305E-05
18.95069,2.026E-05
18.96068,2.0298E-05
18.97196,2.0314E-05
18.98064,2.0285E-05
18.99068,2.0314E-05
19.00069,2.0324E-05
19.01067,2.0331E-05
19.02065,2.029E-05
19.03063,2.0292E-05
19.04065,2.0325E-05
19.05087,2.0275E-05
19.06067,2.0233E-05
19.07069,2.0172E-05
19.08184,2.0215E-05
19.09068,2.0213E-05
19.10064,2.0238E-05
19.11159,2.0213E-05
19.12064,2.0205E-05
19.13063,2.0202E-05
19.14082,2.0191E-05
19.15069,2.0189E-05
19.16065,2.0193E-05
19.17067,2.0267E-05
19.18065,2.0308E-05
19.19102,2.0314E-05
19.20069,2.0293E-05
19.21068,2.0269E-05
19.22203,2.0289E-05
19.23068,2.0294E-05
19.24068,2.0292E-05
19.2509,2.0268E-05
19.26069,2.0259E-05
19.27073,2.0249E-05
19.28067,2.0254E-05
19.29065,2.0265E-05
19.30089,2.0298E-05
19.31068,2.0263E-05
19.32064,2.0295E-05
19.33177,2.0292E-05
19.34064,2.0311E-05
19.35064,2.03E-05
19.3616,2.0306E-05
19.37069,2.0295E-05
19.38063,2.0312E-05
19.3908,2.0304E-05
19.40069,2.0299E-05
19.41065,2.0304E-05
19.42067,2.0312E-05
19.43065,2.0295E-05
19.44123,2.0291E-05
19.45063,2.0335E-05
19.46069,2.0286E-05
19.47199,2.0304E-05
19.48068,2.0322E-05
19.49064,2.0345E-05
19.50083,2.0296E-05
19.51064,2.03E-05
19.52064,2.0376E-05
19.53067,2.0326E-05
19.54064,2.0272E-05
19.55074,2.0251E-05
19.56067,2.0274E-05
19.57068,2.0246E-05
19.58181,2.0246E-05
19.59067,2.032E-05
19.60068,2.0295E-05
19.61159,2.0262E-05
19.62068,2.0291E-05
19.63064,2.0271E-05
19.64081,2.0292E-05
19.65069,2.029E-05
19.6609,2.031E-05
19.67067,2.0323E-05
19.68069,2.0342E-05
19.69127,2.0298E-05
19.70064,2.0361E-05
19.71068,2.0323E-05
19.72204,2.0308E-05
19.73064,2.0284E-05
19.74064,2.0317E-05
19.75085,2.031E-05
19.76069,2.0293E-05
