Time,I1
0.0364,-5.636E-11
0.25069,-4.396E-11
0.50063,-4.355E-11
0.75064,-4.327E-11
1.00069,-4.264E-11
1.25064,-4.288E-11
1.50094,-4.295E-11
1.75225,-4.305E-11
2.00243,-4.283E-11
2.2546,-4.304E-11
2.50465,-4.245E-11
2.75499,-4.287E-11
3.00581,-4.257E-11
3.2571,-4.294E-11
3.50068,-4.242E-11
3.75068,-4.286E-11
4.00064,-4.243E-11
4.25068,-4.228E-11
4.50068,-4.271E-11
4.75068,-4.257E-11
5.00245,-4.282E-11
5.25238,-4.239E-11
5.50442,-4.267E-11
5.7536,-4.255E-11
6.00573,-4.269E-11
6.25576,-4.216E-11
6.50583,-4.23E-11
6.75769,-4.2E-11
7.00064,-4.271E-11
7.25068,-4.214E-11
7.50068,-4.221E-11
7.75064,-4.252E-11
8.00068,-4.223E-11
8.25237,-4.253E-11
8.50246,-4.221E-11
8.75364,-4.251E-11
9.00432,-4.21E-11
9.25572,-4.247E-11
9.50572,-4.186E-11
9.75635,-4.241E-11
10.00707,-4.204E-11
10.25064,-4.244E-11
10.50068,-4.185E-11
10.75068,-4.184E-11
11.00068,-4.244E-11
11.25068,-4.223E-11
11.5024,-4.247E-11
11.75225,-4.212E-11
12.00434,-4.228E-11
12.25458,-4.164E-11
12.50574,-4.241E-11
12.75631,-4.167E-11
13.00702,-4.217E-11
13.25065,-4.158E-11
13.50068,-4.213E-11
13.75064,-4.189E-11
14.00068,-4.172E-11
14.25069,-4.18E-11
14.50094,-4.212E-11
14.75229,-4.185E-11
15.00436,-4.165E-11
15.25461,-4.218E-11
15.50572,-4.145E-11
15.75495,-4.163E-11
16.00568,-4.209E-11
16.25069,-4.193E-11
16.50063,-4.152E-11
16.75069,-4.187E-11
17.00064,-4.209E-11
17.25069,-4.156E-11
17.50068,-4.157E-11
17.75226,-4.15E-11
18.00435,-4.179E-11
18.2546,-4.132E-11
18.50462,-4.163E-11
18.75495,-4.165E-11
19.00567,-4.144E-11
19.25708,-4.137E-11
19.50068,-4.193E-11
19.75064,-4.16E-11
20.00069,-4.121E-11
20.25064,-4.173E-11
20.50068,-4.165E-11
20.7523,-4.167E-11
21.00317,-4.126E-11
21.25457,-4.179E-11
21.50458,-4.124E-11
21.75495,-4.136E-11
22.00571,-4.142E-11
22.25709,-4.165E-11
22.50067,-4.071E-11
22.75069,-4.18E-11
23.00064,-4.159E-11
23.25064,-4.1E-11
23.50067,-4.11E-11
23.75225,-4.099E-11
24.00314,-4.148E-11
24.25434,-4.094E-11
24.50459,-4.144E-11
24.75499,-4.127E-11
25.00564,-4.104E-11
25.25707,-4.105E-11
25.50068,-4.167E-11
25.75068,-4.103E-11
26.00068,-4.099E-11
26.25068,-4.136E-11
26.50068,-4.102E-11
26.75225,-4.148E-11
27.00317,-4.082E-11
27.25454,-4.155E-11
27.50456,-4.087E-11
27.755,-4.114E-11
28.00563,-4.113E-11
28.25699,-4.114E-11
28.50064,-4.073E-11
28.75068,-4.119E-11
29.00064,-4.113E-11
29.25068,-4.058E-11
29.50068,-4.086E-11
29.7523,-4.047E-11
30.00316,-4.156E-11
30.25452,-4.06E-11
30.50452,-4.103E-11
30.755,-4.083E-11
31.0056,-4.087E-11
31.25701,-4.06E-11
31.50068,-4.119E-11
31.75068,-4.066E-11
32.00068,-4.066E-11
32.25064,-4.111E-11
32.50068,-4.084E-11
32.75226,-4.115E-11
33.00316,-4.056E-11
33.2545,-4.113E-11
33.50451,-4.053E-11
33.755,-4.086E-11
34.00558,-4.082E-11
34.25696,-4.083E-11
34.50068,-4.024E-11
34.75069,-4.077E-11
35.00069,-4.091E-11
35.25069,-4.036E-11
35.50068,-4.043E-11
35.7523,-4.041E-11
36.00314,-4.079E-11
36.25441,-4.03E-11
36.50447,-4.071E-11
36.755,-4.056E-11
37.0056,-4.026E-11
37.25699,-4.042E-11
37.50064,-4.094E-11
37.75064,-4.037E-11
38.00069,-4.008E-11
38.25069,-4.096E-11
38.50064,-4.028E-11
38.7523,-4.084E-11
39.00314,-4.016E-11
39.25448,-4.084E-11
39.50449,-4.021E-11
39.755,-4.046E-11
40.00558,-4.033E-11
40.25698,-4.049E-11
40.50068,-4.023E-11
40.75069,-4.063E-11
41.00064,-4.057E-11
41.25069,-3.991E-11
41.50068,-4.044E-11
41.75069,-4.053E-11
42.00379,-4.039E-11
42.2538,-3.985E-11
42.50444,-4.072E-11
42.75495,-3.996E-11
43.0055,-4.042E-11
43.25554,-4.043E-11
43.50694,-4.032E-11
43.75064,-3.975E-11
44.00064,-4.019E-11
44.25068,-4.046E-11
44.50068,-3.987E-11
44.75069,-4.012E-11
45.00378,-4.032E-11
45.25379,-4.032E-11
45.50439,-3.988E-11
45.75365,-4.004E-11
46.00416,-4.013E-11
46.25555,-4.033E-11
46.50692,-3.98E-11
46.75064,-4.005E-11
47.00069,-3.977E-11
47.25064,-4.003E-11
47.50064,-4.039E-11
47.75069,-3.968E-11
48.00065,-3.984E-11
48.25377,-3.999E-11
48.50378,-4.043E-11
48.75361,-3.971E-11
49.00411,-3.989E-11
49.25548,-3.949E-11
49.50556,-3.994E-11
49.75635,-3.99E-11
50.00069,-4.009E-11
50.25064,-3.957E-11
50.50068,-3.982E-11
50.75064,-4.026E-11
51.00069,-3.974E-11
51.25111,-3.979E-11
51.50378,-3.978E-11
51.75361,-4.002E-11
52.00412,-3.96E-11
52.2544,-3.967E-11
52.50559,-3.948E-11
52.75631,-3.983E-11
53.00683,-3.975E-11
53.25064,-4.005E-11
53.50068,-3.95E-11
53.75064,-3.941E-11
54.00064,-3.994E-11
54.25068,-3.956E-11
54.50307,-3.969E-11
54.75229,-3.968E-11
55.00415,-4.006E-11
55.25413,-3.956E-11
55.50553,-4.009E-11
55.75635,-3.928E-11
56.00683,-3.982E-11
56.25068,-3.936E-11
56.50068,-3.994E-11
56.75064,-3.952E-11
57.00064,-3.922E-11
57.25068,-3.979E-11
57.50068,-3.962E-11
57.75225,-3.973E-11
58.00374,-3.912E-11
58.25429,-3.978E-11
58.50432,-3.935E-11
58.75495,-3.966E-11
59.00543,-3.945E-11
59.2568,-3.953E-11
59.50068,-3.917E-11
59.75068,-3.974E-11
60.00064,-3.948E-11
60.25084,-3.913E-11
60.50068,-3.952E-11
60.75068,-3.956E-11
61.00377,-3.949E-11
61.25372,-3.911E-11
61.50425,-3.969E-11
61.75495,-3.912E-11
62.00535,-3.942E-11
62.25543,-3.945E-11
62.50677,-3.946E-11
62.75068,-3.89E-11
63.00084,-3.959E-11
63.25084,-3.916E-11
63.50083,-3.887E-11
63.75068,-3.94E-11
64.00115,-3.908E-11
64.2537,-3.935E-11
64.50426,-3.9E-11
64.7536,-3.92E-11
65.00402,-3.938E-11
65.25542,-3.92E-11
65.5068,-3.881E-11
65.75765,-3.96E-11
66.00085,-3.886E-11
66.25085,-3.932E-11
66.50084,-3.909E-11
66.75068,-3.883E-11
67.0008,-3.908E-11
67.25112,-3.903E-11
67.50376,-3.929E-11
67.75364,-3.879E-11
68.00402,-3.919E-11
68.25422,-3.902E-11
68.50541,-3.92E-11
68.75631,-3.887E-11
69.00672,-3.901E-11
69.2508,-3.864E-11
69.50084,-3.93E-11
69.75068,-3.923E-11
70.00082,-3.851E-11
70.25084,-3.902E-11
70.50374,-3.901E-11
70.75225,-3.896E-11
71.00386,-3.864E-11
71.25524,-3.913E-11
71.50539,-3.867E-11
71.7563,-3.927E-11
72.00654,-3.877E-11
72.25083,-3.885E-11
72.50084,-3.843E-11
72.75068,-3.9E-11
73.00081,-3.912E-11
73.25081,-3.854E-11
73.5008,-3.873E-11
73.75229,-3.86E-11
74.0038,-3.919E-11
74.25382,-3.872E-11
74.50423,-3.884E-11
74.75499,-3.87E-11
75.00654,-3.914E-11
75.25674,-3.872E-11
75.5008,-3.915E-11
75.75068,-3.852E-11
76.00081,-3.867E-11
76.25076,-3.908E-11
76.5008,-3.853E-11
76.75229,-3.896E-11
77.00382,-3.864E-11
77.25379,-3.901E-11
77.50518,-3.813E-11
77.755,-3.889E-11
78.00516,-3.868E-11
78.2565,-3.894E-11
78.50658,-3.878E-11
78.75064,-3.884E-11
79.00089,-3.856E-11
79.25088,-3.838E-11
79.5008,-3.892E-11
79.75064,-3.868E-11
80.00376,-3.859E-11
80.254,-3.836E-11
80.50384,-3.871E-11
80.75364,-3.893E-11
81.00513,-3.868E-11
81.25513,-3.874E-11
81.50652,-3.872E-11
81.75068,-3.815E-11
82.00088,-3.892E-11
82.25089,-3.846E-11
82.50087,-3.82E-11
82.75068,-3.866E-11
83.00085,-3.865E-11
83.25378,-3.855E-11
83.50377,-3.816E-11
83.75364,-3.852E-11
84.00511,-3.817E-11
84.25515,-3.836E-11
84.50655,-3.817E-11
84.75631,-3.827E-11
85.00089,-3.808E-11
85.25088,-3.864E-11
85.50088,-3.844E-11
85.75068,-3.808E-11
86.00089,-3.837E-11
86.25117,-3.844E-11
86.50376,-3.851E-11
86.7536,-3.793E-11
87.00512,-3.867E-11
87.25518,-3.823E-11
87.50518,-3.831E-11
87.75631,-3.826E-11
88.0009,-3.847E-11
88.25064,-3.796E-11
88.50064,-3.83E-11
88.75076,-3.866E-11
89.00088,-3.823E-11
89.25123,-3.822E-11
89.50229,-3.817E-11
89.75373,-3.872E-11
90.00507,-3.796E-11
90.25509,-3.84E-11
90.505,-3.837E-11
90.75642,-3.837E-11
91.00643,-3.843E-11
91.25084,-3.859E-11
91.50068,-3.809E-11
91.75086,-3.798E-11
92.00086,-3.85E-11
92.25086,-3.819E-11
92.50225,-3.835E-11
92.75373,-3.759E-11
93.00508,-3.826E-11
93.25509,-3.78E-11
93.50495,-3.801E-11
93.75639,-3.81E-11
94.00773,-3.859E-11
94.25086,-3.765E-11
94.50069,-3.817E-11
94.75085,-3.828E-11
95.00086,-3.774E-11
95.25084,-3.814E-11
95.50226,-3.79E-11
95.7537,-3.841E-11
96.00393,-3.785E-11
96.25506,-3.835E-11
96.50496,-3.805E-11
96.75638,-3.82E-11
97.00638,-3.813E-11
97.25085,-3.836E-11
97.50065,-3.778E-11
97.75089,-3.817E-11
98.00094,-3.827E-11
98.25085,-3.796E-11
98.50226,-3.833E-11
98.75367,-3.758E-11
99.00364,-3.81E-11
99.25506,-3.775E-11
99.50496,-3.812E-11
99.75504,-3.802E-11
100.00641,-3.808E-11
100.25777,-3.763E-11
100.50065,-3.828E-11
100.75092,-3.769E-11
101.0009,-3.787E-11
101.25085,-3.826E-11
101.50065,-3.791E-11
101.75125,-3.782E-11
102.00388,-3.774E-11
102.25391,-3.812E-11
102.50365,-3.791E-11
102.75497,-3.802E-11
103.00496,-3.795E-11
103.2564,-3.799E-11
103.50636,-3.804E-11
103.75088,-3.818E-11
104.00092,-3.751E-11
104.25093,-3.78E-11
104.50065,-3.814E-11
104.75092,-3.765E-11
105.00089,-3.764E-11
105.25366,-3.763E-11
105.50361,-3.801E-11
105.75493,-3.759E-11
106.00498,-3.799E-11
106.25502,-3.777E-11
106.50635,-3.805E-11
106.75633,-3.777E-11
107.00091,-3.783E-11
107.25092,-3.745E-11
107.50064,-3.769E-11
107.75088,-3.785E-11
108.00089,-3.746E-11
108.25091,-3.778E-11
108.5023,-3.749E-11
108.75358,-3.792E-11
109.00384,-3.745E-11
109.25496,-3.8E-11
109.50496,-3.745E-11
109.75496,-3.762E-11
110.00631,-3.755E-11
110.25631,-3.757E-11
110.50065,-3.738E-11
110.75089,-3.802E-11
111.00089,-3.757E-11
111.25089,-3.741E-11
111.50069,-3.781E-11
111.75086,-3.769E-11
112.00354,-3.762E-11
112.25384,-3.744E-11
112.50361,-3.783E-11
112.75497,-3.734E-11
113.00499,-3.78E-11
113.25496,-3.762E-11
113.50636,-3.776E-11
113.75631,-3.773E-11
114.00093,-3.781E-11
114.25068,-3.737E-11
114.50085,-3.755E-11
114.75084,-3.78E-11
115.00086,-3.743E-11
115.2509,-3.74E-11
115.50353,-3.734E-11
115.75348,-3.792E-11
116.00379,-3.733E-11
116.25499,-3.796E-11
116.50488,-3.745E-11
116.75622,-3.781E-11
117.00629,-3.744E-11
117.25068,-3.757E-11
117.50081,-3.713E-11
117.75081,-3.759E-11
118.00083,-3.756E-11
118.25068,-3.718E-11
118.50079,-3.742E-11
118.75113,-3.758E-11
119.00354,-3.766E-11
119.25364,-3.719E-11
119.50484,-3.767E-11
119.75486,-3.72E-11
120.00491,-3.727E-11
120.25635,-3.741E-11
120.50626,-3.727E-11
120.75079,-3.719E-11
121.00083,-3.761E-11
121.25068,-3.729E-11
121.50078,-3.708E-11
121.75078,-3.767E-11
122.00081,-3.734E-11
122.25225,-3.743E-11
122.50348,-3.694E-11
122.75347,-3.741E-11
123.00484,-3.688E-11
123.25501,-3.765E-11
123.50484,-3.727E-11
123.75617,-3.755E-11
124.00625,-3.741E-11
124.25064,-3.756E-11
124.50078,-3.711E-11
124.75075,-3.727E-11
125.0008,-3.769E-11
125.25064,-3.71E-11
125.50092,-3.718E-11
125.75345,-3.748E-11
126.00372,-3.754E-11
126.25364,-3.691E-11
126.50483,-3.742E-11
126.75482,-3.696E-11
127.00617,-3.75E-11
127.25615,-3.739E-11
127.50748,-3.731E-11
127.75075,-3.709E-11
128.00069,-3.727E-11
128.25077,-3.718E-11
128.50092,-3.703E-11
128.75077,-3.739E-11
129.00065,-3.723E-11
129.25338,-3.705E-11
129.50369,-3.684E-11
129.75348,-3.747E-11
130.00361,-3.72E-11
130.2548,-3.724E-11
130.5048,-3.727E-11
130.75619,-3.74E-11
131.00635,-3.71E-11
131.25089,-3.713E-11
131.50089,-3.683E-11
131.75091,-3.719E-11
132.00064,-3.734E-11
132.25089,-3.675E-11
132.50083,-3.714E-11
132.7509,-3.702E-11
133.0023,-3.727E-11
133.25341,-3.689E-11
133.5048,-3.722E-11
133.75481,-3.688E-11
134.005,-3.725E-11
134.25613,-3.673E-11
134.50615,-3.703E-11
134.75751,-3.712E-11
135.00069,-3.719E-11
135.25087,-3.689E-11
135.50096,-3.689E-11
135.7509,-3.753E-11
136.00065,-3.7E-11
136.25091,-3.692E-11
136.50362,-3.689E-11
136.75337,-3.717E-11
137.00365,-3.681E-11
137.25478,-3.72E-11
137.50472,-3.699E-11
137.75609,-3.731E-11
138.00636,-3.676E-11
138.25746,-3.714E-11
138.50096,-3.66E-11
138.75089,-3.719E-11
139.00069,-3.691E-11
139.25095,-3.668E-11
139.50095,-3.708E-11
139.75084,-3.682E-11
140.0023,-3.719E-11
140.25334,-3.654E-11
140.50468,-3.7E-11
140.75477,-3.652E-11
141.00496,-3.675E-11
141.25472,-3.698E-11
141.50608,-3.7E-11
141.75608,-3.703E-11
142.00065,-3.689E-11
142.25089,-3.644E-11
142.50094,-3.707E-11
142.75096,-3.68E-11
143.00069,-3.639E-11
143.25094,-3.709E-11
143.50089,-3.683E-11
143.75357,-3.678E-11
144.00226,-3.681E-11
144.25332,-3.701E-11
144.50471,-3.64E-11
144.75475,-3.704E-11
145.00496,-3.657E-11
145.25606,-3.7E-11
145.50601,-3.68E-11
145.75738,-3.704E-11
146.00065,-3.65E-11
146.25086,-3.706E-11
146.50091,-3.668E-11
146.75088,-3.661E-11
147.00069,-3.706E-11
147.2509,-3.658E-11
147.50125,-3.662E-11
147.75332,-3.65E-11
148.0023,-3.64E-11
148.25466,-3.651E-11
148.50462,-3.703E-11
148.75469,-3.655E-11
149.005,-3.666E-11
149.25598,-3.655E-11
149.50603,-3.66E-11
149.75738,-3.65E-11
150.00069,-3.686E-11
150.25083,-3.634E-11
150.50083,-3.673E-11
150.75086,-3.68E-11
151.00069,-3.637E-11
151.25087,-3.664E-11
151.50088,-3.666E-11
151.75327,-3.679E-11
152.0023,-3.657E-11
152.25462,-3.671E-11
152.50466,-3.626E-11
152.75462,-3.648E-11
153.00496,-3.637E-11
153.256,-3.676E-11
153.50601,-3.661E-11
153.75736,-3.67E-11
154.00069,-3.621E-11
154.25084,-3.661E-11
154.50084,-3.638E-11
154.75082,-3.645E-11
155.00064,-3.676E-11
155.2508,-3.622E-11
155.50084,-3.631E-11
155.75118,-3.661E-11
156.00226,-3.673E-11
156.25323,-3.616E-11
156.50463,-3.668E-11
156.75462,-3.651E-11
157.005,-3.68E-11
157.2546,-3.649E-11
157.50595,-3.657E-11
157.75594,-3.637E-11
158.00631,-3.627E-11
158.25082,-3.653E-11
158.50078,-3.644E-11
158.75086,-3.622E-11
159.00064,-3.64E-11
159.25077,-3.644E-11
159.5008,-3.617E-11
159.75078,-3.631E-11
160.00091,-3.661E-11
160.2532,-3.639E-11
160.50315,-3.629E-11
160.75456,-3.636E-11
161.00361,-3.648E-11
161.25458,-3.643E-11
161.50456,-3.649E-11
161.7559,-3.637E-11
162.00636,-3.626E-11
162.25726,-3.65E-11
162.50725,-3.627E-11
162.75081,-3.648E-11
163.00069,-3.605E-11
163.25078,-3.633E-11
163.50077,-3.627E-11
163.75079,-3.59E-11
164.00069,-3.632E-11
164.25079,-3.637E-11
164.50335,-3.614E-11
164.75342,-3.611E-11
165.0023,-3.617E-11
165.25455,-3.594E-11
165.50454,-3.641E-11
165.75456,-3.607E-11
166.00501,-3.626E-11
166.25585,-3.601E-11
166.50589,-3.63E-11
166.75591,-3.624E-11
167.00771,-3.636E-11
167.25077,-3.602E-11
167.50085,-3.641E-11
167.75076,-3.6E-11
168.00065,-3.616E-11
168.25081,-3.633E-11
168.50082,-3.589E-11
168.75076,-3.624E-11
169.00069,-3.62E-11
169.25119,-3.603E-11
169.50337,-3.587E-11
169.7534,-3.641E-11
170.00361,-3.595E-11
170.25451,-3.64E-11
170.50451,-3.59E-11
170.75448,-3.609E-11
171.00496,-3.601E-11
171.25588,-3.627E-11
171.50583,-3.617E-11
171.75719,-3.616E-11
172.00069,-3.598E-11
172.25084,-3.614E-11
172.50082,-3.576E-11
172.75084,-3.609E-11
173.00069,-3.611E-11
173.25084,-3.571E-11
173.50081,-3.624E-11
173.75084,-3.586E-11
174.00065,-3.598E-11
174.25307,-3.589E-11
174.50332,-3.618E-11
174.75311,-3.58E-11
175.00365,-3.622E-11
175.25449,-3.596E-11
175.5045,-3.606E-11
175.75452,-3.581E-11
176.00496,-3.6E-11
176.25578,-3.572E-11
176.50587,-3.594E-11
176.75721,-3.58E-11
177.00069,-3.591E-11
177.25079,-3.562E-11
177.5008,-3.615E-11
177.75084,-3.575E-11
178.00069,-3.581E-11
178.25079,-3.572E-11
178.50081,-3.559E-11
178.75084,-3.598E-11
179.00065,-3.593E-11
179.25079,-3.576E-11
179.50335,-3.586E-11
179.75307,-3.599E-11
180.0023,-3.572E-11
180.25309,-3.578E-11
180.50334,-3.584E-11
180.75449,-3.596E-11
181.005,-3.557E-11
181.25444,-3.574E-11
181.50578,-3.557E-11
181.75581,-3.581E-11
182.00635,-3.562E-11
182.25709,-3.596E-11
182.50712,-3.563E-11
182.75079,-3.574E-11
183.00069,-3.563E-11
183.25078,-3.574E-11
183.50079,-3.545E-11
183.7508,-3.572E-11
184.00065,-3.561E-11
184.25077,-3.561E-11
184.50082,-3.577E-11
184.75079,-3.551E-11
185.00065,-3.575E-11
185.25077,-3.555E-11
185.50194,-3.573E-11
185.75331,-3.562E-11
186.0023,-3.578E-11
186.25304,-3.548E-11
186.50328,-3.576E-11
186.75333,-3.547E-11
187.00365,-3.575E-11
187.25443,-3.527E-11
187.50442,-3.555E-11
187.75443,-3.558E-11
188.005,-3.552E-11
188.25579,-3.538E-11
188.50582,-3.56E-11
188.75582,-3.561E-11
189.00636,-3.536E-11
189.25709,-3.533E-11
189.50715,-3.576E-11
189.75712,-3.517E-11
190.00065,-3.543E-11
190.25084,-3.534E-11
190.50084,-3.562E-11
190.75077,-3.528E-11
191.00065,-3.568E-11
191.25084,-3.52E-11
191.5008,-3.549E-11
191.75076,-3.529E-11
192.00069,-3.534E-11
192.25084,-3.532E-11
192.50085,-3.546E-11
192.75076,-3.551E-11
193.00064,-3.528E-11
193.25084,-3.515E-11
193.5008,-3.527E-11
193.75193,-3.511E-11
194.00226,-3.547E-11
194.25303,-3.532E-11
194.50325,-3.508E-11
194.7533,-3.546E-11
195.00226,-3.519E-11
195.25302,-3.543E-11
195.50324,-3.515E-11
195.75329,-3.534E-11
196.00365,-3.527E-11
196.25435,-3.505E-11
196.50433,-3.535E-11
196.75442,-3.53E-11
197.00365,-3.533E-11
197.25431,-3.544E-11
197.50433,-3.518E-11
197.75436,-3.506E-11
198.005,-3.546E-11
198.2557,-3.504E-11
198.50567,-3.478E-11
198.75575,-3.531E-11
199.00496,-3.522E-11
199.25569,-3.504E-11
199.50571,-3.515E-11
199.75575,-3.511E-11
200.00635,-3.517E-11
200.25567,-3.472E-11
200.50569,-3.521E-11
200.75706,-3.496E-11
201.00631,-3.504E-11
201.25698,-3.507E-11
201.50705,-3.5E-11
201.75706,-3.516E-11
202.00635,-3.497E-11
202.25697,-3.501E-11
202.50699,-3.476E-11
202.75081,-3.495E-11
203.00065,-3.495E-11
203.25076,-3.507E-11
203.50082,-3.496E-11
203.75078,-3.492E-11
