VBias,C
-2,1.43123E-10
-1.99,1.45976E-10
-1.98,1.4462E-10
-1.97,1.46075E-10
-1.96,1.46408E-10
-1.95,1.46136E-10
-1.94,1.48153E-10
-1.93,1.46429E-10
-1.92,1.49855E-10
-1.91,1.47381E-10
-1.9,1.50642E-10
-1.89,1.48742E-10
-1.88,1.50986E-10
-1.87,1.51248E-10
-1.86,1.51167E-10
-1.85,1.52288E-10
-1.84,1.53408E-10
-1.83,1.51612E-10
-1.82,1.5491E-10
-1.81,1.52457E-10
-1.8,1.55742E-10
-1.79,1.5427E-10
-1.78,1.55962E-10
-1.77,1.56134E-10
-1.76,1.56482E-10
-1.75,1.58361E-10
-1.74,1.56723E-10
-1.73,1.5994E-10
-1.72,1.58615E-10
-1.71,1.60772E-10
-1.7,1.61055E-10
-1.69,1.61227E-10
-1.68,1.61841E-10
-1.67,1.63303E-10
-1.66,1.62256E-10
-1.65,1.65131E-10
-1.64,1.62872E-10
-1.63,1.66537E-10
-1.62,1.64705E-10
-1.61,1.67433E-10
-1.6,1.67068E-10
-1.59,1.68466E-10
-1.58,1.69457E-10
-1.57,1.69565E-10
-1.56,1.71148E-10
-1.55,1.70447E-10
-1.54,1.73265E-10
-1.53,1.73435E-10
-1.52,1.72993E-10
-1.51,1.73744E-10
-1.5,1.74536E-10
-1.49,1.77457E-10
-1.48,1.76014E-10
-1.47,1.78797E-10
-1.46,1.77991E-10
-1.45,1.80869E-10
-1.44,1.79683E-10
-1.43,1.8317E-10
-1.42,1.81059E-10
-1.41,1.84269E-10
-1.4,1.83455E-10
-1.39,1.86515E-10
-1.38,1.85128E-10
-1.37,1.87725E-10
-1.36,1.87433E-10
-1.35,1.88944E-10
-1.34,1.8938E-10
-1.33,1.90946E-10
-1.32,1.89553E-10
-1.31,1.92299E-10
-1.3,1.90067E-10
-1.29,1.93405E-10
-1.28,1.91278E-10
-1.27,1.93716E-10
-1.26,1.92393E-10
-1.25,1.93606E-10
-1.24,1.93173E-10
-1.23,1.92812E-10
-1.22,1.94124E-10
-1.21,1.91986E-10
-1.2,1.94664E-10
-1.19,1.92471E-10
-1.18,1.94306E-10
-1.17,1.92811E-10
-1.16,1.93087E-10
-1.15,1.93924E-10
-1.14,1.94385E-10
-1.13,1.92432E-10
-1.12,1.93107E-10
-1.11,1.93571E-10
-1.1,1.92888E-10
-1.09,1.94949E-10
-1.08,1.9222E-10
-1.07,1.94798E-10
-1.06,1.93164E-10
-1.05,1.93292E-10
-1.04,1.94887E-10
-1.03,1.92945E-10
