Time,I1
0.03633,-5.792E-11
0.25464,-4.669E-11
0.50465,-4.613E-11
0.75495,-4.574E-11
1.00598,-4.58E-11
1.25543,-4.558E-11
1.50604,-4.561E-11
1.75499,-4.548E-11
2.006,-4.557E-11
2.25595,-4.54E-11
2.50598,-4.542E-11
2.755,-4.532E-11
3.00602,-4.541E-11
3.25602,-4.533E-11
3.50597,-4.539E-11
3.75631,-4.525E-11
4.006,-4.542E-11
4.25598,-4.535E-11
4.50601,-4.536E-11
4.75635,-4.523E-11
5.00732,-4.527E-11
5.25728,-4.518E-11
5.50733,-4.519E-11
5.7577,-4.508E-11
6.00069,-4.53E-11
6.25067,-4.514E-11
6.50069,-4.505E-11
6.75065,-4.523E-11
7.00069,-4.513E-11
7.25067,-4.509E-11
7.50069,-4.512E-11
7.75065,-4.501E-11
8.00065,-4.517E-11
8.25063,-4.501E-11
8.50069,-4.502E-11
8.75069,-4.486E-11
9.00069,-4.502E-11
9.25067,-4.497E-11
9.50069,-4.494E-11
9.75065,-4.489E-11
10.00065,-4.502E-11
10.25067,-4.488E-11
10.50065,-4.496E-11
10.75065,-4.485E-11
11.00065,-4.486E-11
11.25067,-4.483E-11
11.50069,-4.481E-11
11.75069,-4.492E-11
12.00069,-4.483E-11
12.25067,-4.497E-11
12.50069,-4.465E-11
12.75069,-4.493E-11
13.00069,-4.471E-11
13.25067,-4.491E-11
13.50065,-4.479E-11
13.75069,-4.472E-11
14.00065,-4.485E-11
14.25067,-4.475E-11
14.50065,-4.482E-11
14.75091,-4.474E-11
15.00091,-4.475E-11
15.25244,-4.478E-11
15.50226,-4.474E-11
15.75239,-4.475E-11
16.00241,-4.467E-11
16.25243,-4.466E-11
16.50225,-4.465E-11
16.75239,-4.466E-11
17.00243,-4.474E-11
17.25244,-4.458E-11
17.50225,-4.467E-11
17.75445,-4.467E-11
18.00472,-4.457E-11
18.25475,-4.462E-11
18.50364,-4.466E-11
18.75445,-4.464E-11
19.00473,-4.449E-11
19.25452,-4.467E-11
19.5036,-4.455E-11
19.75448,-4.451E-11
20.00582,-4.457E-11
20.2559,-4.45E-11
20.50499,-4.444E-11
20.75582,-4.459E-11
21.00581,-4.432E-11
21.25588,-4.459E-11
21.50499,-4.443E-11
21.75585,-4.45E-11
22.00584,-4.441E-11
22.25584,-4.455E-11
22.50635,-4.444E-11
22.75578,-4.449E-11
23.00584,-4.436E-11
23.25721,-4.449E-11
23.50635,-4.442E-11
23.75718,-4.447E-11
24.00713,-4.438E-11
24.25064,-4.435E-11
24.50064,-4.438E-11
24.75069,-4.439E-11
25.00064,-4.417E-11
25.25064,-4.447E-11
25.50064,-4.423E-11
25.75068,-4.442E-11
26.00068,-4.413E-11
26.25068,-4.429E-11
26.50064,-4.42E-11
26.75068,-4.421E-11
27.00068,-4.418E-11
27.25068,-4.42E-11
27.50068,-4.436E-11
27.75064,-4.414E-11
28.00064,-4.43E-11
28.25068,-4.409E-11
28.50068,-4.42E-11
28.75064,-4.414E-11
29.00068,-4.404E-11
29.25068,-4.409E-11
29.5009,-4.411E-11
29.7509,-4.412E-11
30.00245,-4.42E-11
30.25246,-4.397E-11
30.50225,-4.4E-11
30.75243,-4.396E-11
31.00241,-4.414E-11
