VBias,C
-2,1.43832E-10
-1.99,1.44132E-10
-1.98,1.44528E-10
-1.97,1.46001E-10
-1.96,1.46438E-10
-1.95,1.47728E-10
-1.94,1.4809E-10
-1.93,1.483E-10
-1.92,1.48336E-10
-1.91,1.48025E-10
-1.9,1.48713E-10
-1.89,1.49096E-10
-1.88,1.49831E-10
-1.87,1.50856E-10
-1.86,1.51962E-10
-1.85,1.5255E-10
-1.84,1.53242E-10
-1.83,1.53724E-10
-1.82,1.53605E-10
-1.81,1.53638E-10
-1.8,1.54138E-10
-1.79,1.54605E-10
-1.78,1.55261E-10
-1.77,1.56653E-10
-1.76,1.57662E-10
-1.75,1.58076E-10
-1.74,1.59221E-10
-1.73,1.59026E-10
-1.72,1.59552E-10
-1.71,1.60196E-10
-1.7,1.60049E-10
-1.69,1.60687E-10
-1.68,1.61386E-10
-1.67,1.62264E-10
-1.66,1.62829E-10
-1.65,1.64059E-10
-1.64,1.64984E-10
-1.63,1.65516E-10
-1.62,1.66358E-10
-1.61,1.67355E-10
-1.6,1.68068E-10
-1.59,1.69003E-10
-1.58,1.69692E-10
-1.57,1.70632E-10
-1.56,1.71068E-10
-1.55,1.72166E-10
-1.54,1.72908E-10
-1.53,1.73894E-10
-1.52,1.74517E-10
-1.51,1.7423E-10
-1.5,1.75066E-10
-1.49,1.76227E-10
-1.48,1.76685E-10
-1.47,1.77412E-10
-1.46,1.78682E-10
-1.45,1.79239E-10
-1.44,1.80299E-10
-1.43,1.817E-10
-1.42,1.82703E-10
-1.41,1.83497E-10
-1.4,1.85236E-10
-1.39,1.85231E-10
-1.38,1.86005E-10
-1.37,1.8728E-10
-1.36,1.88515E-10
-1.35,1.89253E-10
-1.34,1.89838E-10
-1.33,1.90735E-10
-1.32,1.91546E-10
-1.31,1.91932E-10
-1.3,1.92303E-10
-1.29,1.92405E-10
-1.28,1.92156E-10
-1.27,1.92001E-10
-1.26,1.92757E-10
-1.25,1.9311E-10
-1.24,1.93648E-10
-1.23,1.93632E-10
-1.22,1.93975E-10
-1.21,1.93656E-10
-1.2,1.93131E-10
-1.19,1.9318E-10
-1.18,1.93502E-10
-1.17,1.93624E-10
-1.16,1.93761E-10
-1.15,1.94148E-10
-1.14,1.93885E-10
-1.13,1.93098E-10
-1.12,1.93145E-10
-1.11,1.93347E-10
-1.1,1.94099E-10
-1.09,1.9422E-10
-1.08,1.94228E-10
-1.07,1.93947E-10
-1.06,1.93588E-10
-1.05,1.94092E-10
-1.04,1.94502E-10
-1.03,1.94403E-10
-1.02,1.94482E-10
-1.01,1.9412E-10
-1,1.94943E-10
-0.99,1.95406E-10
-0.98,1.95017E-10
-0.97,1.95015E-10
-0.96,1.95304E-10
-0.95,1.95504E-10
-0.94,1.96149E-10
-0.93,1.97031E-10
-0.92,1.9626E-10
-0.91,1.97063E-10
-0.9,1.97711E-10
-0.89,1.99264E-10
-0.88,1.99168E-10
-0.87,1.9959E-10
-0.86,2.00316E-10
-0.85,2.01898E-10
-0.84,2.02515E-10
-0.83,2.03142E-10
-0.82,2.03668E-10
-0.81,2.04757E-10
-0.8,2.0607E-10
-0.79,2.06895E-10
-0.78,2.07185E-10
-0.77,2.08431E-10
-0.76,2.10279E-10
-0.75,2.10439E-10
-0.74,2.1081E-10
-0.73,2.12457E-10
-0.72,2.13837E-10
-0.71,2.14596E-10
-0.7,2.15226E-10
-0.69,2.16731E-10
-0.68,2.17987E-10
-0.67,2.19643E-10
-0.66,2.20103E-10
-0.65,2.21674E-10
-0.64,2.22451E-10
-0.63,2.23783E-10
-0.62,2.25258E-10
-0.61,2.27309E-10
-0.6,2.28069E-10
-0.59,2.29306E-10
-0.58,2.3112E-10
-0.57,2.33287E-10
-0.56,2.3454E-10
-0.55,2.35929E-10
-0.54,2.37626E-10
-0.53,2.40247E-10
-0.52,2.41935E-10
-0.51,2.43416E-10
-0.5,2.45247E-10
-0.49,2.47606E-10
-0.48,2.49296E-10
-0.47,2.51597E-10
-0.46,2.53243E-10
-0.45,2.55119E-10
-0.44,2.57695E-10
-0.43,2.60191E-10
-0.42,2.62386E-10
-0.41,2.64548E-10
-0.4,2.6685E-10
-0.39,2.69467E-10
-0.38,2.723E-10
-0.37,2.74543E-10
-0.36,2.77201E-10
-0.35,2.79832E-10
-0.34,2.83928E-10
-0.33,2.86532E-10
-0.32,2.8966E-10
-0.31,2.91974E-10
-0.3,2.95755E-10
-0.29,2.99109E-10
-0.28,3.03286E-10
-0.27,3.06236E-10
-0.26,3.09559E-10
-0.25,3.12545E-10
-0.24,3.16975E-10
-0.23,3.20944E-10
-0.22,3.2543E-10
-0.21,3.286E-10
-0.2,3.31988E-10
-0.19,3.35333E-10
-0.18,3.39988E-10
-0.17,3.44104E-10
-0.16,3.47516E-10
-0.15,3.50087E-10
-0.14,3.54383E-10
-0.13,3.5747E-10
-0.12,3.60983E-10
-0.11,3.6422E-10
-0.1,3.67479E-10
-0.09,3.69904E-10
-0.08,3.73E-10
-0.07,3.75979E-10
-0.06,3.793E-10
-0.05,3.73438E-10
-0.04,3.83874E-10
-0.03,3.85226E-10
-0.02,3.87617E-10
-0.01,3.90776E-10
0,3.92087E-10
0.01,3.93346E-10
0.02,3.96544E-10
0.03,3.97712E-10
0.04,3.99589E-10
0.05,4.00715E-10
0.06,4.02208E-10
0.07,4.03589E-10
0.08,4.05116E-10
0.09,4.06396E-10
0.1,4.07897E-10
0.11,4.08751E-10
0.12,4.08777E-10
0.13,4.09871E-10
0.14,4.10813E-10
0.15,4.11179E-10
0.16,4.13335E-10
0.17,4.14028E-10
0.18,4.1439E-10
0.19,4.14314E-10
0.2,4.15244E-10
0.21,4.1649E-10
0.22,4.17413E-10
0.23,4.18062E-10
0.24,4.1766E-10
0.25,4.18259E-10
0.26,4.18559E-10
0.27,4.19174E-10
0.28,4.19996E-10
0.29,4.20963E-10
0.3,4.21435E-10
0.31,4.21334E-10
0.32,4.20917E-10
0.33,4.21154E-10
0.34,4.22116E-10
0.35,4.23213E-10
0.36,4.24017E-10
0.37,4.23656E-10
0.38,4.23424E-10
0.39,4.23162E-10
0.4,4.24135E-10
0.41,4.24396E-10
0.42,4.25371E-10
0.43,4.25282E-10
0.44,4.25113E-10
0.45,4.25072E-10
0.46,4.25186E-10
0.47,4.25801E-10
