VBias,C
-2,1.44025E-10
-1.99,1.44418E-10
-1.98,1.44355E-10
-1.97,1.45187E-10
-1.96,1.464E-10
-1.95,1.4692E-10
-1.94,1.47843E-10
-1.93,1.48563E-10
-1.92,1.48397E-10
-1.91,1.48436E-10
-1.9,1.48382E-10
-1.89,1.4932E-10
-1.88,1.49389E-10
-1.87,1.50398E-10
-1.86,1.50909E-10
-1.85,1.52164E-10
-1.84,1.52812E-10
-1.83,1.53095E-10
-1.82,1.53618E-10
-1.81,1.54158E-10
-1.8,1.54456E-10
-1.79,1.54982E-10
-1.78,1.54683E-10
-1.77,1.55649E-10
-1.76,1.56079E-10
-1.75,1.57199E-10
-1.74,1.58199E-10
-1.73,1.59027E-10
-1.72,1.59638E-10
-1.71,1.60265E-10
-1.7,1.60821E-10
-1.69,1.61119E-10
-1.68,1.61006E-10
-1.67,1.61929E-10
-1.66,1.62551E-10
-1.65,1.6389E-10
-1.64,1.64344E-10
-1.63,1.6549E-10
-1.62,1.6667E-10
-1.61,1.67215E-10
-1.6,1.67409E-10
-1.59,1.68034E-10
-1.58,1.68447E-10
-1.57,1.69492E-10
-1.56,1.69626E-10
-1.55,1.70868E-10
-1.54,1.71891E-10
-1.53,1.73012E-10
-1.52,1.73916E-10
-1.51,1.74869E-10
-1.5,1.75873E-10
-1.49,1.76911E-10
-1.48,1.76838E-10
-1.47,1.77907E-10
-1.46,1.78243E-10
-1.45,1.79022E-10
-1.44,1.79942E-10
-1.43,1.81031E-10
-1.42,1.82427E-10
-1.41,1.83925E-10
-1.4,1.84992E-10
-1.39,1.85409E-10
-1.38,1.86253E-10
-1.37,1.86901E-10
-1.36,1.87192E-10
-1.35,1.88774E-10
-1.34,1.88589E-10
-1.33,1.89517E-10
-1.32,1.90037E-10
-1.31,1.91494E-10
-1.3,1.91432E-10
-1.29,1.91999E-10
-1.28,1.92809E-10
-1.27,1.92594E-10
-1.26,1.93113E-10
-1.25,1.92871E-10
-1.24,1.92697E-10
-1.23,1.92496E-10
-1.22,1.91938E-10
-1.21,1.92396E-10
-1.2,1.92077E-10
-1.19,1.92466E-10
-1.18,1.9238E-10
-1.17,1.92799E-10
-1.16,1.93391E-10
-1.15,1.93652E-10
-1.14,1.93313E-10
-1.13,1.93772E-10
-1.12,1.92712E-10
-1.11,1.92887E-10
-1.1,1.92534E-10
-1.09,1.92748E-10
-1.08,1.92461E-10
-1.07,1.93972E-10
-1.06,1.93643E-10
-1.05,1.93474E-10
-1.04,1.93951E-10
-1.03,1.94029E-10
-1.02,1.93099E-10
-1.01,1.93172E-10
-1,1.93818E-10
-0.99,1.94196E-10
-0.98,1.94676E-10
-0.97,1.9536E-10
-0.96,1.95217E-10
-0.95,1.95587E-10
-0.94,1.95732E-10
-0.93,1.95729E-10
-0.92,1.95966E-10
-0.91,1.96142E-10
-0.9,1.96938E-10
-0.89,1.97553E-10
-0.88,1.98288E-10
-0.87,1.99399E-10
