Time,I1
0.03333,-5.442E-11
0.255,-4.128E-11
0.505,-3.997E-11
0.75495,-4.004E-11
1.00495,-3.966E-11
1.2536,-3.963E-11
1.5036,-3.931E-11
1.75364,-3.966E-11
2.00361,-3.928E-11
2.2523,-3.935E-11
2.5023,-3.92E-11
2.75225,-3.933E-11
3.00226,-3.905E-11
3.25069,-3.918E-11
3.50069,-3.883E-11
3.75069,-3.918E-11
4.00069,-3.886E-11
4.25069,-3.916E-11
4.50064,-3.901E-11
4.75069,-3.883E-11
5.00068,-3.897E-11
5.25068,-3.866E-11
5.50068,-3.891E-11
5.75064,-3.876E-11
6.00765,-3.913E-11
6.2563,-3.868E-11
6.5063,-3.886E-11
6.75634,-3.847E-11
7.00496,-3.864E-11
7.255,-3.859E-11
7.50499,-3.888E-11
7.75495,-3.84E-11
8.00365,-3.869E-11
8.25365,-3.856E-11
8.50364,-3.872E-11
8.75364,-3.847E-11
9.0023,-3.862E-11
9.2523,-3.837E-11
9.5023,-3.87E-11
9.75095,-3.848E-11
10.00069,-3.85E-11
10.25069,-3.83E-11
10.50069,-3.854E-11
10.75064,-3.828E-11
11.00069,-3.842E-11
11.25064,-3.841E-11
11.50064,-3.816E-11
11.75064,-3.848E-11
12.00064,-3.824E-11
12.25069,-3.823E-11
12.50766,-3.816E-11
12.75634,-3.824E-11
13.00631,-3.813E-11
13.25635,-3.841E-11
13.50496,-3.819E-11
13.75495,-3.832E-11
14.00496,-3.834E-11
14.25365,-3.783E-11
14.50361,-3.817E-11
14.7536,-3.809E-11
15.00361,-3.81E-11
15.2523,-3.772E-11
15.5023,-3.738E-11
15.75127,-3.81E-11
16.00064,-3.807E-11
16.25064,-3.805E-11
16.50069,-3.765E-11
16.75069,-3.811E-11
17.00064,-3.762E-11
17.25064,-3.755E-11
17.50069,-3.816E-11
17.75069,-3.764E-11
18.00064,-3.776E-11
18.25064,-3.787E-11
18.50635,-3.825E-11
18.75634,-3.751E-11
19.00631,-3.79E-11
19.25631,-3.829E-11
19.505,-3.791E-11
19.75499,-3.723E-11
20.005,-3.801E-11
20.25365,-3.805E-11
20.50365,-3.748E-11
20.7536,-3.743E-11
21.0023,-3.767E-11
21.2523,-3.737E-11
21.50225,-3.833E-11
21.75122,-3.715E-11
22.00069,-3.798E-11
22.25069,-3.746E-11
22.50069,-3.862E-11
22.75064,-3.738E-11
23.00064,-3.786E-11
23.25069,-3.746E-11
23.50068,-3.736E-11
23.75068,-3.753E-11
24.00069,-3.751E-11
24.25635,-3.759E-11
24.5063,-3.706E-11
24.75634,-3.754E-11
25.00496,-3.73E-11
25.255,-3.775E-11
25.505,-3.696E-11
25.7536,-3.736E-11
26.00361,-3.707E-11
26.2536,-3.743E-11
26.50225,-3.821E-11
26.7523,-3.726E-11
27.0023,-3.685E-11
27.25064,-3.783E-11
27.50069,-3.705E-11
27.75064,-3.747E-11
28.00069,-3.685E-11
28.25069,-3.727E-11
28.50068,-3.735E-11
28.75069,-3.724E-11
29.00069,-3.72E-11
29.25064,-3.725E-11
29.5063,-3.72E-11
29.7563,-3.663E-11
30.005,-3.77E-11
30.255,-3.679E-11
30.50499,-3.73E-11
30.7536,-3.687E-11
31.00365,-3.821E-11
31.25365,-3.706E-11
31.50225,-3.724E-11
31.7523,-3.653E-11
32.00069,-3.715E-11
32.25069,-3.667E-11
32.50064,-3.743E-11
32.75069,-3.688E-11
33.00064,-3.686E-11
33.25069,-3.717E-11
33.50069,-3.675E-11
33.75766,-3.715E-11
34.00631,-3.662E-11
34.25631,-3.712E-11
34.50496,-3.677E-11
34.75499,-3.727E-11
35.00365,-3.667E-11
35.25365,-3.705E-11
35.50365,-3.662E-11
35.75229,-3.711E-11
36.0023,-3.662E-11
36.25069,-3.694E-11
36.50069,-3.651E-11
36.75064,-3.68E-11
37.00069,-3.686E-11
37.25069,-3.675E-11
37.50064,-3.657E-11
37.75064,-3.73E-11
38.00635,-3.698E-11
38.25635,-3.606E-11
38.505,-3.703E-11
38.75499,-3.662E-11
39.0036,-3.656E-11
39.25365,-3.587E-11
39.5023,-3.657E-11
39.7523,-3.618E-11
40.00091,-3.661E-11
40.25064,-3.618E-11
40.50069,-3.691E-11
40.75069,-3.664E-11
41.00069,-3.593E-11
41.25069,-3.663E-11
41.50064,-3.732E-11
41.75635,-3.635E-11
42.00631,-3.606E-11
42.255,-3.641E-11
42.50496,-3.61E-11
42.75364,-3.633E-11
43.00365,-3.6E-11
43.2523,-3.738E-11
43.5023,-3.609E-11
43.7509,-3.654E-11
44.00069,-3.628E-11
44.25064,-3.65E-11
44.50069,-3.616E-11
44.75068,-3.605E-11
45.00068,-3.686E-11
45.25069,-3.623E-11
45.5063,-3.631E-11
45.75634,-3.605E-11
46.00496,-3.624E-11
46.255,-3.59E-11
46.50364,-3.634E-11
46.7536,-3.591E-11
47.0023,-3.636E-11
47.25225,-3.633E-11
47.50091,-3.643E-11
47.75069,-3.575E-11
48.00069,-3.661E-11
48.25069,-3.623E-11
48.50068,-3.599E-11
48.75068,-3.641E-11
49.00069,-3.611E-11
49.25635,-3.614E-11
49.5063,-3.608E-11
49.75495,-3.64E-11
