Time,I1
0.03348,-5.025E-11
0.25364,-3.657E-11
0.50364,-3.579E-11
0.75225,-3.539E-11
1.0023,-3.52E-11
1.253,-3.507E-11
1.50229,-3.497E-11
1.75226,-3.479E-11
2.00225,-3.503E-11
2.25225,-3.474E-11
2.50094,-3.472E-11
2.75064,-3.478E-11
3.00069,-3.47E-11
3.25064,-3.471E-11
3.50068,-3.466E-11
3.75068,-3.45E-11
4.00069,-3.46E-11
4.25068,-3.443E-11
4.50068,-3.463E-11
4.75068,-3.445E-11
5.00064,-3.454E-11
5.25068,-3.438E-11
5.50068,-3.437E-11
5.75068,-3.394E-11
6.00069,-3.435E-11
6.25068,-3.434E-11
6.50068,-3.425E-11
6.75069,-3.434E-11
7.00069,-3.415E-11
7.25064,-3.426E-11
7.50064,-3.41E-11
7.75068,-3.416E-11
8.00068,-3.421E-11
8.25069,-3.414E-11
8.50765,-3.397E-11
8.7563,-3.408E-11
9.00635,-3.41E-11
9.25635,-3.407E-11
9.5063,-3.396E-11
9.75634,-3.411E-11
10.00635,-3.388E-11
10.2563,-3.399E-11
10.50635,-3.389E-11
10.75499,-3.388E-11
11.005,-3.384E-11
11.25496,-3.38E-11
11.505,-3.386E-11
11.75499,-3.388E-11
12.005,-3.377E-11
12.255,-3.386E-11
12.50496,-3.369E-11
12.75495,-3.381E-11
13.005,-3.37E-11
13.25365,-3.367E-11
13.50365,-3.374E-11
13.75364,-3.374E-11
14.00361,-3.358E-11
14.25361,-3.372E-11
14.50365,-3.352E-11
14.75364,-3.369E-11
15.00365,-3.351E-11
15.25226,-3.35E-11
15.50226,-3.357E-11
15.7523,-3.36E-11
16.00226,-3.343E-11
16.25226,-3.351E-11
16.5023,-3.338E-11
16.7523,-3.35E-11
17.0023,-3.329E-11
17.25095,-3.326E-11
17.50095,-3.337E-11
17.75069,-3.335E-11
18.00064,-3.331E-11
18.25069,-3.331E-11
18.50069,-3.324E-11
18.75069,-3.333E-11
19.00069,-3.322E-11
19.25065,-3.336E-11
19.50064,-3.32E-11
19.75068,-3.332E-11
20.00064,-3.311E-11
20.25069,-3.319E-11
20.50064,-3.313E-11
20.75064,-3.317E-11
21.00069,-3.306E-11
21.25069,-3.308E-11
21.50064,-3.308E-11
21.75064,-3.295E-11
22.00069,-3.306E-11
22.25064,-3.295E-11
22.50064,-3.307E-11
22.75069,-3.281E-11
23.00064,-3.308E-11
23.25068,-3.283E-11
23.50064,-3.293E-11
23.75064,-3.294E-11
24.0077,-3.3E-11
24.25765,-3.285E-11
24.5063,-3.286E-11
24.75634,-3.281E-11
25.00631,-3.283E-11
