Time,I1
0.03559,-6.08E-11
0.25064,-5.076E-11
0.50063,-4.996E-11
0.75068,-4.974E-11
1.00068,-4.972E-11
1.25069,-4.953E-11
1.50067,-4.956E-11
1.75068,-4.933E-11
2.00064,-4.936E-11
2.25068,-4.934E-11
2.50067,-4.922E-11
2.75064,-4.926E-11
3.00069,-4.955E-11
3.25069,-4.924E-11
3.50067,-4.919E-11
3.75068,-4.912E-11
4.00069,-4.923E-11
4.25069,-4.911E-11
4.50067,-4.915E-11
4.75064,-4.904E-11
5.00069,-4.912E-11
5.25064,-4.924E-11
5.50063,-4.905E-11
5.75069,-4.911E-11
6.00091,-4.898E-11
6.25069,-4.906E-11
6.50244,-4.906E-11
6.75091,-4.902E-11
7.00236,-4.902E-11
7.25241,-4.893E-11
7.50244,-4.906E-11
7.75225,-4.891E-11
8.00242,-4.903E-11
8.25242,-4.897E-11
8.50229,-4.887E-11
8.7524,-4.892E-11
9.00242,-4.895E-11
9.25237,-4.903E-11
9.50364,-4.9E-11
9.75449,-4.889E-11
10.00471,-4.879E-11
10.2545,-4.89E-11
10.5036,-4.89E-11
10.75446,-4.879E-11
11.00442,-4.886E-11
11.25449,-4.88E-11
11.50365,-4.877E-11
11.75441,-4.889E-11
12.0047,-4.882E-11
12.25444,-4.881E-11
12.50495,-4.876E-11
12.75441,-4.871E-11
13.00578,-4.868E-11
13.25586,-4.87E-11
13.50499,-4.878E-11
13.75582,-4.885E-11
14.00578,-4.866E-11
14.25582,-4.867E-11
14.50499,-4.882E-11
14.75581,-4.857E-11
15.00581,-4.875E-11
15.25584,-4.853E-11
15.50636,-4.879E-11
15.75579,-4.869E-11
16.00579,-4.874E-11
16.25582,-4.863E-11
16.50636,-4.871E-11
16.75577,-4.865E-11
17.00579,-4.855E-11
17.25578,-4.867E-11
17.50632,-4.856E-11
17.75715,-4.851E-11
18.00709,-4.862E-11
18.25712,-4.857E-11
18.50767,-4.875E-11
18.75715,-4.856E-11
19.00065,-4.853E-11
19.25067,-4.86E-11
19.50069,-4.851E-11
19.75063,-4.853E-11
20.00065,-4.859E-11
20.25067,-4.855E-11
20.50065,-4.846E-11
20.75068,-4.843E-11
21.00069,-4.846E-11
21.25067,-4.848E-11
21.50069,-4.848E-11
21.75063,-4.839E-11
22.00069,-4.846E-11
22.25063,-4.843E-11
22.50065,-4.849E-11
22.75063,-4.843E-11
23.00069,-4.841E-11
23.25063,-4.839E-11
23.50065,-4.848E-11
23.75067,-4.836E-11
24.00065,-4.84E-11
24.25067,-4.847E-11
24.50065,-4.834E-11
24.75063,-4.845E-11
25.00069,-4.857E-11
25.25067,-4.835E-11
25.50069,-4.824E-11
25.75068,-4.843E-11
26.00069,-4.821E-11
26.25067,-4.828E-11
26.50069,-4.83E-11
26.75063,-4.831E-11
27.00069,-4.833E-11
27.25067,-4.85E-11
27.50069,-4.824E-11
27.75068,-4.832E-11
28.00069,-4.827E-11
28.25067,-4.824E-11
28.50069,-4.821E-11
28.75068,-4.825E-11
29.00069,-4.828E-11
29.25094,-4.825E-11
29.50095,-4.822E-11
29.7524,-4.822E-11
30.0023,-4.815E-11
30.25239,-4.826E-11
30.50241,-4.822E-11
30.7524,-4.827E-11
31.00231,-4.817E-11
31.25241,-4.82E-11
31.50241,-4.82E-11
31.75237,-4.816E-11
32.00229,-4.818E-11
32.25241,-4.836E-11
32.5024,-4.811E-11
32.75454,-4.816E-11
33.00365,-4.81E-11
33.25436,-4.826E-11
33.50456,-4.809E-11
33.75462,-4.811E-11
34.00361,-4.805E-11
34.25436,-4.809E-11
34.50455,-4.798E-11
34.75458,-4.815E-11
35.00365,-4.801E-11
35.25436,-4.813E-11
35.50459,-4.805E-11
35.75456,-4.81E-11
36.00365,-4.811E-11
36.25437,-4.798E-11
36.5046,-4.793E-11
36.75456,-4.808E-11
37.00496,-4.794E-11
37.25431,-4.805E-11
37.50456,-4.798E-11
37.75458,-4.804E-11
38.00499,-4.792E-11
38.2557,-4.803E-11
38.50569,-4.797E-11
38.75569,-4.798E-11
39.005,-4.795E-11
39.25569,-4.799E-11
39.50572,-4.78E-11
39.75573,-4.801E-11
40.00496,-4.785E-11
40.25569,-4.793E-11
40.50573,-4.782E-11
40.75568,-4.781E-11
41.00632,-4.777E-11
41.25569,-4.793E-11
41.5057,-4.777E-11
41.75708,-4.782E-11
42.00636,-4.789E-11
42.25704,-4.798E-11
42.50707,-4.766E-11
42.75709,-4.787E-11
43.00632,-4.782E-11
43.25701,-4.779E-11
43.507,-4.777E-11
43.75068,-4.777E-11
44.00069,-4.78E-11
44.25069,-4.774E-11
44.50064,-4.781E-11
44.75068,-4.773E-11
45.00069,-4.755E-11
45.25069,-4.778E-11
45.50064,-4.765E-11
45.75068,-4.788E-11
46.00069,-4.752E-11
46.25069,-4.77E-11
46.50064,-4.771E-11
46.75068,-4.769E-11
47.00064,-4.773E-11
47.25069,-4.765E-11
47.50064,-4.756E-11
47.75068,-4.759E-11
48.00064,-4.77E-11
48.25064,-4.76E-11
48.50064,-4.756E-11
48.75064,-4.752E-11
49.00069,-4.757E-11
49.25069,-4.748E-11
49.50069,-4.76E-11
49.75064,-4.744E-11
50.00064,-4.759E-11
50.25064,-4.746E-11
50.50069,-4.756E-11
50.75064,-4.741E-11
51.00064,-4.758E-11
51.25069,-4.737E-11
51.50064,-4.749E-11
51.75068,-4.741E-11
52.00091,-4.734E-11
52.25108,-4.736E-11
52.50313,-4.735E-11
52.75314,-4.735E-11
53.0023,-4.747E-11
53.25313,-4.73E-11
53.50309,-4.741E-11
53.75317,-4.737E-11
54.00226,-4.735E-11
54.25377,-4.745E-11
54.50442,-4.73E-11
54.75446,-4.726E-11
55.00365,-4.736E-11
55.25421,-4.722E-11
55.50445,-4.728E-11
55.7545,-4.723E-11
56.00361,-4.734E-11
56.25422,-4.72E-11
56.50436,-4.725E-11
56.75448,-4.716E-11
57.005,-4.718E-11
57.25555,-4.708E-11
57.50558,-4.724E-11
57.75563,-4.705E-11
58.00636,-4.719E-11
58.25555,-4.706E-11
58.50557,-4.714E-11
58.75557,-4.698E-11
59.00636,-4.715E-11
59.25689,-4.695E-11
59.50692,-4.704E-11
59.75693,-4.691E-11
60.00064,-4.685E-11
60.25064,-4.692E-11
60.50064,-4.699E-11
60.75068,-4.673E-11
61.00064,-4.704E-11
61.25064,-4.681E-11
61.50064,-4.708E-11
61.75068,-4.68E-11
62.00069,-4.694E-11
62.25069,-4.691E-11
62.50068,-4.681E-11
62.75064,-4.692E-11
63.00069,-4.688E-11
63.25069,-4.695E-11
63.50064,-4.672E-11
63.75064,-4.695E-11
64.00069,-4.678E-11
64.25064,-4.681E-11
64.50068,-4.67E-11
64.75068,-4.678E-11
65.00064,-4.672E-11
65.25068,-4.682E-11
65.50116,-4.68E-11
65.75373,-4.673E-11
66.0023,-4.664E-11
66.25369,-4.665E-11
66.50374,-4.668E-11
66.75378,-4.665E-11
67.00225,-4.666E-11
67.25374,-4.662E-11
67.50375,-4.666E-11
67.75437,-4.662E-11
68.00365,-4.653E-11
68.25411,-4.66E-11
68.50433,-4.661E-11
68.75437,-4.663E-11
69.0036,-4.66E-11
69.25407,-4.66E-11
69.50433,-4.644E-11
69.75439,-4.655E-11
70.00364,-4.648E-11
70.25405,-4.659E-11
70.50427,-4.641E-11
70.75432,-4.646E-11
71.005,-4.634E-11
71.25543,-4.667E-11
71.50432,-4.642E-11
71.75551,-4.655E-11
72.005,-4.641E-11
72.25544,-4.646E-11
72.50542,-4.624E-11
72.75551,-4.64E-11
73.00496,-4.639E-11
