Setup title,I_V_sweep_dark_device2_0_to_1V_step_size_10mV
Classic test name,"I/V Sweep"
Test date,3/22/2023
Test time,16:31:12
Device ID,2
Count,5
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU4:HR,SMU3:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU4:HR,SMU3:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,0
Measurement.Primary.Stop,1.5
Measurement.Primary.Step,0.01
Measurement.Primary.Compliance,5E-05
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,0,0
Measurement.Bias.Compliance,5E-05,0.1
Measurement.Monitor.Unit,SMU4:HR,SMU3:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
0,6.793E-11
0.01,1.2348E-10
0.02,1.7449E-10
0.03,2.1038E-10
0.04,2.3779E-10
0.05,2.7064E-10
0.06,2.8582E-10
0.07,3.376E-10
0.08,3.4693E-10
0.09,3.4353E-10
0.1,3.4997E-10
0.11,3.6209E-10
0.12,3.8717E-10
0.13,4.1105E-10
0.14,3.8816E-10
0.15,3.9419E-10
0.16,4.0571E-10
0.17,4.1008E-10
0.18,4.2916E-10
0.19,4.2706E-10
0.2,4.1338E-10
0.21,4.3694E-10
0.22,4.5617E-10
0.23,4.6782E-10
0.24,4.7437E-10
0.25,4.9724E-10
0.26,5.0008E-10
0.27,4.826E-10
0.28,5.0698E-10
0.29,5.2699E-10
0.3,5.1779E-10
0.31,5.091E-10
0.32,5.018E-10
0.33,5.568E-10
0.34,5.3529E-10
0.35,5.8461E-10
0.36,6.0443E-10
0.37,6.1568E-10
0.38,6.0673E-10
0.39,6.5905E-10
0.4,6.5934E-10
0.41,7.0576E-10
0.42,6.7638E-10
0.43,6.1E-10
0.44,6.8839E-10
0.45,6.9226E-10
0.46,7.3531E-10
0.47,7.1664E-10
0.48,6.5419E-10
0.49,7.5223E-10
0.5,6.6392E-10
0.51,6.4384E-10
0.52,7.5919E-10
0.53,6.9383E-10
0.54,6.9548E-10
0.55,7.1864E-10
0.56,7.0762E-10
0.57,7.0012E-10
0.58,6.9134E-10
0.59,7.6392E-10
0.6,8.4791E-10
0.61,7.1179E-10
0.62,7.5571E-10
0.63,7.1009E-10
0.64,6.7212E-10
0.65,7.0509E-10
0.66,7.3788E-10
0.67,7.4353E-10
0.68,7.0913E-10
0.69,6.9136E-10
0.7,7.1583E-10
0.71,7.2968E-10
0.72,8.5812E-10
0.73,8.8124E-10
0.74,7.9937E-10
0.75,8.255E-10
0.76,7.694E-10
0.77,8.0167E-10
0.78,8.0587E-10
0.79,8.0975E-10
0.8,7.8052E-10
0.81,7.7343E-10
0.82,7.9666E-10
0.83,8.1572E-10
0.84,7.2258E-10
0.85,7.2407E-10
0.86,7.6376E-10
0.87,7.5933E-10
0.88,7.8487E-10
0.89,7.9872E-10
0.9,7.6295E-10
0.91,7.1248E-10
0.92,6.8878E-10
0.93,7.1695E-10
0.94,7.028E-10
0.95,7.1912E-10
0.96,7.2317E-10
0.97,6.9537E-10
0.98,7.1056E-10
0.99,7.2232E-10
1,7.276E-10
1.01,7.5256E-10
1.02,7.6847E-10
1.03,7.9176E-10
1.04,7.761E-10
1.05,7.4375E-10
1.06,7.1346E-10
1.07,6.6662E-10
1.08,7.3187E-10
1.09,6.9152E-10
1.1,7.4315E-10
1.11,6.6458E-10
1.12,8.077E-10
1.13,6.8877E-10
1.14,6.5718E-10
1.15,7.1646E-10
1.16,7.1839E-10
1.17,7.1514E-10
1.18,6.9413E-10
1.19,6.1503E-10
1.2,6.6504E-10
1.21,7.3068E-10
1.22,7.4909E-10
1.23,7.462E-10
1.24,7.3722E-10
1.25,7.4999E-10
1.26,7.8792E-10
1.27,8.1335E-10
1.28,7.2217E-10
1.29,7.5285E-10
1.3,7.006E-10
1.31,7.5444E-10
1.32,7.5507E-10
1.33,7.5313E-10
1.34,8.1552E-10
1.35,7.761E-10
1.36,7.1821E-10
1.37,7.8823E-10
1.38,7.2979E-10
1.39,7.4361E-10
1.4,7.4284E-10
1.41,7.3118E-10
1.42,7.4669E-10
1.43,8.4292E-10
1.44,8.3062E-10
1.45,8.2554E-10
1.46,7.9544E-10
1.47,8.0499E-10
1.48,7.4668E-10
1.49,7.0992E-10
1.5,7.0998E-10
1.5,6.9889E-10
1.49,7.1457E-10
1.48,7.4537E-10
1.47,7.1673E-10
1.46,7.1475E-10
1.45,6.8975E-10
1.44,6.9338E-10
1.43,6.7412E-10
1.42,7.0765E-10
1.41,7.0541E-10
1.4,7.0799E-10
1.39,7.4501E-10
1.38,7.005E-10
1.37,6.8618E-10
1.36,6.9374E-10
1.35,6.8627E-10
1.34,7.4098E-10
1.33,7.6412E-10
1.32,7.0165E-10
1.31,6.9814E-10
1.3,7.1213E-10
1.29,6.5348E-10
1.28,6.2012E-10
1.27,5.9566E-10
1.26,5.909E-10
1.25,6.1051E-10
