Setup title,"I/V Sweep-Solar cell"
0.98,9.3E-11
0.97,8.26E-11
0.96,7.87E-11
0.95,7.21E-11
0.94,6.21E-11
0.93,5.53E-11
0.92,5.09E-11
0.91,4.7E-11
0.9,4.96E-11
0.89,4.26E-11
0.88,4.44E-11
0.87,3.54E-11
0.86,3.2E-11
0.85,3.52E-11
0.84,3.3E-11
0.83,2.73E-11
0.82,2.32E-11
0.81,2.26E-11
0.8,2.03E-11
0.79,2.58E-11
0.78,2.51E-11
0.77,1.78E-11
0.76,1.55E-11
0.75,1.94E-11
0.74,2.01E-11
0.73,1.26E-11
0.72,1.5E-11
0.71,1.04E-11
0.7,1.37E-11
0.69,1.34E-11
0.68,8.1E-12
0.67,7.1E-12
0.66,5.7E-12
0.65,1.07E-11
0.64,1.11E-11
0.63,4.7E-12
0.62,6.7E-12
0.61,3.5E-12
0.6,7.9E-12
0.59,7.1E-12
0.58,2.1E-12
0.57,8E-13
0.56,1.1E-12
0.55,-5E-13
0.54,4.6E-12
0.53,4.8E-12
0.52,-1E-13
0.51,-1.8E-12
0.5,-7E-13
0.49,3E-13
0.48,5E-12
0.47,1.5E-12
0.46,3.9E-12
0.45,-2.6E-12
0.44,-2.7E-12
0.43,7E-13
0.42,-3.4E-12
0.41,1E-13
0.4,8E-13
0.39,-4.9E-12
0.38,-5.3E-12
0.37,-1E-12
0.36,-2.7E-12
0.35,-2.6E-12
0.34,-4E-12
0.33,-8.6E-12
0.32,-7.3E-12
0.31,-9.4E-12
0.3,-5.8E-12
0.29,-6.2E-12
0.28,-9.2E-12
0.27,-1.23E-11
0.26,-1.06E-11
0.25,-1.28E-11
0.24,-9.4E-12
0.23,-8.9E-12
0.22,-9.7E-12
0.21,-1.11E-11
0.2,-1.17E-11
0.19,-7E-12
0.18,-7.4E-12
0.17,-1.11E-11
0.16,-1.26E-11
0.15,-1.2E-11
0.14,-1.36E-11
0.13,-9.8E-12
0.12,-9.5E-12
0.11,-1.43E-11
0.1,-1.54E-11
0.09,-1.54E-11
0.08,-1.66E-11
0.07,-1.3E-11
0.06,-1.29E-11
0.05,-1.83E-11
0.04,-1.94E-11
0.03,-1.6E-11
0.02,-1.61E-11
0.01,-2.18E-11
0,-2.4E-11
-0.01,-2.48E-11
-0.02,-2.74E-11
-0.03,-2.28E-11
-0.04,-2.92E-11
-0.05,-3.15E-11
-0.06,-2.82E-11
-0.07,-3.32E-11
-0.08,-3.8E-11
-0.09,-3.83E-11
-0.1,-4.17E-11
-0.11,-3.74E-11
-0.12,-3.9E-11
-0.13,-4.68E-11
-0.14,-5.06E-11
-0.15,-4.68E-11
-0.16,-4.96E-11
-0.17,-5.61E-11
-0.18,-5.9E-11
-0.19,-6.02E-11
-0.2,-6.2E-11
-0.2,-6.09E-11
-0.19,-5.08E-11
-0.18,-4.64E-11
-0.17,-4.68E-11
-0.16,-4.59E-11
-0.15,-4.28E-11
-0.14,-4.13E-11
-0.13,-3.36E-11
-0.12,-3.03E-11
-0.11,-3.38E-11
-0.1,-3.25E-11
-0.09,-3.07E-11
-0.08,-2.37E-11
-0.07,-2.35E-11
-0.06,-1.98E-11
-0.05,-2.51E-11
-0.04,-1.79E-11
-0.03,-2.25E-11
-0.02,-1.67E-11
-0.01,-1.5E-11
0,-1.47E-11
0.01,-1.9E-11
0.02,-1.83E-11
0.03,-1.69E-11
0.04,-1.19E-11
0.05,-1.02E-11
0.06,-1.13E-11
0.07,-1.36E-11
0.08,-1.12E-11
0.09,-1.25E-11
0.1,-7.2E-12
0.11,-6.3E-12
0.12,-9.8E-12
0.13,-1.01E-11
0.14,-9.8E-12
0.15,-4.3E-12
0.16,-3.7E-12
0.17,-7.5E-12
0.18,-8.7E-12
0.19,-6.9E-12
0.2,-7.3E-12
0.21,-3.3E-12
0.22,-2E-12
0.23,-2.5E-12
0.24,-5.8E-12
0.25,-2.7E-12
0.26,-1E-12
0.27,-2.2E-12
0.28,1E-13
0.29,-4.2E-12
0.3,-3.8E-12
0.31,-9E-13
0.32,1.1E-12
0.33,7E-13
0.34,-3.1E-12
0.35,-3.8E-12
0.36,-3.1E-12
0.37,-3E-12
0.38,9E-13
0.39,1.9E-12
0.4,-1.8E-12
0.41,-3E-12
0.42,-1.5E-12
0.43,-2E-12
0.44,1.7E-12
0.45,-1.1E-12
0.46,-2.1E-12
0.47,-9E-13
0.48,-8E-13
0.49,2.4E-12
0.5,3.3E-12
0.51,1.6E-12
0.52,-2E-13
0.53,-4E-13
0.54,4.8E-12
0.55,6.3E-12
0.56,2.6E-12
0.57,1.6E-12
0.58,4E-12
0.59,6E-12
0.6,9.5E-12
0.61,6E-12
0.62,9.9E-12
0.63,6E-12
0.64,6.9E-12
0.65,9.1E-12
0.66,1.23E-11
0.67,1.4E-11
0.68,9.1E-12
0.69,1.26E-11
0.7,1.74E-11
0.71,1.88E-11
0.72,1.73E-11
0.73,1.51E-11
0.74,1.81E-11
0.75,1.56E-11
0.76,2.15E-11
0.77,2.18E-11
0.78,2.21E-11
0.79,1.9E-11
0.8,2.1E-11
0.81,2.64E-11
0.82,2.78E-11
0.83,2.6E-11
0.84,2.62E-11
0.85,2.86E-11
0.86,3.37E-11
0.87,3.73E-11
0.88,3.47E-11
0.89,3.74E-11
0.9,4.14E-11
0.91,4.07E-11
0.92,4.76E-11
0.93,4.93E-11
0.94,5.12E-11
0.95,5.22E-11
0.96,5.37E-11
0.97,6.18E-11
0.98,6.14E-11
0.99,6.57E-11
1,7.16E-11
